age,games_played,team_encoded,interceptions_per_game,sacks_per_game,tackles_per_game,solo_tackles_per_game,tfl_per_game,turnovers_per_game,big_plays_per_game,defensive_impact_per_game,target
14.0,176.0,27,0.0715909090909091,0.008522727272727272,0.011363636363636364,0.1590909090909091,0.03806818181818182,0.0715909090909091,0.4215909090909091,0.49318181818181817,0.011363636363636364
17.0,101.0,5,0.05841584158415842,0.0,0.039603960396039604,0.27722772277227725,0.09603960396039603,0.07821782178217822,0.799009900990099,0.8574257425742575,0.039603960396039604
10.0,44.0,2,0.1,0.022727272727272728,0.045454545454545456,0.6363636363636364,0.34545454545454546,0.12272727272727274,1.4136363636363638,1.5136363636363634,0.045454545454545456
17.0,87.0,14,0.05862068965517241,0.011494252873563218,0.022988505747126436,0.3218390804597701,0.07701149425287357,0.05862068965517241,0.7781609195402299,0.8367816091954022,0.022988505747126436
24.0,196.0,1,0.041836734693877546,0.007653061224489796,0.01020408163265306,0.1377551020408163,0.03520408163265306,0.041836734693877546,0.3489795918367347,0.39081632653061227,0.01020408163265306
6.0,18.0,17,0.16666666666666666,0.4444444444444444,1.0,1.4444444444444444,0.39444444444444443,0.2777777777777778,1.3944444444444446,1.5611111111111111,1.0
15.0,174.0,29,0.06666666666666667,0.0,0.005747126436781609,0.14942528735632185,0.10804597701149425,0.07241379310344827,0.5448275862068965,0.6114942528735632,0.005747126436781609
30.0,151.0,0,0.033112582781456956,0.0,0.006622516556291391,0.17218543046357615,0.04701986754966887,0.033112582781456956,0.4973509933774834,0.5304635761589404,0.006622516556291391
4.0,1.0,26,0.3,6.0,14.0,25.0,10.7,3.3,16.7,17.0,14.0
32.0,207.0,12,0.03140096618357488,0.00966183574879227,0.014492753623188406,0.12077294685990338,0.06666666666666667,0.036231884057971016,0.6077294685990338,0.6391304347826088,0.014492753623188406
1.0,14.0,26,1.0,0.0,0.2857142857142857,1.7857142857142858,0.2714285714285714,1.0714285714285714,1.5571428571428572,2.557142857142857,0.2857142857142857
15.0,64.0,16,0.0671875,0.0,0.03125,0.390625,0.215625,0.0671875,0.684375,0.7515624999999999,0.03125
