age,games_played,team_encoded,total_touches_per_game,yards_per_touch,total_yards_per_game,total_tds_per_game,receiving_percentage,target
24,7,29,7.0,0.2510204081632653,1.7571428571428573,59.714285714285715,0.7959183673469388,1.7571428571428573
24,7,5,7.828571428571428,0.2518248175182482,1.9714285714285715,59.142857142857146,0.8394160583941607,1.9714285714285715
26,5,20,10.34,0.2727272727272727,2.82,81.6,0.8123791102514506,2.82
26,8,16,3.6125,0.14186851211072662,0.5125,50.5,0.8304498269896194,0.5125
26,6,0,4.433333333333334,0.16165413533834586,0.7166666666666667,66.66666666666667,0.7894736842105263,0.7166666666666667
23,7,26,7.128571428571428,0.3306613226452906,2.357142857142857,56.57142857142857,0.8016032064128257,2.357142857142857
28,7,6,8.385714285714286,0.23168654173764905,1.9428571428571428,56.42857142857143,0.868824531516184,1.9428571428571428
25,6,4,10.516666666666667,0.17432646592709983,1.8333333333333333,65.83333333333333,0.8874801901743264,1.8333333333333333
25,6,13,7.3500000000000005,0.48526077097505665,3.5666666666666664,64.33333333333333,0.7256235827664399,3.5666666666666664
22,6,5,7.45,0.319910514541387,2.3833333333333333,64.16666666666667,0.7382550335570469,2.3833333333333333
23,7,20,8.8,0.21266233766233766,1.8714285714285714,54.42857142857143,0.8928571428571428,1.8714285714285714
30,7,19,2.6571428571428575,0.22580645161290322,0.6,53.57142857142857,0.8064516129032258,0.6
26,8,25,2.4375,0.2153846153846154,0.525,46.5,0.8717948717948718,0.525
29,7,1,7.957142857142857,0.14542190305206462,1.157142857142857,53.142857142857146,0.8797127468581687,1.157142857142857
22,8,12,7.575,0.1749174917491749,1.325,46.375,0.8910891089108911,1.325
29,8,30,7.3875,0.17258883248730963,1.275,46.0,0.8798646362098138,1.275
28,7,21,6.671428571428572,0.21199143468950749,1.4142857142857144,52.57142857142857,0.8137044967880085,1.4142857142857144
25,7,10,7.1000000000000005,0.22736418511066397,1.6142857142857143,51.57142857142857,0.8249496981891348,1.6142857142857143
26,8,31,6.8375,0.263254113345521,1.8,45.0,0.8592321755027422,1.8
21,8,22,7.2375,0.15025906735751293,1.0875,44.75,0.8808290155440415,1.0875
25,7,25,7.185714285714285,0.2584493041749503,1.8571428571428572,50.0,0.8349900596421471,1.8571428571428572
26,6,19,8.9,0.24157303370786518,2.15,57.833333333333336,0.8614232209737828,2.15
25,7,27,7.757142857142857,0.16206261510128916,1.2571428571428573,49.142857142857146,0.8655616942909761,1.2571428571428573
24,7,5,6.485714285714286,0.2577092511013216,1.6714285714285713,48.42857142857143,0.7929515418502203,1.6714285714285713
26,8,20,8.0875,0.10046367851622874,0.8125,41.75,0.9119010819165378,0.8125
29,6,29,8.450000000000001,0.22287968441814596,1.8833333333333335,54.833333333333336,0.8481262327416174,1.8833333333333335
23,8,17,2.9375,0.2,0.5875,40.875,0.7659574468085106,0.5875
25,4,27,10.075,0.3821339950372209,3.85,80.75,0.7196029776674938,3.85
24,5,5,3.06,0.3333333333333333,1.02,63.8,0.7843137254901961,1.02
31,8,17,5.7,0.27850877192982454,1.5875,39.625,0.8114035087719298,1.5875
28,8,25,6.925,0.17870036101083034,1.2375,39.5,0.8844765342960289,1.2375
24,8,12,3.3125,0.19245283018867923,0.6375,39.375,0.7924528301886793,0.6375
25,8,25,4.8125,0.5766233766233766,2.775,38.875,0.7012987012987013,2.775
26,6,10,6.416666666666667,0.38441558441558443,2.466666666666667,51.666666666666664,0.7012987012987013,2.466666666666667
23,4,0,10.075,0.36476426799007444,3.675,77.25,0.7444168734491315,3.675
29,7,19,6.814285714285715,0.2012578616352201,1.3714285714285714,44.0,0.8385744234800838,1.3714285714285714
26,7,5,4.171428571428572,0.14383561643835618,0.6,43.57142857142857,0.8904109589041096,0.6
30,8,25,1.9125,0.28104575163398693,0.5375,37.75,0.5882352941176471,0.5375
22,6,25,6.683333333333334,0.2768079800498753,1.8499999999999999,49.833333333333336,0.8229426433915211,1.8499999999999999
22,7,25,5.1000000000000005,0.28851540616246496,1.4714285714285715,42.57142857142857,0.7282913165266106,1.4714285714285715
22,7,20,7.371428571428572,0.19961240310077522,1.4714285714285715,42.57142857142857,0.872093023255814,1.4714285714285715
32,7,1,5.985714285714286,0.2911694510739857,1.7428571428571427,41.857142857142854,0.7875894988066826,1.7428571428571427
31,6,24,7.216666666666666,0.41801385681293307,3.016666666666667,48.333333333333336,0.8083140877598153,3.016666666666667
24,7,5,5.6571428571428575,0.36616161616161613,2.0714285714285716,41.42857142857143,0.7575757575757576,2.0714285714285716
30,7,6,6.628571428571428,0.20689655172413793,1.3714285714285714,41.285714285714285,0.8405172413793104,1.3714285714285714
29,8,25,4.875,0.3076923076923077,1.5,36.125,0.7435897435897436,1.5
23,8,12,4.9125,0.2519083969465649,1.2375,36.0,0.8142493638676845,1.2375
22,8,24,6.6125,0.22684310018903592,1.5,34.625,0.888468809073724,1.5
32,8,16,5.45,0.21788990825688073,1.1875,34.5,0.8256880733944953,1.1875
30,8,1,3.075,0.3943089430894308,1.2125,34.0,0.6910569105691057,1.2125
22,4,21,10.675,0.3536299765807962,3.775,67.75,0.8196721311475409,3.775
26,8,24,5.5375,0.22573363431151244,1.25,33.875,0.835214446952596,1.25
26,8,16,5.4375,0.23908045977011494,1.3,33.875,0.8275862068965517,1.3
22,7,10,6.542857142857143,0.2161572052401747,1.4142857142857144,38.142857142857146,0.8515283842794761,1.4142857142857144
31,4,16,9.525,0.3307086614173228,3.15,66.25,0.7611548556430446,3.15
29,7,22,6.757142857142857,0.2029598308668076,1.3714285714285714,37.142857142857146,0.8668076109936576,1.3714285714285714
26,8,22,7.35,0.1989795918367347,1.4625,32.125,0.9183673469387755,1.4625
24,7,13,6.271428571428571,0.20045558086560367,1.2571428571428573,36.57142857142857,0.8428246013667426,1.2571428571428573
23,8,17,0.375,1.5999999999999999,0.6,31.5,0.3333333333333333,0.6
23,7,21,2.257142857142857,0.3227848101265822,0.7285714285714285,35.285714285714285,0.5696202531645569,0.7285714285714285
35,8,1,5.7625,0.19739696312364424,1.1375,30.625,0.8676789587852495,1.1375
21,8,4,5.975,0.17364016736401677,1.0375,30.25,0.8786610878661089,1.0375
24,6,1,2.0166666666666666,0.25619834710743805,0.5166666666666667,40.166666666666664,0.578512396694215,0.5166666666666667
28,7,5,4.185714285714286,0.2354948805460751,0.9857142857142858,33.42857142857143,0.7849829351535836,0.9857142857142858
26,6,10,5.283333333333333,0.5268138801261829,2.783333333333333,39.0,0.6309148264984227,2.783333333333333
25,7,27,1.3285714285714287,0.3655913978494623,0.4857142857142857,32.42857142857143,0.6451612903225806,0.4857142857142857
26,6,21,3.3833333333333333,0.20197044334975367,0.6833333333333332,37.833333333333336,0.7881773399014778,0.6833333333333332
23,8,4,3.15,0.2896825396825397,0.9125,28.25,0.753968253968254,0.9125
26,8,27,5.1875,0.20963855421686745,1.0875,28.25,0.8433734939759037,1.0875
23,4,29,8.825,0.33427762039660064,2.95,56.25,0.764872521246459,2.95
23,4,26,5.0,0.265,1.325,56.0,0.8,1.325
23,7,30,1.5714285714285714,0.3909090909090909,0.6142857142857142,31.857142857142858,0.45454545454545453,0.6142857142857142
30,8,31,1.5375,0.4796747967479675,0.7375,27.875,0.7317073170731707,0.7375
31,7,12,6.114285714285714,0.19158878504672897,1.1714285714285713,31.714285714285715,0.8644859813084113,1.1714285714285713
28,7,0,6.028571428571429,0.19431279620853079,1.1714285714285713,31.714285714285715,0.8530805687203791,1.1714285714285713
26,7,25,2.185714285714286,0.3333333333333333,0.7285714285714285,31.285714285714285,0.5882352941176471,0.7285714285714285
23,7,1,4.514285714285714,0.3291139240506329,1.4857142857142858,31.142857142857142,0.6962025316455696,1.4857142857142858
23,7,16,4.785714285714286,0.4059701492537313,1.9428571428571428,31.142857142857142,0.746268656716418,1.9428571428571428
26,6,20,5.7,0.3157894736842105,1.8,36.0,0.7894736842105262,1.8
32,8,17,3.8625,0.3624595469255663,1.4,26.5,0.6796116504854369,1.4
28,6,27,6.983333333333333,0.28162291169451076,1.9666666666666668,35.333333333333336,0.8591885441527447,1.9666666666666668
24,8,21,5.3375,0.21545667447306788,1.15,26.5,0.8665105386416861,1.15
26,8,20,3.8125,0.3836065573770492,1.4625,26.375,0.7213114754098361,1.4625
28,7,21,6.128571428571428,0.16783216783216784,1.0285714285714287,30.0,0.8857808857808858,1.0285714285714287
25,7,24,1.4142857142857144,0.4646464646464646,0.6571428571428571,29.714285714285715,0.8080808080808081,0.6571428571428571
24,8,24,4.5375,0.2038567493112948,0.925,25.75,0.8264462809917356,0.925
25,5,20,6.5,0.31384615384615383,2.04,40.8,0.7384615384615385,2.04
24,8,1,3.5625,0.6491228070175439,2.3125,25.375,0.5263157894736842,2.3125
30,4,1,7.675,0.50814332247557,3.9,50.75,0.6840390879478827,3.9
27,7,5,4.357142857142857,0.4098360655737705,1.7857142857142858,28.571428571428573,0.6885245901639344,1.7857142857142858
25,7,19,4.571428571428571,0.325,1.4857142857142858,28.142857142857142,0.75,1.4857142857142858
22,8,25,3.1,0.20564516129032256,0.6375,24.625,0.7258064516129032,0.6375
29,6,20,4.7,0.3687943262411348,1.7333333333333334,32.833333333333336,0.6737588652482269,1.7333333333333334
24,8,16,5.2,0.13942307692307693,0.725,24.5,0.9134615384615384,0.725
25,8,21,3.525,0.624113475177305,2.2,24.25,0.425531914893617,2.2
28,7,31,4.671428571428572,0.25382262996941896,1.1857142857142857,27.428571428571427,0.7645259938837919,1.1857142857142857
33,7,5,3.957142857142857,0.6931407942238267,2.742857142857143,27.428571428571427,0.5054151624548736,2.742857142857143
28,6,21,5.216666666666667,0.4376996805111821,2.283333333333333,32.0,0.7348242811501597,2.283333333333333
23,7,20,2.2,0.3246753246753247,0.7142857142857143,27.0,0.5194805194805194,0.7142857142857143
27,7,4,3.9285714285714284,0.6799999999999999,2.6714285714285713,26.714285714285715,0.5454545454545454,2.6714285714285713
24,4,24,4.125,0.33939393939393936,1.4,46.5,0.6666666666666666,1.4
21,8,22,3.6,0.13194444444444445,0.475,23.0,0.798611111111111,0.475
30,6,26,4.633333333333334,0.5503597122302158,2.5500000000000003,30.5,0.6115107913669064,2.5500000000000003
22,7,21,3.7714285714285714,0.446969696969697,1.6857142857142857,25.285714285714285,0.5681818181818182,1.6857142857142857
26,7,0,4.6000000000000005,0.3913043478260869,1.8,25.285714285714285,0.8074534161490683,1.8
26,8,31,3.8875,0.46945337620578775,1.825,21.875,0.7717041800643086,1.825
26,4,26,4.6,0.2173913043478261,1.0,43.5,0.6521739130434783,1.0
32,7,1,3.8000000000000003,0.7218045112781954,2.742857142857143,24.714285714285715,0.6390977443609023,2.742857142857143
23,8,24,3.9,0.2916666666666667,1.1375,21.5,0.7692307692307693,1.1375
26,8,20,3.9,0.3942307692307693,1.5375,21.5,0.7692307692307693,1.5375
26,7,5,4.542857142857143,0.4150943396226415,1.8857142857142857,24.428571428571427,0.7861635220125786,1.8857142857142857
25,8,17,3.85,0.32142857142857145,1.2375,21.125,0.7792207792207793,1.2375
23,7,19,4.014285714285714,0.3772241992882562,1.5142857142857142,24.142857142857142,0.7117437722419928,1.5142857142857142
26,5,5,6.0600000000000005,0.3927392739273927,2.38,33.4,0.759075907590759,2.38
25,8,30,0.25,2.6,0.65,20.875,1.0,0.65
26,6,24,4.533333333333333,1.5073529411764706,6.833333333333333,27.333333333333332,0.33088235294117646,6.833333333333333
24,6,0,6.45,0.20671834625322996,1.3333333333333333,26.5,0.8785529715762274,1.3333333333333333
28,5,27,6.26,0.46006389776357826,2.88,31.6,0.7987220447284344,2.88
23,7,19,4.057142857142857,0.4190140845070423,1.7,22.142857142857142,0.7394366197183099,1.7
26,8,27,0.975,0.48717948717948717,0.475,19.375,0.7692307692307693,0.475
31,8,17,3.1,0.5161290322580645,1.6,19.25,0.5241935483870968,1.6
25,8,6,3.1,0.7620967741935483,2.3625,18.875,0.564516129032258,2.3625
32,8,30,3.6,0.3055555555555556,1.1,18.625,0.7638888888888888,1.1
26,8,22,3.5,0.125,0.4375,18.625,0.8928571428571429,0.4375
23,8,1,3.65,0.4246575342465754,1.55,18.625,0.7876712328767124,1.55
25,2,25,13.05,0.3141762452107279,4.1,73.5,0.7279693486590038,4.1
28,4,20,2.95,0.4491525423728813,1.325,36.75,0.6779661016949152,1.325
29,8,24,3.575,0.39160839160839156,1.4,18.25,0.7692307692307692,1.4
23,7,13,3.5285714285714285,0.7327935222672065,2.585714285714286,20.714285714285715,0.6072874493927126,2.585714285714286
30,7,5,4.8,0.1875,0.9,20.571428571428573,0.863095238095238,0.9
21,8,16,1.3625,0.3027522935779816,0.4125,17.875,0.6422018348623852,0.4125
24,5,26,2.54,0.33070866141732286,0.8400000000000001,28.4,0.5511811023622047,0.8400000000000001
26,6,0,3.016666666666667,0.25414364640883974,0.7666666666666666,23.666666666666668,0.6629834254143646,0.7666666666666666
22,7,1,3.6,0.503968253968254,1.8142857142857143,20.0,0.6746031746031746,1.8142857142857143
32,4,16,9.1,0.27472527472527475,2.5,35.0,0.8791208791208791,2.5
25,7,26,4.571428571428571,0.284375,1.3,19.428571428571427,0.84375,1.3
24,6,25,4.45,0.38576779026217234,1.7166666666666668,22.333333333333332,0.7490636704119851,1.7166666666666668
30,3,26,4.3999999999999995,0.25,1.0999999999999999,44.333333333333336,0.6818181818181819,1.0999999999999999
25,7,24,3.442857142857143,0.36929460580912865,1.2714285714285716,19.0,0.7053941908713692,1.2714285714285716
21,8,22,4.2625,0.3225806451612903,1.375,16.5,0.8797653958944281,1.375
26,6,21,4.316666666666666,0.5675675675675675,2.4499999999999997,22.0,0.7335907335907337,2.4499999999999997
25,8,0,3.4875,0.25806451612903225,0.9,16.25,0.7885304659498208,0.9
24,8,30,0.0,0.0,0.9875,15.75,0.0,0.9875
24,7,6,0.0,0.0,1.4857142857142858,16.285714285714285,0.0,1.4857142857142858
32,6,24,4.466666666666667,0.34701492537313433,1.55,20.166666666666668,0.7835820895522387,1.55
31,3,0,5.133333333333334,0.33766233766233766,1.7333333333333334,40.0,0.5194805194805194,1.7333333333333334
33,4,16,5.45,0.536697247706422,2.925,29.25,0.5504587155963303,2.925
21,6,21,4.066666666666666,0.43032786885245905,1.75,19.333333333333332,0.7377049180327869,1.75
23,7,1,3.4714285714285715,0.5185185185185185,1.8,16.142857142857142,0.7407407407407407,1.8
27,5,17,1.0,0.82,0.82,22.4,0.6,0.82
28,8,21,1.375,0.32727272727272727,0.45,14.0,0.36363636363636365,0.45
34,8,27,2.825,0.3274336283185841,0.925,13.875,0.663716814159292,0.925
22,5,0,4.96,0.3185483870967742,1.58,22.2,0.7661290322580645,1.58
24,7,5,3.0,0.6571428571428571,1.9714285714285715,15.714285714285714,0.47619047619047616,1.9714285714285715
31,5,27,4.5600000000000005,0.5921052631578947,2.7,21.6,0.7017543859649122,2.7
26,8,0,2.625,0.5714285714285714,1.5,13.5,0.5714285714285714,1.5
24,5,29,4.54,0.39207048458149785,1.78,21.4,0.7048458149779736,1.78
25,8,22,2.7,0.4953703703703703,1.3375,13.375,0.6481481481481481,1.3375
25,4,22,6.325,0.3794466403162055,2.4,26.5,0.7905138339920948,2.4
26,6,26,1.2166666666666666,1.4109589041095891,1.7166666666666668,17.166666666666668,0.547945205479452,1.7166666666666668
23,8,5,2.7375,0.4292237442922375,1.175,12.875,0.6849315068493151,1.175
25,6,10,3.016666666666667,0.569060773480663,1.7166666666666668,17.166666666666668,0.6077348066298343,1.7166666666666668
25,7,26,2.9,0.5566502463054187,1.6142857142857143,14.571428571428571,0.541871921182266,1.6142857142857143
23,4,0,4.025,0.577639751552795,2.325,25.5,0.49689440993788814,2.325
21,8,0,0.8125,0.7384615384615384,0.6,12.625,0.3076923076923077,0.6
30,5,4,5.16,0.3565891472868217,1.8399999999999999,20.2,0.813953488372093,1.8399999999999999
26,8,25,3.1125,0.35742971887550207,1.1125,12.25,0.8032128514056225,1.1125
25,8,4,2.45,0.5459183673469387,1.3375,12.0,0.5102040816326531,1.3375
23,7,29,3.414285714285714,0.7866108786610879,2.685714285714286,13.428571428571429,0.794979079497908,2.685714285714286
24,5,27,4.14,0.7584541062801933,3.1399999999999997,18.8,0.6763285024154589,3.1399999999999997
21,4,4,2.175,0.5402298850574714,1.175,23.25,0.3448275862068966,1.175
33,4,29,2.125,0.611764705882353,1.3,23.25,0.23529411764705882,1.3
27,8,16,2.5625,0.4926829268292683,1.2625,11.375,0.6829268292682927,1.2625
25,7,12,2.8285714285714287,0.45454545454545453,1.2857142857142858,12.857142857142858,0.7070707070707071,1.2857142857142858
22,8,0,2.4,0.5208333333333334,1.25,11.25,0.5729166666666667,1.25
30,6,0,4.8999999999999995,0.20068027210884357,0.9833333333333334,14.833333333333334,0.8843537414965987,0.9833333333333334
29,7,10,2.8285714285714287,0.5555555555555556,1.5714285714285714,12.571428571428571,0.6565656565656566,1.5714285714285714
23,8,12,2.5125,0.6119402985074627,1.5375,10.75,0.6965174129353233,1.5375
27,3,5,3.766666666666667,0.42477876106194684,1.5999999999999999,28.666666666666668,0.2654867256637168,1.5999999999999999
30,8,5,2.3,0.7717391304347826,1.775,10.625,0.4347826086956522,1.775
26,1,25,25.3,0.841897233201581,21.3,85.0,0.15810276679841898,21.3
24,7,5,2.857142857142857,0.465,1.3285714285714287,12.0,0.7,1.3285714285714287
28,7,10,1.3857142857142857,0.5051546391752578,0.7000000000000001,11.857142857142858,0.7216494845360826,0.7000000000000001
27,7,26,2.942857142857143,0.23300970873786406,0.6857142857142857,11.714285714285714,0.7766990291262136,0.6857142857142857
30,2,1,6.2,0.34677419354838707,2.15,40.5,0.564516129032258,2.15
28,7,13,2.185714285714286,0.869281045751634,1.9000000000000001,11.428571428571429,0.45751633986928103,1.9000000000000001
27,7,20,2.8000000000000003,0.36734693877551017,1.0285714285714287,11.285714285714286,0.7142857142857142,1.0285714285714287
27,6,6,1.8333333333333333,0.509090909090909,0.9333333333333332,13.0,0.18181818181818182,0.9333333333333332
25,7,16,2.6999999999999997,0.40740740740740744,1.1,11.0,0.6878306878306879,1.1
25,7,25,2.857142857142857,0.75,2.142857142857143,10.714285714285714,0.25,2.142857142857143
24,8,16,0.4375,0.7714285714285715,0.3375,9.25,1.1428571428571428,0.3375
23,7,29,2.4714285714285715,0.6011560693641619,1.4857142857142858,10.428571428571429,0.5780346820809248,1.4857142857142858
31,7,5,2.4714285714285715,0.4219653179190751,1.042857142857143,10.428571428571429,0.6936416184971098,1.042857142857143
21,4,20,1.5,0.5,0.75,17.5,0.16666666666666666,0.75
33,7,24,3.4714285714285715,0.28806584362139914,1.0,10.0,0.8641975308641975,1.0
25,7,10,2.414285714285714,0.6804733727810651,1.6428571428571428,9.857142857142858,0.4142011834319527,1.6428571428571428
32,3,27,5.733333333333333,0.49418604651162795,2.8333333333333335,22.666666666666668,0.6395348837209303,2.8333333333333335
22,7,13,0.2857142857142857,1.85,0.5285714285714286,9.428571428571429,1.0,0.5285714285714286
23,8,16,2.225,0.7415730337078651,1.65,8.25,0.28089887640449435,1.65
26,7,10,1.2285714285714284,0.3023255813953489,0.37142857142857144,9.142857142857142,0.5813953488372093,0.37142857142857144
29,4,27,4.65,0.575268817204301,2.675,16.0,0.7526881720430108,2.675
32,7,20,2.357142857142857,0.9575757575757576,2.257142857142857,9.0,0.36363636363636365,2.257142857142857
28,8,16,2.0375,0.950920245398773,1.9375,7.75,0.36809815950920244,1.9375
30,6,31,3.3000000000000003,0.3838383838383838,1.2666666666666666,10.166666666666666,0.8080808080808081,1.2666666666666666
28,7,0,2.242857142857143,0.7770700636942675,1.7428571428571427,8.714285714285714,0.445859872611465,1.7428571428571427
24,5,5,4.6,0.8695652173913043,4.0,12.0,0.13043478260869565,4.0
28,8,16,2.2875,0.4098360655737705,0.9375,7.5,0.7650273224043715,0.9375
27,7,5,2.242857142857143,0.47770700636942676,1.0714285714285714,8.571428571428571,0.5732484076433121,1.0714285714285714
24,7,24,2.2714285714285714,0.46540880503144655,1.0571428571428572,8.428571428571429,0.6289308176100629,1.0571428571428572
23,4,22,2.625,1.4095238095238096,3.7,14.75,0.19047619047619047,3.7
24,7,25,1.5999999999999999,0.43750000000000006,0.7000000000000001,8.428571428571429,0.44642857142857145,0.7000000000000001
28,8,27,1.925,0.538961038961039,1.0375,7.25,0.5844155844155844,1.0375
28,8,12,1.9125,0.542483660130719,1.0375,7.25,0.5228758169934641,1.0375
32,4,13,2.425,0.5876288659793815,1.425,14.25,0.30927835051546393,1.425
21,7,20,1.6714285714285713,0.5299145299145299,0.8857142857142858,8.0,0.5128205128205129,0.8857142857142858
23,3,5,2.0,1.1666666666666667,2.3333333333333335,18.666666666666668,0.16666666666666666,2.3333333333333335
24,6,4,1.9666666666666668,1.1864406779661016,2.3333333333333335,9.333333333333334,0.3389830508474576,2.3333333333333335
27,3,21,5.166666666666667,0.8903225806451613,4.6000000000000005,18.333333333333332,0.6451612903225806,4.6000000000000005
25,7,25,2.1,0.6122448979591837,1.2857142857142858,7.714285714285714,0.4761904761904762,1.2857142857142858
23,7,5,2.142857142857143,1.2,2.5714285714285716,7.714285714285714,0.4,2.5714285714285716
22,5,24,3.4,1.0176470588235293,3.46,10.4,0.23529411764705882,3.46
29,2,16,8.85,0.4915254237288135,4.35,26.0,0.7909604519774012,4.35
26,7,10,2.157142857142857,0.6754966887417219,1.457142857142857,7.285714285714286,0.6622516556291391,1.457142857142857
28,7,24,2.4,1.0119047619047619,2.4285714285714284,7.285714285714286,0.23809523809523808,2.4285714285714284
32,8,13,1.7875,0.8741258741258741,1.5625,6.25,0.4195804195804196,1.5625
27,8,20,2.1,0.41666666666666663,0.875,6.125,0.7738095238095237,0.875
26,6,12,2.466666666666667,0.5405405405405405,1.3333333333333333,8.0,0.6756756756756757,1.3333333333333333
26,6,1,4.333333333333333,0.9230769230769231,4.0,8.0,0.07692307692307693,4.0
35,7,0,2.2714285714285714,0.5911949685534591,1.342857142857143,6.714285714285714,0.7547169811320754,1.342857142857143
30,6,4,2.5166666666666666,0.42384105960264906,1.0666666666666667,7.5,0.728476821192053,1.0666666666666667
25,2,25,7.0,1.0714285714285714,7.5,22.5,0.35714285714285715,7.5
26,7,5,1.9285714285714286,0.8370370370370371,1.6142857142857143,6.428571428571429,0.4444444444444444,1.6142857142857143
