age,games_played,team_encoded,receptions_per_game,yards_per_reception,yards_per_game,target
26,7,25,1.2857142857142858,0.8888888888888888,1.1428571428571428,1.2857142857142858
24,7,5,1.4285714285714286,0.8,1.1428571428571428,1.4285714285714286
27,7,5,1.2857142857142858,0.8888888888888888,1.1428571428571428,1.2857142857142858
23,7,29,1.4285714285714286,0.7,1.0,1.4285714285714286
23,8,12,1.75,0.5,0.875,1.75
24,8,1,1.375,0.6363636363636364,0.875,1.375
28,8,27,1.125,0.7777777777777778,0.875,1.125
30,6,4,1.8333333333333333,0.6363636363636364,1.1666666666666667,1.8333333333333333
30,8,31,1.125,0.7777777777777778,0.875,1.125
27,8,20,1.625,0.5384615384615384,0.875,1.625
28,8,12,1.0,0.875,0.875,1.0
26,6,12,1.6666666666666667,0.6,1.0,1.6666666666666667
30,2,19,4.0,0.75,3.0,4.0
24,6,1,1.1666666666666667,0.8571428571428571,1.0,1.1666666666666667
29,2,16,7.0,0.42857142857142855,3.0,7.0
25,7,10,1.0,0.8571428571428571,0.8571428571428571,1.0
29,4,27,3.5,0.42857142857142855,1.5,3.5
23,7,21,1.2857142857142858,0.6666666666666666,0.8571428571428571,1.2857142857142858
25,7,25,1.0,0.8571428571428571,0.8571428571428571,1.0
24,8,4,1.25,0.6,0.75,1.25
23,7,20,1.1428571428571428,0.75,0.8571428571428571,1.1428571428571428
24,5,27,2.8,0.42857142857142855,1.2,2.8
21,7,20,0.8571428571428571,0.8333333333333334,0.7142857142857143,0.8571428571428571
25,7,27,0.8571428571428571,0.8333333333333334,0.7142857142857143,0.8571428571428571
25,7,25,1.0,0.7142857142857143,0.7142857142857143,1.0
30,8,5,1.0,0.625,0.625,1.0
30,2,1,3.5,0.7142857142857143,2.5,3.5
25,7,25,0.7142857142857143,1.0,0.7142857142857143,0.7142857142857143
21,8,16,0.875,0.7142857142857143,0.625,0.875
25,7,25,0.7142857142857143,1.0,0.7142857142857143,0.7142857142857143
31,7,5,1.2857142857142858,0.5555555555555556,0.7142857142857143,1.2857142857142858
23,4,0,2.0,0.625,1.25,2.0
31,6,31,1.1666666666666667,0.7142857142857143,0.8333333333333334,1.1666666666666667
29,8,16,0.875,0.7142857142857143,0.625,0.875
31,3,0,2.6666666666666665,0.625,1.6666666666666667,2.6666666666666665
24,5,26,1.4,0.7142857142857143,1.0,1.4
25,4,5,1.25,1.0,1.25,1.25
23,7,30,0.7142857142857143,1.0,0.7142857142857143,0.7142857142857143
25,6,10,1.8333333333333333,0.45454545454545453,0.8333333333333334,1.8333333333333333
27,1,29,6.0,0.8333333333333334,5.0,6.0
28,7,0,1.0,0.7142857142857143,0.7142857142857143,1.0
26,8,27,0.75,0.8333333333333334,0.625,0.75
29,8,31,1.125,0.5555555555555556,0.625,1.125
26,7,10,1.4285714285714286,0.5,0.7142857142857143,1.4285714285714286
35,7,0,1.7142857142857142,0.4166666666666667,0.7142857142857143,1.7142857142857142
23,7,29,2.7142857142857144,0.2631578947368421,0.7142857142857143,2.7142857142857144
28,7,30,1.4285714285714286,0.5,0.7142857142857143,1.4285714285714286
24,7,25,0.7142857142857143,1.0,0.7142857142857143,0.7142857142857143
32,8,13,0.75,0.6666666666666666,0.5,0.75
26,6,24,1.5,0.4444444444444444,0.6666666666666666,1.5
27,6,6,1.0,0.6666666666666666,0.6666666666666666,1.0
32,1,1,4.0,1.0,4.0,4.0
25,7,24,1.1428571428571428,0.5,0.5714285714285714,1.1428571428571428
29,4,5,1.25,0.8,1.0,1.25
28,7,13,1.0,0.5714285714285714,0.5714285714285714,1.0
28,8,16,0.75,0.6666666666666666,0.5,0.75
26,7,5,0.5714285714285714,1.0,0.5714285714285714,0.5714285714285714
27,3,21,3.3333333333333335,0.4,1.3333333333333333,3.3333333333333335
23,8,16,0.625,0.8,0.5,0.625
26,7,5,0.8571428571428571,0.6666666666666666,0.5714285714285714,0.8571428571428571
25,8,20,0.625,0.8,0.5,0.625
25,7,6,0.5714285714285714,1.0,0.5714285714285714,0.5714285714285714
31,7,20,1.4285714285714286,0.4,0.5714285714285714,1.4285714285714286
32,7,20,0.8571428571428571,0.6666666666666666,0.5714285714285714,0.8571428571428571
25,1,19,4.0,1.0,4.0,4.0
29,7,29,0.5714285714285714,1.0,0.5714285714285714,0.5714285714285714
24,8,16,0.5,1.0,0.5,0.5
31,5,27,1.6,0.5,0.8,1.6
26,7,5,0.8571428571428571,0.6666666666666666,0.5714285714285714,0.8571428571428571
26,1,25,4.0,1.0,4.0,4.0
32,4,13,0.75,1.0,0.75,0.75
28,6,1,0.6666666666666666,0.75,0.5,0.6666666666666666
29,8,4,0.5,0.75,0.375,0.5
29,2,1,3.5,0.42857142857142855,1.5,3.5
24,2,0,3.0,0.5,1.5,3.0
26,7,10,0.7142857142857143,0.6,0.42857142857142855,0.7142857142857143
27,3,5,1.0,1.0,1.0,1.0
35,4,30,0.75,1.0,0.75,0.75
30,6,27,1.5,0.3333333333333333,0.5,1.5
24,5,21,1.8,0.3333333333333333,0.6,1.8
26,7,29,0.5714285714285714,0.75,0.42857142857142855,0.5714285714285714
26,3,0,1.0,1.0,1.0,1.0
22,4,30,0.75,1.0,0.75,0.75
31,7,19,0.5714285714285714,0.75,0.42857142857142855,0.5714285714285714
25,2,25,2.5,0.6,1.5,2.5
24,4,26,1.25,0.6,0.75,1.25
29,3,10,1.3333333333333333,0.75,1.0,1.3333333333333333
29,8,12,0.5,0.75,0.375,0.5
29,7,27,0.7142857142857143,0.6,0.42857142857142855,0.7142857142857143
28,8,21,0.5,0.75,0.375,0.5
28,7,24,0.5714285714285714,0.75,0.42857142857142855,0.5714285714285714
26,8,20,0.5,0.75,0.375,0.5
27,8,30,0.75,0.5,0.375,0.75
23,7,5,0.8571428571428571,0.5,0.42857142857142855,0.8571428571428571
24,5,5,0.6,1.0,0.6,0.6
29,2,19,2.0,0.75,1.5,2.0
26,4,29,1.25,0.6,0.75,1.25
24,6,4,0.6666666666666666,0.75,0.5,0.6666666666666666
21,4,4,0.75,0.6666666666666666,0.5,0.75
26,3,19,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666
27,6,1,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
23,8,21,0.75,0.3333333333333333,0.25,0.75
23,4,22,0.5,1.0,0.5,0.5
26,6,26,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666
27,6,6,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
21,8,0,0.25,1.0,0.25,0.25
22,5,24,0.8,0.5,0.4,0.8
27,5,17,0.6,0.6666666666666666,0.4,0.6
27,8,6,0.25,1.0,0.25,0.25
26,7,5,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.42857142857142855
26,7,1,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857
28,7,10,1.0,0.2857142857142857,0.2857142857142857,1.0
27,3,12,1.3333333333333333,0.5,0.6666666666666666,1.3333333333333333
23,4,22,1.25,0.4,0.5,1.25
28,3,1,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666
25,8,16,0.5,0.5,0.25,0.5
25,8,27,0.5,0.5,0.25,0.5
33,4,29,0.5,1.0,0.5,0.5
23,7,24,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.42857142857142855
23,6,6,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666
23,8,1,0.25,1.0,0.25,0.25
28,7,5,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.42857142857142855
26,8,31,0.5,0.5,0.25,0.5
25,1,19,2.0,1.0,2.0,2.0
25,8,22,0.375,0.6666666666666666,0.25,0.375
23,8,17,0.625,0.4,0.25,0.625
26,6,1,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
25,7,5,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285
29,5,29,0.4,0.5,0.2,0.4
24,7,6,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285
21,4,20,0.25,1.0,0.25,0.25
27,6,19,0.6666666666666666,0.25,0.16666666666666666,0.6666666666666666
22,8,27,0.125,1.0,0.125,0.125
28,7,21,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.42857142857142855
22,7,0,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285
24,2,6,0.5,1.0,0.5,0.5
25,3,13,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
24,8,13,0.125,1.0,0.125,0.125
25,3,31,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
32,2,0,0.5,1.0,0.5,0.5
24,5,5,0.6,0.3333333333333333,0.2,0.6
33,8,21,0.125,1.0,0.125,0.125
26,8,24,0.125,1.0,0.125,0.125
25,7,5,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285
23,8,17,0.125,1.0,0.125,0.125
28,6,5,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333
23,3,5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
26,6,5,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333
30,4,0,0.25,1.0,0.25,0.25
28,4,30,0.5,0.5,0.25,0.5
25,2,24,0.5,1.0,0.5,0.5
28,8,12,0.25,0.5,0.125,0.25
25,8,30,0.25,0.5,0.125,0.25
26,8,25,0.125,1.0,0.125,0.125
23,2,13,0.5,1.0,0.5,0.5
24,4,29,0.25,1.0,0.25,0.25
31,7,1,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285
23,1,27,2.0,0.5,1.0,2.0
30,1,16,1.0,1.0,1.0,1.0
28,7,27,0.2857142857142857,0.5,0.14285714285714285,0.2857142857142857
22,2,16,0.5,1.0,0.5,0.5
23,5,0,0.4,0.5,0.2,0.4
26,3,0,0.3333333333333333,0.0,0.0,0.3333333333333333
25,1,30,1.0,0.0,0.0,1.0
33,8,12,0.125,0.0,0.0,0.125
26,5,25,0.2,0.0,0.0,0.2
30,7,29,0.14285714285714285,0.0,0.0,0.14285714285714285
25,8,24,0.25,0.0,0.0,0.25
25,8,16,0.125,0.0,0.0,0.125
26,6,5,0.3333333333333333,0.0,0.0,0.3333333333333333
22,7,13,0.2857142857142857,0.0,0.0,0.2857142857142857
22,4,5,0.25,0.0,0.0,0.25
25,1,12,1.0,0.0,0.0,1.0
27,8,13,0.125,0.0,0.0,0.125
25,3,19,0.3333333333333333,0.0,0.0,0.3333333333333333
28,8,13,0.125,0.0,0.0,0.125
25,7,30,0.2857142857142857,0.0,0.0,0.2857142857142857
29,3,27,0.3333333333333333,0.0,0.0,0.3333333333333333
25,3,26,0.3333333333333333,0.0,0.0,0.3333333333333333
26,5,27,0.2,0.0,0.0,0.2
24,8,22,0.125,0.0,0.0,0.125
24,17,31,10.294117647058824,0.7257142857142858,7.470588235294118,10.294117647058824
25,17,5,8.294117647058824,0.8156028368794326,6.764705882352941,8.294117647058824
22,17,29,9.0,0.7320261437908496,6.588235294117647,9.0
25,16,26,9.1875,0.7551020408163265,6.9375,9.1875
21,15,21,11.333333333333334,0.6411764705882353,7.266666666666667,11.333333333333334
25,17,0,9.058823529411764,0.6688311688311688,6.0588235294117645,9.058823529411764
25,15,20,10.133333333333333,0.6644736842105263,6.733333333333333,10.133333333333333
24,17,4,9.058823529411764,0.6558441558441559,5.9411764705882355,9.058823529411764
23,17,27,9.294117647058824,0.6329113924050633,5.882352941176471,9.294117647058824
22,17,1,8.058823529411764,0.7299270072992701,5.882352941176471,8.058823529411764
27,17,21,8.235294117647058,0.7,5.764705882352941,8.235294117647058
35,16,25,8.3125,0.7293233082706767,6.0625,8.3125
23,17,21,8.235294117647058,0.6642857142857143,5.470588235294118,8.235294117647058
25,17,22,8.529411764705882,0.6206896551724138,5.294117647058823,8.529411764705882
29,17,16,6.529411764705882,0.7927927927927928,5.176470588235294,6.529411764705882
28,15,29,8.6,0.6744186046511628,5.8,8.6
22,17,20,7.823529411764706,0.6541353383458647,5.117647058823529,7.823529411764706
32,14,30,10.071428571428571,0.6028368794326241,6.071428571428571,10.071428571428571
32,3,29,9.0,0.6666666666666666,6.0,9.0
32,11,4,10.363636363636363,0.5877192982456141,6.090909090909091,10.363636363636363
23,16,5,7.0,0.7321428571428571,5.125,7.0
29,17,1,6.882352941176471,0.7008547008547008,4.823529411764706,6.882352941176471
30,17,16,7.235294117647059,0.6585365853658537,4.764705882352941,7.235294117647059
29,17,12,7.9411764705882355,0.6,4.764705882352941,7.9411764705882355
23,11,24,9.636363636363637,0.7452830188679245,7.181818181818182,9.636363636363637
23,17,16,5.117647058823529,0.896551724137931,4.588235294117647,5.117647058823529
31,15,27,6.266666666666667,0.8297872340425532,5.2,6.266666666666667
27,15,27,7.533333333333333,0.6814159292035398,5.133333333333334,7.533333333333333
24,15,10,6.666666666666667,0.76,5.066666666666666,6.666666666666667
31,14,16,7.857142857142857,0.6727272727272727,5.285714285714286,7.857142857142857
24,17,5,6.823529411764706,0.6379310344827587,4.352941176470588,6.823529411764706
25,12,31,9.083333333333334,0.6697247706422018,6.083333333333333,9.083333333333334
23,14,13,7.642857142857143,0.6728971962616822,5.142857142857143,7.642857142857143
32,15,21,8.066666666666666,0.5785123966942148,4.666666666666667,8.066666666666666
27,16,13,6.9375,0.6216216216216216,4.3125,6.9375
25,12,19,8.25,0.6868686868686869,5.666666666666667,8.25
29,14,30,6.357142857142857,0.7640449438202247,4.857142857142857,6.357142857142857
26,13,6,6.846153846153846,0.7640449438202247,5.230769230769231,6.846153846153846
27,13,6,7.461538461538462,0.6907216494845361,5.153846153846154,7.461538461538462
31,12,24,8.333333333333334,0.67,5.583333333333333,8.333333333333334
24,17,17,5.117647058823529,0.7586206896551724,3.8823529411764706,5.117647058823529
34,17,1,5.352941176470588,0.7252747252747253,3.8823529411764706,5.352941176470588
30,16,17,6.0625,0.6804123711340206,4.125,6.0625
27,15,1,7.2,0.6111111111111112,4.4,7.2
26,17,5,4.588235294117647,0.8333333333333334,3.823529411764706,4.588235294117647
29,17,31,4.882352941176471,0.7831325301204819,3.823529411764706,4.882352941176471
27,16,27,6.625,0.6037735849056604,4.0,6.625
28,11,22,8.818181818181818,0.6597938144329897,5.818181818181818,8.818181818181818
30,17,24,7.0588235294117645,0.5333333333333333,3.764705882352941,7.0588235294117645
22,15,0,6.6,0.6363636363636364,4.2,6.6
22,17,26,6.823529411764706,0.5344827586206896,3.6470588235294117,6.823529411764706
28,17,27,5.117647058823529,0.7126436781609196,3.6470588235294117,5.117647058823529
24,17,22,6.0,0.5980392156862745,3.588235294117647,6.0
