age,games_played,team_encoded,fg_attempts_per_game,fg_makes_per_game,fg_percentage,xp_attempts_per_game,xp_percentage,long_range_accuracy,mid_range_accuracy,kickoff_touchback_pct,points_per_game,target
32,16,24,1.9375,1.625,0.8390000000000001,2.8125,0.9329999999999999,1.0,0.6153846153846154,0.562,7.5,1.625
30,17,12,1.8235294117647058,1.5294117647058822,0.8390000000000001,2.0,0.971,0.5555555555555556,1.0,0.795,6.529411764705882,1.5294117647058822
26,17,16,1.8235294117647058,1.3529411764705883,0.742,2.0588235294117645,0.971,0.3333333333333333,0.8,0.718,6.0588235294117645,1.3529411764705883
30,17,21,1.7647058823529411,1.5294117647058822,0.867,1.6470588235294117,0.9640000000000001,0.0,0.8461538461538461,0.479,6.176470588235294,1.5294117647058822
35,17,16,1.7647058823529411,1.4705882352941178,0.833,3.4705882352941178,0.9490000000000001,0.0,0.7,0.0,7.705882352941177,1.4705882352941178
27,17,27,1.7058823529411764,1.588235294117647,0.9309999999999999,1.7647058823529411,1.0,0.8,0.8571428571428571,0.518,6.529411764705882,1.588235294117647
26,16,25,1.75,1.5625,0.893,3.0625,0.9590000000000001,0.7777777777777778,0.8,0.6559999999999999,7.625,1.5625
25,14,20,1.7142857142857142,1.5,0.875,1.0714285714285714,0.867,0.6666666666666666,0.75,0.19399999999999998,5.428571428571429,1.5
39,13,27,1.7692307692307692,1.5384615384615385,0.87,3.076923076923077,0.975,0.75,0.7777777777777778,0.42100000000000004,7.615384615384615,1.5384615384615385
30,17,1,1.3529411764705883,1.0,0.7390000000000001,2.764705882352941,0.9359999999999999,0.6,0.6,0.373,5.588235294117647,1.0
26,12,0,1.8333333333333333,1.6666666666666667,0.909,1.9166666666666667,0.9570000000000001,0.6,1.0,0.636,6.833333333333333,1.6666666666666667
26,13,30,1.6923076923076923,1.3846153846153846,0.818,3.1538461538461537,0.976,0.0,0.8,0.6,7.230769230769231,1.3846153846153846
26,1,24,1.0,0.0,0.0,2.0,0.5,0.0,0.0,0.667,1.0,0.0
26,12,13,1.75,1.5,0.857,3.25,1.0,0.0,0.8888888888888888,0.5,7.75,1.5
25,16,22,1.3125,0.9375,0.7140000000000001,2.3125,0.973,1.0,0.4,0.449,5.0625,0.9375
31,17,30,2.0,1.7647058823529411,0.882,2.588235294117647,0.909,0.4,0.9285714285714286,0.71,7.647058823529412,1.7647058823529411
31,6,1,2.3333333333333335,2.0,0.857,2.0,0.833,0.5,0.8571428571428571,0.71,7.666666666666667,2.0
31,11,5,1.8181818181818181,1.6363636363636365,0.9,2.909090909090909,0.938,0.3333333333333333,1.0,0.71,7.636363636363637,1.6363636363636365
25,11,4,1.7272727272727273,1.1818181818181819,0.684,1.3636363636363635,0.9329999999999999,0.0,0.4,0.574,4.818181818181818,1.1818181818181819
27,13,19,1.4615384615384615,1.1538461538461537,0.789,1.2307692307692308,0.813,0.6666666666666666,0.5,0.364,4.461538461538462,1.1538461538461537
32,8,30,2.25,2.0,0.889,1.5,0.833,0.0,1.0,0.486,7.25,2.0
24,5,13,2.8,2.2,0.7859999999999999,1.6,0.875,0.0,0.8333333333333334,0.5,8.0,2.2
22,7,5,2.0,1.8571428571428572,0.929,2.2857142857142856,1.0,0.0,1.0,0.0,7.857142857142857,1.8571428571428572
25,6,5,2.0,1.6666666666666667,0.833,0.8333333333333334,1.0,0.5,0.8333333333333334,0.192,5.833333333333333,1.6666666666666667
25,12,11,2.0833333333333335,1.9166666666666667,0.92,1.8333333333333333,0.818,1.0,0.7142857142857143,0.638,7.25,1.9166666666666667
25,3,19,1.6666666666666667,1.3333333333333333,0.8,2.6666666666666665,0.875,1.0,0.5,0.867,6.333333333333333,1.3333333333333333
25,3,27,2.6666666666666665,2.3333333333333335,0.875,1.3333333333333333,0.5,1.0,0.6666666666666666,0.5329999999999999,7.666666666666667,2.3333333333333335
25,6,1,2.0,2.0,1.0,1.6666666666666667,0.9,1.0,1.0,0.5710000000000001,7.5,2.0
22,7,30,1.4285714285714286,1.4285714285714286,1.0,1.8571428571428572,0.6920000000000001,1.0,1.0,0.457,5.571428571428571,1.4285714285714286
22,4,30,2.0,2.0,1.0,2.0,0.625,1.0,0.0,0.522,7.25,2.0
22,3,1,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.8,0.0,1.0,0.33299999999999996,3.3333333333333335,0.6666666666666666
26,5,4,1.6,1.6,1.0,2.0,0.9,1.0,1.0,0.0,6.6,1.6
25,6,5,1.1666666666666667,1.0,0.857,2.5,0.667,0.0,0.5,0.419,4.666666666666667,1.0
26,2,1,2.5,1.0,0.4,1.0,1.0,1.0,0.25,0.833,4.0,1.0
31,4,30,1.25,1.0,0.8,2.0,1.0,0.0,0.0,0.706,5.0,1.0
31,1,20,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,5.0,0.0
31,3,0,1.6666666666666667,1.3333333333333333,0.8,1.0,1.0,0.0,0.0,0.5,5.0,1.3333333333333333
27,2,30,2.5,2.0,0.8,2.5,0.8,0.0,1.0,0.5,8.0,2.0
27,1,25,4.0,3.0,0.75,4.0,0.75,0.0,1.0,0.625,12.0,3.0
27,1,31,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,4.0,1.0
27,5,30,1.0,0.4,0.4,2.8,1.0,0.0,1.0,0.81,4.0,0.4
27,4,30,1.0,0.25,0.25,3.25,1.0,0.0,1.0,0.833,4.0,0.25
27,1,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.667,4.0,1.0
25,1,19,3.0,2.0,0.667,5.0,1.0,0.5,0.0,0.375,11.0,2.0
31,3,20,1.0,0.0,0.0,2.3333333333333335,0.7140000000000001,0.0,0.0,0.7,1.6666666666666667,0.0
26,4,30,1.25,1.0,0.8,2.0,0.75,0.0,0.0,0.8,4.5,1.0
26,1,0,2.0,2.0,1.0,2.0,0.5,0.0,0.0,1.0,7.0,2.0
26,3,5,1.0,0.6666666666666666,0.667,2.0,0.833,0.0,0.0,0.7,3.6666666666666665,0.6666666666666666
24,1,22,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.6,4.0,1.0
27,15,16,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.7979999999999999,0.0,0.0
29,17,27,0.058823529411764705,0.0,0.0,0.11764705882352941,0.5,0.0,0.0,0.375,0.058823529411764705,0.0
23,1,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0
33,16,20,2.5625,2.125,0.8290000000000001,2.25,0.917,0.3333333333333333,0.9230769230769231,0.667,8.4375,2.125
26,15,27,2.6,2.466666666666667,0.9490000000000001,2.4,0.917,1.0,0.8888888888888888,0.424,9.6,2.466666666666667
25,16,16,2.4375,2.25,0.9229999999999999,2.25,1.0,0.8888888888888888,0.8571428571428571,0.703,9.0,2.25
23,16,13,2.3125,2.0,0.865,2.8125,0.956,0.3333333333333333,0.8181818181818182,0.65,8.6875,2.0
24,16,0,2.25,1.8125,0.8059999999999999,2.25,0.917,0.16666666666666666,0.875,0.877,7.5,1.8125
25,16,29,2.1875,2.0625,0.943,2.9375,0.9570000000000001,1.0,0.6,0.642,9.0,2.0625
23,16,10,2.125,1.75,0.8240000000000001,3.6875,0.966,0.6666666666666666,0.8888888888888888,0.703,8.8125,1.75
30,16,1,2.125,1.6875,0.794,2.0,0.938,0.5,0.7647058823529411,0.833,6.9375,1.6875
29,15,12,2.2666666666666666,1.8666666666666667,0.8240000000000001,1.8,0.889,0.6666666666666666,1.0,0.74,7.2,1.8666666666666667
25,16,5,2.0625,1.5,0.727,2.4375,0.9229999999999999,0.3333333333333333,0.6153846153846154,0.0,6.75,1.5
33,16,21,2.0,1.9375,0.9690000000000001,1.4375,0.9129999999999999,0.8333333333333334,1.0,0.41100000000000003,7.125,1.9375
29,16,21,2.0,1.875,0.938,2.3125,0.973,0.6666666666666666,0.9,0.488,7.875,1.875
26,16,19,1.9375,1.6875,0.871,2.5,0.925,0.6666666666666666,0.75,0.612,7.375,1.6875
34,16,16,1.9375,1.75,0.903,3.5625,0.912,0.5,0.7777777777777778,0.0,8.5,1.75
31,16,5,1.8125,1.625,0.897,3.3125,0.981,0.6,1.0,0.684,8.125,1.625
36,16,17,1.75,1.625,0.929,2.0625,0.909,0.6666666666666666,0.9166666666666666,0.0,6.75,1.625
26,16,30,1.75,1.4375,0.821,3.625,0.983,0.3333333333333333,0.7777777777777778,0.755,7.875,1.4375
36,16,5,1.75,1.3125,0.75,2.5625,0.927,0.6,0.5714285714285714,0.389,6.3125,1.3125
25,16,25,1.6875,1.5625,0.9259999999999999,3.375,0.889,1.0,0.6,0.758,7.6875,1.5625
31,12,31,2.1666666666666665,1.75,0.8079999999999999,2.0833333333333335,0.96,0.6,0.875,0.741,7.25,1.75
36,15,24,1.7333333333333334,1.2,0.6920000000000001,3.2,0.958,0.875,0.5,0.593,6.666666666666667,1.2
29,16,1,1.5,1.5,1.0,3.3125,0.925,1.0,1.0,0.5710000000000001,7.5625,1.5
38,15,27,1.5333333333333334,1.2666666666666666,0.826,2.533333333333333,0.9470000000000001,0.5,0.9,0.077,6.2,1.2666666666666666
32,16,0,1.375,0.9375,0.682,2.6875,0.86,0.4,0.5714285714285714,0.639,5.125,0.9375
25,12,26,1.8333333333333333,1.3333333333333333,0.727,3.25,0.9740000000000001,0.6666666666666666,0.6153846153846154,0.5539999999999999,7.166666666666667,1.3333333333333333
29,13,5,1.5384615384615385,1.4615384615384615,0.95,2.923076923076923,0.895,1.0,0.875,0.603,7.0,1.4615384615384615
25,16,6,1.1875,0.875,0.737,1.625,0.9229999999999999,0.4,1.0,0.63,4.125,0.875
36,16,25,1.0,1.0,1.0,3.9375,0.937,1.0,1.0,0.585,6.6875,1.0
26,7,24,2.2857142857142856,2.0,0.875,2.2857142857142856,1.0,1.0,0.8571428571428571,0.8,8.285714285714286,2.0
28,9,4,1.6666666666666667,1.4444444444444444,0.867,1.6666666666666667,0.8,0.3333333333333333,1.0,0.563,5.666666666666667,1.4444444444444444
30,6,4,2.1666666666666665,1.3333333333333333,0.615,1.1666666666666667,0.857,1.0,0.4,0.0,5.0,1.3333333333333333
26,6,20,1.8333333333333333,1.3333333333333333,0.727,1.5,1.0,0.6,0.0,0.75,5.5,1.3333333333333333
23,8,30,1.625,1.25,0.769,3.25,0.885,0.0,0.6666666666666666,0.545,6.625,1.25
23,7,24,1.5714285714285714,1.1428571428571428,0.727,3.0,0.857,0.0,0.5,0.595,6.0,1.1428571428571428
23,1,24,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.28600000000000003,11.0,2.0
38,4,26,2.0,1.75,0.875,1.75,1.0,0.0,1.0,0.158,7.0,1.75
24,5,30,1.8,1.2,0.667,1.8,0.889,0.0,0.3333333333333333,0.65,5.2,1.2
24,1,22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,4,31,2.0,1.5,0.75,2.0,1.0,0.0,0.5,0.722,6.5,1.5
30,4,20,1.25,1.25,1.0,2.5,0.8,1.0,1.0,0.4,5.75,1.25
24,4,30,1.25,1.0,0.8,1.5,0.833,0.5,1.0,0.0,4.25,1.0
24,3,20,1.6666666666666667,1.3333333333333333,0.8,1.3333333333333333,0.75,0.5,1.0,0.0,5.0,1.3333333333333333
24,1,4,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
24,3,5,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,1.0,0.0,1.0,0.067,6.333333333333333,1.3333333333333333
33,2,24,1.5,1.0,0.667,2.5,0.8,0.0,0.0,0.444,5.0,1.0
24,1,27,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,11.0,3.0
28,1,20,2.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,4.0,1.0
35,1,20,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
26,1,27,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.5,4.0,1.0
23,16,22,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,12,1.0,0.0,0.0,3.0,0.33299999999999996,0.0,0.0,0.0,1.0,0.0
23,1,20,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0
24,16,25,2.375,2.125,0.895,3.0,0.938,0.5,1.0,0.612,9.1875,2.125
25,16,30,2.25,2.0,0.889,3.0625,0.98,0.6,0.8666666666666667,0.787,9.0,2.0
25,16,16,2.1875,1.6875,0.7709999999999999,3.0,0.8959999999999999,0.625,0.7857142857142857,0.0,7.75,1.6875
24,16,26,2.1875,1.9375,0.8859999999999999,2.1875,0.971,1.0,0.625,0.542,7.9375,1.9375
29,16,20,2.125,2.0625,0.971,1.25,0.95,1.0,0.8888888888888888,0.575,7.375,2.0625
28,16,12,2.125,1.8125,0.853,1.625,0.9620000000000001,0.5714285714285714,0.8333333333333334,0.764,7.0,1.8125
32,16,24,2.0625,1.5,0.727,2.625,1.0,0.7142857142857143,0.45454545454545453,0.7709999999999999,7.125,1.5
23,16,0,2.0,1.5625,0.7809999999999999,2.1875,0.8859999999999999,0.7272727272727273,0.7272727272727273,0.943,6.625,1.5625
28,16,5,1.9375,1.8125,0.935,1.75,1.0,0.5,0.9,0.431,7.1875,1.8125
30,16,31,1.9375,1.6875,0.871,1.5625,0.96,0.3333333333333333,0.8333333333333334,0.648,6.5625,1.6875
37,13,27,2.3846153846153846,1.7692307692307692,0.742,3.230769230769231,0.976,0.0,0.75,0.0,8.461538461538462,1.7692307692307692
35,16,5,1.9375,1.625,0.8390000000000001,2.25,0.972,0.875,0.6666666666666666,0.42100000000000004,7.0625,1.625
29,16,1,1.875,1.5625,0.833,1.375,0.955,0.6666666666666666,0.8,0.706,6.0,1.5625
30,13,20,2.3076923076923075,1.5384615384615385,0.667,2.769230769230769,1.0,0.5,0.2,0.522,7.384615384615385,1.5384615384615385
24,16,16,1.875,1.4375,0.767,1.875,0.9670000000000001,0.6,0.5555555555555556,0.69,6.125,1.4375
31,16,0,1.8125,1.6875,0.9309999999999999,2.75,0.909,1.0,0.7142857142857143,0.759,7.5625,1.6875
23,16,22,1.8125,1.5625,0.862,2.1875,0.857,0.5,0.75,0.4,6.5625,1.5625
30,16,5,1.8125,1.75,0.966,3.6875,0.966,1.0,0.9090909090909091,0.5379999999999999,8.8125,1.75
34,16,10,1.75,1.375,0.7859999999999999,2.0,0.938,0.2,0.9,0.575,6.0,1.375
28,16,1,1.75,1.4375,0.821,2.75,0.909,0.5,0.5714285714285714,0.6940000000000001,6.8125,1.4375
24,16,21,1.75,1.4375,0.821,1.8125,0.9309999999999999,1.0,0.42857142857142855,0.5,6.0,1.4375
27,15,4,1.8,1.2666666666666666,0.7040000000000001,1.7333333333333334,0.885,0.5,0.6363636363636364,0.46799999999999997,5.333333333333333,1.2666666666666666
24,16,22,1.625,1.1875,0.731,2.25,0.9440000000000001,0.0,0.6,0.535,5.6875,1.1875
24,16,6,1.625,1.375,0.846,2.3125,0.946,0.5,0.7142857142857143,0.642,6.3125,1.375
25,8,27,3.25,2.875,0.885,2.0,0.938,1.0,0.7777777777777778,0.54,10.5,2.875
25,16,19,1.5625,1.25,0.8,2.8125,0.889,0.5,0.6666666666666666,0.519,6.25,1.25
47,12,13,2.0833333333333335,1.4166666666666667,0.68,2.3333333333333335,0.7859999999999999,0.4,0.42857142857142855,0.0,6.083333333333333,1.4166666666666667
35,16,25,1.5,1.375,0.917,2.5625,0.976,0.5,0.875,0.62,6.625,1.375
35,7,17,2.4285714285714284,2.0,0.8240000000000001,1.7142857142857142,1.0,1.0,0.5714285714285714,0.0,7.714285714285714,2.0
25,16,21,1.0625,0.75,0.706,2.4375,0.897,0.0,0.25,0.7040000000000001,4.4375,0.75
24,8,5,2.0,1.625,0.813,2.375,1.0,0.0,0.75,0.091,7.25,1.625
44,7,27,2.0,1.2857142857142858,0.643,2.142857142857143,0.9329999999999999,0.3333333333333333,1.0,0.0,5.857142857142857,1.2857142857142858
32,4,30,2.75,2.75,1.0,3.0,0.917,1.0,1.0,0.652,11.0,2.75
32,1,17,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,4.0,1.0
32,3,20,3.3333333333333335,3.3333333333333335,1.0,3.3333333333333335,1.0,1.0,1.0,0.652,13.333333333333334,3.3333333333333335
26,16,5,0.5625,0.4375,0.778,0.5625,1.0,1.0,0.8,0.596,1.875,0.4375
23,11,11,2.090909090909091,1.6363636363636365,0.7829999999999999,2.3636363636363638,1.0,1.0,0.5,0.389,7.2727272727272725,1.6363636363636365
23,4,5,2.25,1.5,0.667,1.75,1.0,1.0,0.25,0.41200000000000003,6.25,1.5
23,3,27,2.6666666666666665,2.3333333333333335,0.875,2.6666666666666665,1.0,0.0,0.8,0.0,9.666666666666666,2.3333333333333335
23,4,13,1.5,1.25,0.833,2.75,1.0,1.0,0.0,0.0,6.5,1.25
28,5,24,1.8,0.8,0.444,2.4,1.0,0.3333333333333333,0.6666666666666666,0.5710000000000001,4.8,0.8
35,4,17,2.0,1.75,0.875,3.75,0.733,0.0,0.5,0.8079999999999999,8.0,1.75
37,4,17,2.0,1.25,0.625,4.0,0.938,0.0,0.0,0.0,7.5,1.25
33,6,24,1.0,0.16666666666666666,0.16699999999999998,4.166666666666667,0.96,0.0,0.0,0.17600000000000002,4.5,0.16666666666666666
25,1,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25,2,24,0.0,0.0,0.0,4.5,1.0,0.0,0.0,0.545,4.5,0.0
24,16,19,2.625,2.3125,0.8809999999999999,2.5625,0.951,0.6666666666666666,0.8,0.63,9.375,2.3125
29,16,5,2.4375,2.1875,0.897,2.3125,0.973,0.7142857142857143,0.8181818181818182,0.63,8.8125,2.1875
34,16,25,2.3125,1.875,0.8109999999999999,2.25,0.9440000000000001,0.7142857142857143,0.7333333333333333,0.494,7.75,1.875
29,16,20,2.25,1.8125,0.8059999999999999,2.0625,0.97,0.8571428571428571,0.6363636363636364,0.675,7.4375,1.8125
27,16,4,2.25,2.0625,0.917,2.0625,0.909,0.8571428571428571,0.9090909090909091,0.732,8.0625,2.0625
36,16,27,2.125,2.0625,0.971,1.8125,0.9309999999999999,1.0,0.9,0.0,7.875,2.0625
24,16,21,2.0625,2.0,0.97,2.0,0.9690000000000001,0.8,1.0,0.6,7.9375,2.0
34,16,17,2.0,1.6875,0.8440000000000001,3.125,0.98,0.4,0.6666666666666666,0.5379999999999999,8.125,1.6875
34,16,5,2.0,1.75,0.875,1.875,1.0,0.6,0.7142857142857143,0.5,7.125,1.75
23,16,6,1.9375,1.625,0.8390000000000001,2.1875,0.943,0.4,0.875,0.695,6.9375,1.625
31,11,24,2.8181818181818183,2.4545454545454546,0.871,3.272727272727273,0.972,0.6666666666666666,0.6666666666666666,0.76,10.545454545454545,2.4545454545454546
24,16,30,1.875,1.75,0.9329999999999999,3.3125,0.981,0.6666666666666666,0.9166666666666666,0.634,8.5,1.75
32,16,24,1.875,1.625,0.867,1.9375,0.903,0.75,0.7142857142857143,0.643,6.625,1.625
28,16,1,1.8125,1.625,0.897,1.625,0.9620000000000001,0.8,0.8333333333333334,0.8,6.4375,1.625
30,14,0,2.0,1.5,0.75,2.2142857142857144,0.968,0.5,0.4444444444444444,0.507,6.642857142857143,1.5
33,16,10,1.75,1.375,0.7859999999999999,1.625,0.9620000000000001,0.5714285714285714,0.7,0.455,5.6875,1.375
23,16,25,1.6875,1.5,0.889,4.3125,0.9420000000000001,0.5,0.8571428571428571,0.655,8.5625,1.5
40,16,1,1.6875,1.375,0.815,3.1875,0.941,0.6,0.8888888888888888,0.568,7.125,1.375
46,16,13,1.6875,1.4375,0.852,2.9375,0.9359999999999999,0.6666666666666666,0.8333333333333334,0.0,7.0625,1.4375
27,16,12,1.5625,1.25,0.8,2.1875,1.0,0.2857142857142857,1.0,0.575,5.9375,1.25
29,16,31,1.4375,1.1875,0.826,2.5625,0.951,0.4,1.0,0.57,6.0,1.1875
43,13,27,1.6153846153846154,1.5384615384615385,0.9520000000000001,2.6923076923076925,0.943,0.8,1.0,0.0,7.153846153846154,1.5384615384615385
28,13,20,1.6153846153846154,1.4615384615384615,0.905,1.5384615384615385,0.95,0.8,0.75,0.667,5.846153846153846,1.4615384615384615
27,15,5,1.3333333333333333,0.8666666666666667,0.65,3.2,0.8959999999999999,1.0,0.5,0.617,5.466666666666667,0.8666666666666667
24,14,22,1.4285714285714286,1.2142857142857142,0.85,2.0714285714285716,0.862,0.5,0.7142857142857143,0.6809999999999999,5.428571428571429,1.2142857142857142
23,16,16,1.25,1.125,0.9,2.25,0.972,1.0,0.7777777777777778,0.7859999999999999,5.5625,1.125
23,12,30,1.75,1.4166666666666667,0.81,2.0,1.0,1.0,0.75,0.537,6.25,1.4166666666666667
23,2,0,2.0,0.5,0.25,3.0,1.0,0.0,0.3333333333333333,0.9,4.5,0.5
23,10,22,1.7,1.6,0.941,1.8,1.0,1.0,0.8888888888888888,0.455,6.6,1.6
23,10,5,1.6,1.5,0.938,2.8,0.9640000000000001,0.5,1.0,0.0,7.2,1.5
31,12,0,1.3333333333333333,1.1666666666666667,0.875,2.75,0.909,0.75,1.0,0.758,6.0,1.1666666666666667
27,13,30,1.5384615384615385,1.2307692307692308,0.8,2.6923076923076925,0.857,1.0,0.0,0.8,6.0,1.2307692307692308
27,9,16,1.6666666666666667,1.2222222222222223,0.733,3.0,0.852,1.0,0.0,0.7959999999999999,6.222222222222222,1.2222222222222223
27,4,0,1.25,1.25,1.0,2.0,0.875,1.0,0.0,0.813,5.5,1.25
29,6,5,2.1666666666666665,1.5,0.6920000000000001,2.5,0.6,0.0,0.5,0.0,6.0,1.5
27,9,30,2.0,1.5555555555555556,0.778,2.5555555555555554,0.9570000000000001,0.0,0.5,0.38799999999999996,7.111111111111111,1.5555555555555556
27,2,24,3.0,2.5,0.833,3.0,0.833,0.0,0.0,0.5379999999999999,10.0,2.5
27,7,16,1.7142857142857142,1.2857142857142858,0.75,2.4285714285714284,1.0,0.0,0.6,0.33299999999999996,6.285714285714286,1.2857142857142858
23,7,30,2.0,1.2857142857142858,0.643,1.5714285714285714,0.727,0.4,0.5,0.607,5.0,1.2857142857142858
23,2,22,2.5,1.0,0.4,2.5,0.6,0.0,0.0,0.556,4.5,1.0
23,5,26,1.8,1.4,0.778,1.2,0.833,0.5,1.0,0.632,5.2,1.4
24,5,11,2.4,1.6,0.667,1.8,1.0,0.0,0.6,0.23800000000000002,6.6,1.6
24,3,22,3.0,1.6666666666666667,0.556,1.6666666666666667,1.0,0.0,0.5,0.231,6.666666666666667,1.6666666666666667
24,1,26,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.5,3.0,0.0
24,1,5,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,3.0
43,10,26,0.8,0.5,0.625,1.5,1.0,0.0,0.3333333333333333,0.43799999999999994,3.0,0.5
36,3,22,2.0,2.0,1.0,1.6666666666666667,0.8,1.0,1.0,0.429,7.333333333333333,2.0
31,3,20,1.6666666666666667,1.3333333333333333,0.8,1.0,1.0,0.0,1.0,0.0,5.0,1.3333333333333333
28,3,27,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,1.0,1.0,1.0,0.0,7.666666666666667,1.6666666666666667
26,2,24,1.5,0.5,0.33299999999999996,5.0,1.0,0.0,0.0,0.846,6.5,0.5
28,16,24,0.0625,0.0625,1.0,0.0625,1.0,0.0,0.0,0.33299999999999996,0.25,0.0625
22,13,25,3.230769230769231,2.923076923076923,0.905,2.1538461538461537,1.0,0.8,0.8333333333333334,0.782,10.923076923076923,2.923076923076923
31,16,24,2.625,2.1875,0.833,2.0625,0.9390000000000001,0.4,0.8,0.588,8.5,2.1875
35,16,27,2.5625,2.4375,0.951,1.875,0.9329999999999999,1.0,0.9444444444444444,0.0,9.0625,2.4375
42,16,26,2.5,2.0,0.8,1.625,0.885,0.8,0.7692307692307693,0.447,7.4375,2.0
33,16,17,2.5,2.3125,0.925,2.9375,0.9570000000000001,1.0,0.7272727272727273,0.40399999999999997,9.75,2.3125
30,14,24,2.857142857142857,2.7142857142857144,0.95,3.2857142857142856,0.9570000000000001,0.8571428571428571,1.0,0.768,11.285714285714286,2.7142857142857144
42,16,27,2.4375,2.125,0.872,2.1875,1.0,0.8888888888888888,0.9,0.0,8.5625,2.125
26,16,5,2.375,2.1875,0.9209999999999999,2.4375,0.9490000000000001,1.0,0.9,0.511,8.875,2.1875
30,16,0,2.375,2.0,0.8420000000000001,2.4375,0.872,0.6666666666666666,0.8571428571428571,0.5,8.125,2.0
28,16,5,2.3125,2.125,0.919,2.4375,1.0,0.7142857142857143,0.9166666666666666,0.611,8.8125,2.125
23,16,30,2.25,1.9375,0.861,3.125,0.94,0.8,0.8125,0.617,8.75,1.9375
33,16,5,2.1875,1.875,0.857,2.5625,0.976,0.6363636363636364,0.875,0.353,8.125,1.875
45,15,13,2.2666666666666666,1.9333333333333333,0.853,1.6,0.917,0.8333333333333334,0.8571428571428571,0.0,7.266666666666667,1.9333333333333333
32,16,10,2.0625,1.8125,0.879,1.8125,1.0,0.7777777777777778,0.7777777777777778,0.5,7.25,1.8125
26,16,12,2.0,1.5,0.75,1.6875,1.0,0.5,0.6666666666666666,0.634,6.1875,1.5
22,15,6,2.066666666666667,1.7333333333333334,0.8390000000000001,2.8,0.929,0.8333333333333334,0.9230769230769231,0.5,7.8,1.7333333333333334
26,16,4,1.875,1.5625,0.833,1.8125,1.0,1.0,0.7058823529411765,0.634,6.5,1.5625
30,16,0,1.875,1.8125,0.9670000000000001,2.3125,0.919,0.0,1.0,0.843,7.5625,1.8125
27,16,1,1.8125,1.3125,0.7240000000000001,2.375,0.9740000000000001,0.0,0.6666666666666666,0.5,6.25,1.3125
23,16,19,1.5625,1.25,0.8,2.1875,0.914,0.75,0.8571428571428571,0.653,5.75,1.25
23,16,21,1.5625,1.125,0.72,1.4375,0.87,1.0,0.4444444444444444,0.419,4.625,1.125
26,12,16,1.9166666666666667,1.5833333333333333,0.826,1.8333333333333333,0.955,0.4,0.8,0.237,6.5,1.5833333333333333
27,16,22,1.3125,1.0,0.762,2.125,0.971,0.75,0.6,0.75,5.0625,1.0
29,12,20,1.6666666666666667,1.25,0.75,2.3333333333333335,0.929,0.6,0.8,0.5710000000000001,5.916666666666667,1.25
28,15,31,1.3333333333333333,1.2,0.9,2.2,0.9390000000000001,1.0,0.8,0.462,5.666666666666667,1.2
22,16,22,1.25,0.9375,0.75,1.625,0.9620000000000001,0.6666666666666666,0.6666666666666666,0.589,4.375,0.9375
27,10,20,2.0,1.9,0.95,2.4,0.917,1.0,0.8,0.386,7.9,1.9
33,16,25,1.1875,0.9375,0.789,2.1875,0.943,0.3333333333333333,1.0,0.529,4.875,0.9375
27,8,1,2.125,1.75,0.8240000000000001,2.375,0.9470000000000001,0.0,0.8,0.725,7.5,1.75
31,10,21,1.6,1.1,0.688,1.7,1.0,0.5,0.5555555555555556,0.45899999999999996,5.0,1.1
26,6,20,2.5,1.8333333333333333,0.733,2.8333333333333335,0.882,0.0,1.0,0.743,8.0,1.8333333333333333
36,7,5,1.8571428571428572,1.2857142857142858,0.6920000000000001,2.5714285714285716,0.9440000000000001,0.5,0.0,0.0,6.285714285714286,1.2857142857142858
33,4,16,2.75,1.5,0.545,2.25,0.778,0.5,0.4,0.722,6.25,1.5
23,10,30,1.4,1.1,0.7859999999999999,2.6,0.885,0.5,0.5,0.632,5.6,1.1
23,8,1,1.375,1.25,0.909,2.5,0.9,1.0,1.0,0.632,6.0,1.25
23,2,5,1.5,0.5,0.33299999999999996,3.0,0.833,0.0,0.0,0.0,4.0,0.5
35,8,30,1.625,1.375,0.846,2.125,0.882,1.0,0.8,0.5,6.0,1.375
