age,games_played,team_encoded,fg_attempts_per_game,fg_makes_per_game,fg_percentage,xp_attempts_per_game,xp_percentage,long_range_accuracy,mid_range_accuracy,kickoff_touchback_pct,points_per_game,target
25,1,13,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0
25,1,4,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0
25,2,25,1.5,1.5,1.0,3.0,1.0,0.0,1.0,0.9,7.5,1.5
24,1,21,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8,4.0,1.0
32,9,27,0.1111111111111111,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111
27,13,21,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.667,0.0,0.0
32,17,1,2.4705882352941178,2.0588235294117645,0.833,1.9411764705882353,1.0,0.5,0.8571428571428571,0.64,8.117647058823529,2.0588235294117645
29,17,13,2.411764705882353,1.9411764705882353,0.805,2.1176470588235294,0.972,0.6153846153846154,0.7777777777777778,0.7829999999999999,7.882352941176471,1.9411764705882353
28,17,20,2.235294117647059,2.1176470588235294,0.9470000000000001,3.0588235294117645,0.9420000000000001,1.0,1.0,0.9079999999999999,9.235294117647058,2.1176470588235294
32,17,21,2.235294117647059,2.0588235294117645,0.9209999999999999,1.9411764705882353,0.9390000000000001,0.875,0.8,0.789,8.0,2.0588235294117645
36,16,4,2.375,2.1875,0.9209999999999999,1.0,0.938,0.8333333333333334,0.9285714285714286,0.9059999999999999,7.5,2.1875
25,17,30,2.176470588235294,1.7647058823529411,0.8109999999999999,2.3529411764705883,1.0,0.6666666666666666,0.8,0.835,7.647058823529412,1.7647058823529411
29,17,27,2.176470588235294,1.8823529411764706,0.865,1.6470588235294117,0.9640000000000001,0.5,0.8181818181818182,0.667,7.235294117647059,1.8823529411764706
32,17,20,2.176470588235294,1.7647058823529411,0.8109999999999999,2.0588235294117645,1.0,0.5,0.8461538461538461,0.7559999999999999,7.352941176470588,1.7647058823529411
34,17,5,2.176470588235294,1.8823529411764706,0.865,3.0588235294117645,0.981,0.2,0.9166666666666666,0.792,8.647058823529411,1.8823529411764706
33,15,22,2.4,2.2,0.917,1.7333333333333334,0.9229999999999999,1.0,0.7692307692307693,0.649,8.2,2.2
28,17,25,2.0588235294117645,1.9411764705882353,0.943,2.235294117647059,1.0,1.0,1.0,0.871,8.058823529411764,1.9411764705882353
29,17,12,2.0,1.7647058823529411,0.882,1.8235294117647058,0.935,0.6,0.8,0.877,7.0,1.7647058823529411
25,17,25,1.9411764705882353,1.588235294117647,0.818,2.2941176470588234,0.872,0.6,0.5,0.43,6.764705882352941,1.588235294117647
23,17,5,1.9411764705882353,1.8235294117647058,0.9390000000000001,2.0588235294117645,1.0,0.7777777777777778,1.0,0.84,7.529411764705882,1.8235294117647058
39,17,26,1.9411764705882353,1.6470588235294117,0.848,1.3529411764705883,0.9570000000000001,0.75,0.8571428571428571,0.835,6.235294117647059,1.6470588235294117
28,17,6,1.8823529411764706,1.7647058823529411,0.938,2.7058823529411766,0.978,0.875,1.0,0.802,7.9411764705882355,1.7647058823529411
32,17,5,1.8235294117647058,1.7058823529411764,0.935,1.6470588235294117,0.9640000000000001,0.8571428571428571,0.875,0.7240000000000001,6.705882352941177,1.7058823529411764
27,17,16,1.8235294117647058,1.7058823529411764,0.935,1.9411764705882353,1.0,0.875,0.6666666666666666,0.75,7.0588235294117645,1.7058823529411764
24,17,31,1.8235294117647058,1.5294117647058822,0.8390000000000001,2.3529411764705883,1.0,0.5833333333333334,1.0,0.768,6.9411764705882355,1.5294117647058822
28,17,29,1.7647058823529411,1.5294117647058822,0.867,1.8823529411764706,1.0,0.3333333333333333,0.9,0.615,6.470588235294118,1.5294117647058822
39,17,24,1.7647058823529411,1.7058823529411764,0.9670000000000001,1.7647058823529411,0.9329999999999999,0.8333333333333334,1.0,0.508,6.764705882352941,1.7058823529411764
29,17,0,1.7647058823529411,1.411764705882353,0.8,2.235294117647059,0.9470000000000001,0.5714285714285714,0.5,0.772,6.352941176470588,1.411764705882353
26,17,10,1.7058823529411764,1.411764705882353,0.828,2.9411764705882355,0.98,0.6666666666666666,0.6666666666666666,0.5579999999999999,7.117647058823529,1.411764705882353
28,15,0,1.9333333333333333,1.6666666666666667,0.862,1.3333333333333333,0.85,0.7142857142857143,0.7777777777777778,0.632,6.133333333333334,1.6666666666666667
29,12,19,2.3333333333333335,2.25,0.9640000000000001,1.8333333333333333,0.955,0.8333333333333334,1.0,0.638,8.5,2.25
28,17,16,1.6470588235294117,1.411764705882353,0.857,3.4705882352941178,0.983,0.7142857142857143,0.75,0.8440000000000001,7.647058823529412,1.411764705882353
24,17,27,1.4705882352941178,1.2352941176470589,0.84,3.588235294117647,0.9840000000000001,0.6666666666666666,0.6666666666666666,0.6,7.235294117647059,1.2352941176470589
24,17,17,1.4705882352941178,0.9411764705882353,0.64,1.4705882352941178,0.96,0.5,0.5,0.65,4.235294117647059,0.9411764705882353
27,17,1,1.411764705882353,1.1176470588235294,0.792,2.0588235294117645,0.914,0.6,0.7777777777777778,0.889,5.235294117647059,1.1176470588235294
34,8,24,2.875,2.125,0.7390000000000001,1.875,0.867,0.42857142857142855,0.7777777777777778,0.0,8.0,2.125
24,9,24,2.2222222222222223,1.6666666666666667,0.75,2.4444444444444446,0.8640000000000001,0.6666666666666666,0.3333333333333333,0.875,7.111111111111111,1.6666666666666667
36,8,21,2.125,1.375,0.647,1.0,1.0,0.75,0.5,0.821,5.125,1.375
24,15,30,1.2,1.0666666666666667,0.889,2.933333333333333,0.932,0.5,1.0,0.375,5.933333333333334,1.0666666666666667
24,13,5,1.3076923076923077,1.1538461538461537,0.882,2.8461538461538463,0.946,0.5,1.0,0.33299999999999996,6.153846153846154,1.1538461538461537
24,2,22,0.5,0.5,1.0,3.5,0.857,0.0,0.0,0.4,4.5,0.5
27,5,19,1.8,1.2,0.667,2.2,0.909,0.0,0.5,0.727,5.6,1.2
39,3,21,2.3333333333333335,1.6666666666666667,0.7140000000000001,2.3333333333333335,0.857,0.5,0.0,0.125,7.0,1.6666666666666667
34,6,21,1.0,0.8333333333333334,0.833,1.6666666666666667,1.0,1.0,0.6666666666666666,0.65,4.166666666666667,0.8333333333333334
28,4,5,1.0,1.0,1.0,3.75,0.867,0.0,1.0,0.0,6.25,1.0
26,17,21,0.058823529411764705,0.058823529411764705,1.0,0.0,0.0,0.0,1.0,0.0,0.17647058823529413,0.058823529411764705
29,12,19,0.08333333333333333,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.08333333333333333
27,1,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.667,4.0,1.0
27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,17,5,2.5294117647058822,2.176470588235294,0.86,1.8823529411764706,0.9690000000000001,0.6428571428571429,0.8,0.698,8.352941176470589,2.176470588235294
36,17,16,2.235294117647059,1.8235294117647058,0.816,1.4705882352941178,0.96,0.2857142857142857,1.0,0.0,6.882352941176471,1.8235294117647058
27,17,29,2.176470588235294,2.0,0.919,2.1176470588235294,0.972,0.8461538461538461,0.75,0.633,8.058823529411764,2.0
38,17,17,2.176470588235294,1.8823529411764706,0.865,2.0588235294117645,0.914,0.8,0.7142857142857143,0.091,7.529411764705882,1.8823529411764706
28,17,27,2.176470588235294,1.8823529411764706,0.865,2.0588235294117645,0.943,0.6363636363636364,0.9,0.0,7.588235294117647,1.8823529411764706
31,17,1,2.176470588235294,2.0,0.919,2.4705882352941178,0.976,1.0,0.6666666666666666,0.581,8.411764705882353,2.0
35,17,4,2.176470588235294,1.7647058823529411,0.8109999999999999,1.7058823529411764,0.966,0.5454545454545454,0.8181818181818182,0.8390000000000001,6.9411764705882355,1.7647058823529411
26,16,13,2.25,1.875,0.833,1.3125,1.0,0.75,0.8181818181818182,0.528,6.9375,1.875
31,17,12,2.1176470588235294,1.6470588235294117,0.778,1.588235294117647,0.9259999999999999,0.6153846153846154,1.0,0.6990000000000001,6.411764705882353,1.6470588235294117
23,17,20,2.0588235294117645,1.7647058823529411,0.857,2.176470588235294,0.973,0.6666666666666666,0.7692307692307693,0.5,7.411764705882353,1.7647058823529411
27,17,0,2.0588235294117645,1.9411764705882353,0.943,1.8823529411764706,0.938,1.0,0.9285714285714286,0.5539999999999999,7.588235294117647,1.9411764705882353
28,17,0,1.9411764705882353,1.5294117647058822,0.7879999999999999,2.7058823529411766,0.87,0.4,0.875,0.607,6.9411764705882355,1.5294117647058822
35,17,21,1.8823529411764706,1.7058823529411764,0.9059999999999999,2.0,0.941,0.8888888888888888,0.9090909090909091,0.595,7.0,1.7058823529411764
40,17,27,1.8823529411764706,1.588235294117647,0.8440000000000001,3.0,0.98,1.0,0.6363636363636364,0.495,7.705882352941177,1.588235294117647
33,17,20,1.8823529411764706,1.7058823529411764,0.9059999999999999,3.1176470588235294,0.943,0.8181818181818182,0.8571428571428571,0.78,8.058823529411764,1.7058823529411764
27,17,16,1.8823529411764706,1.5294117647058822,0.813,2.588235294117647,0.932,0.3333333333333333,0.9230769230769231,0.693,7.0,1.5294117647058822
25,16,10,1.9375,1.6875,0.871,3.125,0.96,0.6666666666666666,0.9090909090909091,0.467,8.0625,1.6875
28,17,19,1.8235294117647058,1.7058823529411764,0.935,1.411764705882353,1.0,1.0,0.9,0.44,6.529411764705882,1.7058823529411764
28,17,30,1.8235294117647058,1.3529411764705883,0.742,1.9411764705882353,1.0,0.6666666666666666,0.5,0.64,6.0,1.3529411764705883
28,17,24,1.7647058823529411,1.6470588235294117,0.9329999999999999,1.8823529411764706,0.9690000000000001,0.7777777777777778,1.0,0.792,6.764705882352941,1.6470588235294117
26,17,1,1.7647058823529411,1.4705882352941178,0.833,1.6470588235294117,0.857,0.6666666666666666,0.8,0.779,5.823529411764706,1.4705882352941178
38,17,25,1.7058823529411764,1.4705882352941178,0.862,2.2941176470588234,0.9490000000000001,0.25,0.8571428571428571,0.203,6.588235294117647,1.4705882352941178
23,16,31,1.8125,1.5,0.828,2.75,0.909,1.0,0.6923076923076923,0.5670000000000001,7.0,1.5
31,12,5,2.3333333333333335,1.6666666666666667,0.7140000000000001,1.5,1.0,0.7777777777777778,0.5,0.42,6.5,1.6666666666666667
38,13,26,1.9230769230769231,1.6923076923076923,0.88,1.3846153846153846,0.9440000000000001,0.8333333333333334,0.75,0.6940000000000001,6.384615384615385,1.6923076923076923
27,13,30,2.1538461538461537,1.8461538461538463,0.857,2.5384615384615383,1.0,0.6666666666666666,0.8181818181818182,0.2,8.076923076923077,1.8461538461538463
27,1,21,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,4.0
27,12,5,2.0,1.6666666666666667,0.833,2.75,1.0,0.6666666666666666,0.8,0.2,7.75,1.6666666666666667
27,13,25,1.8461538461538463,1.3846153846153846,0.75,3.1538461538461537,0.927,0.42857142857142855,0.8,0.647,7.076923076923077,1.3846153846153846
27,16,6,1.4375,1.25,0.87,3.3125,0.9620000000000001,0.8333333333333334,0.5,0.6920000000000001,6.9375,1.25
31,16,21,1.4375,1.3125,0.9129999999999999,2.0,0.8440000000000001,0.8,0.8571428571428571,0.5710000000000001,5.625,1.3125
33,15,24,1.3333333333333333,1.1333333333333333,0.85,1.8666666666666667,1.0,0.5,0.75,0.5539999999999999,5.266666666666667,1.1333333333333333
22,11,30,2.0,1.9090909090909092,0.955,2.1818181818181817,1.0,0.0,1.0,0.836,7.909090909090909,1.9090909090909092
22,1,6,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.8,8.0,2.0
22,10,5,2.0,1.9,0.95,2.2,1.0,0.0,1.0,0.84,7.9,1.9
26,6,30,3.0,2.5,0.833,2.5,1.0,1.0,0.75,0.41700000000000004,10.0,2.5
26,2,25,2.0,1.5,0.75,4.0,1.0,1.0,0.5,0.769,8.5,1.5
26,4,5,3.5,3.0,0.857,1.75,1.0,1.0,0.8333333333333334,0.217,10.75,3.0
32,5,5,2.0,1.8,0.9,2.4,1.0,0.0,0.5,0.895,7.8,1.8
26,3,5,1.6666666666666667,1.0,0.6,4.0,1.0,0.0,0.6666666666666666,0.16699999999999998,7.0,1.0
26,4,30,1.75,1.25,0.7140000000000001,1.75,0.7140000000000001,0.0,0.0,0.75,5.0,1.25
26,2,25,2.0,1.5,0.75,2.0,0.75,0.0,0.0,0.6,6.0,1.5
26,2,26,1.5,1.0,0.667,1.5,0.667,0.0,0.0,1.0,4.0,1.0
25,1,24,4.0,3.0,0.75,1.0,1.0,0.0,0.0,0.8,10.0,3.0
30,2,5,1.5,1.5,1.0,3.0,1.0,0.0,0.0,0.455,7.5,1.5
25,3,30,1.6666666666666667,1.3333333333333333,0.8,1.6666666666666667,0.8,1.0,0.5,0.85,5.333333333333333,1.3333333333333333
25,1,13,3.0,2.0,0.667,2.0,1.0,0.0,0.5,0.667,8.0,2.0
25,2,26,1.0,1.0,1.0,1.5,0.667,1.0,0.0,0.929,4.0,1.0
23,1,5,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0
26,3,30,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.33299999999999996,3.0,0.6666666666666666
26,1,26,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.667,9.0,2.0
26,1,5,1.0,1.0,1.0,4.0,0.5,0.0,1.0,0.7140000000000001,5.0,1.0
32,1,24,0.0,0.0,0.0,4.0,0.75,0.0,0.0,0.0,3.0,0.0
25,17,25,0.0,0.0,0.0,0.11764705882352941,0.5,0.0,0.0,0.7140000000000001,0.058823529411764705,0.0
30,17,27,0.0,0.0,0.0,0.11764705882352941,0.5,0.0,0.0,0.0,0.058823529411764705,0.0
26,17,29,2.5294117647058822,2.3529411764705883,0.93,1.9411764705882353,0.909,0.8571428571428571,0.9230769230769231,0.609,8.823529411764707,2.3529411764705883
30,17,5,2.3529411764705883,2.1176470588235294,0.9,1.7058823529411764,0.9309999999999999,0.8888888888888888,0.8461538461538461,0.465,7.9411764705882355,2.1176470588235294
37,17,17,2.2941176470588234,2.1176470588235294,0.9229999999999999,2.764705882352941,0.894,0.625,1.0,0.25,8.823529411764707,2.1176470588235294
27,17,0,2.235294117647059,1.9411764705882353,0.868,2.3529411764705883,0.9,0.7777777777777778,0.7777777777777778,0.809,7.9411764705882355,1.9411764705882353
37,17,26,2.176470588235294,1.7647058823529411,0.8109999999999999,2.8823529411764706,0.9590000000000001,0.7,0.6,0.753,8.058823529411764,1.7647058823529411
32,17,5,2.176470588235294,2.0588235294117645,0.946,1.8823529411764706,1.0,1.0,0.8666666666666667,0.522,8.058823529411764,2.0588235294117645
34,16,20,2.1875,1.8125,0.8290000000000001,3.0,0.875,0.4,0.7777777777777778,0.8,8.0625,1.8125
37,17,25,2.0,1.4705882352941178,0.735,3.0,0.961,0.75,0.5,0.457,7.294117647058823,1.4705882352941178
27,17,24,2.0,1.8823529411764706,0.941,2.8823529411764706,0.98,0.8,0.875,0.637,8.470588235294118,1.8823529411764706
26,17,6,1.9411764705882353,1.7647058823529411,0.909,2.588235294117647,1.0,1.0,0.7692307692307693,0.635,7.882352941176471,1.7647058823529411
34,17,21,1.9411764705882353,1.7058823529411764,0.879,1.0,1.0,0.7,1.0,0.413,6.117647058823529,1.7058823529411764
22,16,31,2.0625,1.75,0.848,3.0,0.958,0.8181818181818182,0.6666666666666666,0.604,8.125,1.75
24,17,10,1.8823529411764706,1.6470588235294117,0.875,3.0,1.0,0.5,0.8,0.5660000000000001,7.9411764705882355,1.6470588235294117
