age,games_played,team_encoded,attempts_per_game,yards_per_attempt,yards_per_game,target
27,2,20,1.0,1.5,1.5,1.5
27,7,26,0.2857142857142857,4.5,1.2857142857142858,1.2857142857142858
28,7,13,0.2857142857142857,11.0,3.142857142857143,3.142857142857143
23,8,16,0.25,4.5,1.125,1.125
22,8,12,0.25,6.5,1.625,1.625
29,3,5,0.6666666666666666,-1.0,-0.6666666666666666,-0.6666666666666666
24,5,21,0.4,8.5,3.4,3.4
24,7,5,0.2857142857142857,3.5,1.0,1.0
34,8,27,0.25,-1.5,-0.375,-0.375
25,8,20,0.25,4.0,1.0,1.0
23,7,19,0.2857142857142857,3.5,1.0,1.0
25,2,25,1.0,6.0,6.0,6.0
24,7,5,0.2857142857142857,5.5,1.5714285714285714,1.5714285714285714
27,8,30,0.25,2.5,0.625,0.625
32,8,16,0.25,0.5,0.125,0.125
23,7,20,0.2857142857142857,8.0,2.2857142857142856,2.2857142857142856
24,7,5,0.14285714285714285,5.0,0.7142857142857143,0.7142857142857143
25,1,13,1.0,0.0,0.0,0.0
21,8,22,0.125,9.0,1.125,1.125
33,2,16,0.5,-1.0,-0.5,-0.5
24,3,0,0.3333333333333333,-1.0,-0.3333333333333333,-0.3333333333333333
26,6,19,0.16666666666666666,8.0,1.3333333333333333,1.3333333333333333
30,8,5,0.125,2.0,0.25,0.25
27,2,0,0.5,0.0,0.0,0.0
31,7,12,0.14285714285714285,7.0,1.0,1.0
22,1,16,1.0,0.0,0.0,0.0
22,5,24,0.2,0.0,0.0,0.0
28,7,27,0.14285714285714285,2.0,0.2857142857142857,0.2857142857142857
26,7,5,0.14285714285714285,2.0,0.2857142857142857,0.2857142857142857
32,8,17,0.125,4.0,0.5,0.5
22,7,20,0.14285714285714285,0.0,0.0,0.0
25,7,19,0.14285714285714285,5.0,0.7142857142857143,0.7142857142857143
29,8,16,0.125,3.0,0.375,0.375
26,8,31,0.125,5.0,0.625,0.625
26,7,0,0.14285714285714285,4.0,0.5714285714285714,0.5714285714285714
29,1,26,1.0,0.0,0.0,0.0
23,8,16,0.125,2.0,0.25,0.25
23,7,16,0.14285714285714285,5.0,0.7142857142857143,0.7142857142857143
25,7,25,0.14285714285714285,3.0,0.42857142857142855,0.42857142857142855
26,5,20,0.2,2.0,0.4,0.4
25,1,5,1.0,11.0,11.0,11.0
23,8,1,0.125,7.0,0.875,0.875
23,4,22,0.25,3.0,0.75,0.75
24,6,0,0.16666666666666666,0.0,0.0,0.0
23,1,13,1.0,1.0,1.0,1.0
29,1,1,1.0,-1.0,-1.0,-1.0
28,8,6,0.125,-34.0,-4.25,-4.25
25,1,12,1.0,0.0,0.0,0.0
26,6,25,0.16666666666666666,3.0,0.5,0.5
32,7,1,0.14285714285714285,9.0,1.2857142857142858,1.2857142857142858
30,4,0,0.25,12.0,3.0,3.0
25,8,27,0.125,1.0,0.125,0.125
26,7,0,0.14285714285714285,15.0,2.142857142857143,2.142857142857143
25,8,30,0.125,-3.0,-0.375,-0.375
25,4,27,0.25,-4.0,-1.0,-1.0
27,1,29,1.0,0.0,0.0,0.0
31,7,5,0.14285714285714285,9.0,1.2857142857142858,1.2857142857142858
26,8,25,0.125,11.0,1.375,1.375
24,8,21,0.125,2.0,0.25,0.25
25,7,10,0.14285714285714285,5.0,0.7142857142857143,0.7142857142857143
24,8,4,0.125,-10.0,-1.25,-1.25
30,7,5,0.14285714285714285,10.0,1.4285714285714286,1.4285714285714286
29,1,12,1.0,-1.0,-1.0,-1.0
24,6,4,0.16666666666666666,25.0,4.166666666666667,4.166666666666667
23,8,17,0.125,-2.0,-0.25,-0.25
26,2,16,0.5,3.0,1.5,1.5
30,17,5,19.11764705882353,5.9107692307692306,113.0,113.0
24,16,24,19.75,4.110759493670886,81.1875,81.1875
22,17,27,17.88235294117647,4.7894736842105265,85.6470588235294,85.6470588235294
25,14,13,21.642857142857142,4.7227722772277225,102.21428571428571,102.21428571428571
26,17,25,17.705882352941178,4.415282392026578,78.17647058823529,78.17647058823529
26,17,5,15.470588235294118,3.9657794676806084,61.35294117647059,61.35294117647059
27,16,24,16.25,4.15,67.4375,67.4375
30,17,0,15.0,4.462745098039216,66.94117647058823,66.94117647058823
25,17,21,14.882352941176471,3.7905138339920947,56.411764705882355,56.411764705882355
22,17,5,14.705882352941176,5.648,83.05882352941177,83.05882352941177
25,15,0,16.666666666666668,4.78,79.66666666666667,79.66666666666667
28,14,19,17.5,4.146938775510204,72.57142857142857,72.57142857142857
29,16,26,14.75,4.635593220338983,68.375,68.375
26,16,20,14.6875,4.591489361702128,67.4375,67.4375
24,16,31,14.3125,4.323144104803493,61.875,61.875
29,14,30,16.285714285714285,4.166666666666667,67.85714285714286,67.85714285714286
23,16,4,13.0625,4.1913875598086126,54.75,54.75
25,16,10,12.9375,4.874396135265701,63.0625,63.0625
22,17,16,12.176470588235293,5.420289855072464,66.0,66.0
26,15,17,13.8,3.869565217391304,53.4,53.4
23,17,16,11.941176470588236,4.467980295566503,53.35294117647059,53.35294117647059
29,13,25,15.384615384615385,3.64,56.0,56.0
26,13,5,15.0,4.641025641025641,69.61538461538461,69.61538461538461
25,17,21,11.294117647058824,4.369791666666667,49.35294117647059,49.35294117647059
25,14,1,13.357142857142858,4.2727272727272725,57.07142857142857,57.07142857142857
27,14,5,13.214285714285714,4.1891891891891895,55.357142857142854,55.357142857142854
23,16,20,10.5,4.559523809523809,47.875,47.875
25,12,27,12.75,5.1568627450980395,65.75,65.75
24,11,1,13.909090909090908,3.7450980392156863,52.09090909090909,52.09090909090909
25,15,20,10.0,3.72,37.2,37.2
26,15,6,10.0,4.2,42.0,42.0
24,17,1,8.705882352941176,6.02027027027027,52.411764705882355,52.411764705882355
25,16,16,9.0,4.256944444444445,38.3125,38.3125
27,17,5,8.176470588235293,6.58273381294964,53.8235294117647,53.8235294117647
24,17,12,8.176470588235293,3.6906474820143886,30.176470588235293,30.176470588235293
24,17,27,8.058823529411764,4.700729927007299,37.88235294117647,37.88235294117647
23,17,1,7.9411764705882355,4.214814814814815,33.470588235294116,33.470588235294116
26,14,29,9.428571428571429,3.1818181818181817,30.0,30.0
26,17,17,7.0588235294117645,4.483333333333333,31.647058823529413,31.647058823529413
26,15,5,8.0,4.258333333333334,34.06666666666667,34.06666666666667
25,17,10,6.647058823529412,3.911504424778761,26.0,26.0
24,16,12,7.0625,4.389380530973451,31.0,31.0
27,15,21,7.533333333333333,3.8672566371681416,29.133333333333333,29.133333333333333
25,14,22,7.428571428571429,5.4326923076923075,40.357142857142854,40.357142857142854
25,17,30,6.117647058823529,4.269230769230769,26.11764705882353,26.11764705882353
25,5,19,8.0,3.675,29.4,29.4
25,12,0,5.333333333333333,4.640625,24.75,24.75
25,17,25,6.0588235294117645,4.87378640776699,29.529411764705884,29.529411764705884
28,17,10,6.0,5.205882352941177,31.235294117647058,31.235294117647058
29,8,22,12.75,3.2549019607843137,41.5,41.5
29,11,5,9.181818181818182,3.613861386138614,33.18181818181818,33.18181818181818
20,17,4,5.411764705882353,3.630434782608696,19.647058823529413,19.647058823529413
24,17,12,5.411764705882353,4.673913043478261,25.294117647058822,25.294117647058822
22,11,13,7.818181818181818,5.8023255813953485,45.36363636363637,45.36363636363637
32,13,16,6.538461538461538,3.2705882352941176,21.384615384615383,21.384615384615383
24,16,27,5.25,5.0,26.25,26.25
23,12,24,7.0,3.7142857142857144,26.0,26.0
25,7,25,11.857142857142858,3.7349397590361444,44.285714285714285,44.285714285714285
23,17,21,4.764705882352941,6.037037037037037,28.764705882352942,28.764705882352942
27,17,26,4.588235294117647,7.333333333333333,33.64705882352941,33.64705882352941
29,12,1,6.416666666666667,4.766233766233766,30.583333333333332,30.583333333333332
21,13,12,5.846153846153846,4.078947368421052,23.846153846153847,23.846153846153847
25,17,6,4.411764705882353,3.8666666666666667,17.058823529411764,17.058823529411764
29,15,20,4.933333333333334,3.054054054054054,15.066666666666666,15.066666666666666
27,8,31,9.25,3.27027027027027,30.25,30.25
28,11,22,6.454545454545454,3.267605633802817,21.09090909090909,21.09090909090909
26,17,5,4.0588235294117645,4.434782608695652,18.0,18.0
21,15,16,4.533333333333333,3.661764705882353,16.6,16.6
27,17,0,3.9411764705882355,3.1641791044776117,12.470588235294118,12.470588235294118
27,10,21,6.7,3.955223880597015,26.5,26.5
31,16,29,4.125,4.712121212121212,19.4375,19.4375
25,15,27,4.4,4.893939393939394,21.533333333333335,21.533333333333335
25,8,29,8.125,2.8153846153846156,22.875,22.875
22,13,26,4.846153846153846,4.619047619047619,22.384615384615383,22.384615384615383
25,10,5,6.2,4.661290322580645,28.9,28.9
29,17,16,3.5294117647058822,6.3,22.235294117647058,22.235294117647058
24,17,24,3.411764705882353,3.5689655172413794,12.176470588235293,12.176470588235293
29,16,25,3.625,5.293103448275862,19.1875,19.1875
26,17,0,3.2941176470588234,3.25,10.705882352941176,10.705882352941176
25,17,13,3.2941176470588234,2.8392857142857144,9.352941176470589,9.352941176470589
22,17,25,3.2941176470588234,3.267857142857143,10.764705882352942,10.764705882352942
23,14,21,3.9285714285714284,2.727272727272727,10.714285714285714,10.714285714285714
29,17,1,3.235294117647059,4.745454545454545,15.352941176470589,15.352941176470589
27,11,0,5.0,3.727272727272727,18.636363636363637,18.636363636363637
22,13,17,4.153846153846154,7.796296296296297,32.38461538461539,32.38461538461539
34,17,1,3.1176470588235294,5.132075471698113,16.0,16.0
23,17,19,3.0588235294117645,4.480769230769231,13.705882352941176,13.705882352941176
28,4,27,12.5,4.04,50.5,50.5
23,17,16,2.9411764705882355,6.16,18.11764705882353,18.11764705882353
29,14,30,3.4285714285714284,3.4166666666666665,11.714285714285714,11.714285714285714
27,15,5,3.1333333333333333,4.851063829787234,15.2,15.2
25,12,24,3.75,4.066666666666666,15.25,15.25
23,10,5,4.3,3.604651162790698,15.5,15.5
36,11,5,3.909090909090909,3.604651162790698,14.090909090909092,14.090909090909092
23,14,0,3.0714285714285716,5.790697674418604,17.785714285714285,17.785714285714285
28,17,31,2.4705882352941178,4.785714285714286,11.823529411764707,11.823529411764707
28,15,27,2.8,3.238095238095238,9.066666666666666,9.066666666666666
27,17,10,2.411764705882353,5.195121951219512,12.529411764705882,12.529411764705882
24,11,19,3.6363636363636362,7.325,26.636363636363637,26.636363636363637
34,8,30,4.875,7.128205128205129,34.75,34.75
24,5,29,7.8,4.6923076923076925,36.6,36.6
22,6,30,6.5,3.7948717948717947,24.666666666666668,24.666666666666668
26,13,27,3.0,4.6923076923076925,14.076923076923077,14.076923076923077
24,15,25,2.4,5.083333333333333,12.2,12.2
26,14,30,2.5714285714285716,3.611111111111111,9.285714285714286,9.285714285714286
26,6,21,1.3333333333333333,2.0,2.6666666666666665,2.6666666666666665
26,8,31,3.5,4.071428571428571,14.25,14.25
25,3,26,11.666666666666666,3.742857142857143,43.666666666666664,43.666666666666664
30,17,5,2.0588235294117645,1.6,3.2941176470588234,3.2941176470588234
24,9,1,3.888888888888889,4.942857142857143,19.22222222222222,19.22222222222222
25,17,5,2.0,2.6176470588235294,5.235294117647059,5.235294117647059
24,16,13,2.0,4.78125,9.5625,9.5625
28,14,20,2.2857142857142856,4.46875,10.214285714285714,10.214285714285714
33,13,5,2.4615384615384617,4.21875,10.384615384615385,10.384615384615385
24,17,1,1.8235294117647058,5.548387096774194,10.117647058823529,10.117647058823529
28,17,5,1.8235294117647058,4.483870967741935,8.176470588235293,8.176470588235293
29,7,22,4.428571428571429,4.774193548387097,21.142857142857142,21.142857142857142
22,17,4,1.7647058823529411,5.8,10.235294117647058,10.235294117647058
30,17,19,1.7647058823529411,3.7333333333333334,6.588235294117647,6.588235294117647
22,16,6,1.875,2.7333333333333334,5.125,5.125
36,16,24,1.875,1.3666666666666667,2.5625,2.5625
26,10,20,2.8,3.2857142857142856,9.2,9.2
26,5,16,5.2,5.1923076923076925,27.0,27.0
25,10,20,2.6,4.576923076923077,11.9,11.9
31,12,20,2.1666666666666665,0.6923076923076923,1.5,1.5
26,14,22,1.8571428571428572,4.153846153846154,7.714285714285714,7.714285714285714
26,15,25,1.6666666666666667,3.32,5.533333333333333,5.533333333333333
29,8,24,3.125,4.24,13.25,13.25
30,12,22,2.0833333333333335,3.32,6.916666666666667,6.916666666666667
25,13,26,1.8461538461538463,9.291666666666666,17.153846153846153,17.153846153846153
24,17,24,1.2941176470588236,4.636363636363637,6.0,6.0
25,17,24,1.2941176470588236,4.5,5.823529411764706,5.823529411764706
41,17,4,1.2941176470588236,4.863636363636363,6.294117647058823,6.294117647058823
26,9,29,2.3333333333333335,1.4285714285714286,3.3333333333333335,3.3333333333333335
25,7,22,3.0,5.809523809523809,17.428571428571427,17.428571428571427
28,15,17,1.3333333333333333,3.45,4.6,4.6
25,11,30,1.8181818181818181,3.5,6.363636363636363,6.363636363636363
29,17,25,1.1764705882352942,4.6,5.411764705882353,5.411764705882353
24,17,25,1.1764705882352942,8.15,9.588235294117647,9.588235294117647
25,7,25,2.857142857142857,6.9,19.714285714285715,19.714285714285715
21,17,25,1.1764705882352942,5.2,6.117647058823529,6.117647058823529
28,10,29,1.9,3.0526315789473686,5.8,5.8
28,8,21,2.25,7.388888888888889,16.625,16.625
31,3,1,6.0,5.111111111111111,30.666666666666668,30.666666666666668
24,7,30,2.5714285714285716,8.11111111111111,20.857142857142858,20.857142857142858
33,10,30,1.7,4.176470588235294,7.1,7.1
26,11,16,1.5454545454545454,2.8823529411764706,4.454545454545454,4.454545454545454
30,9,10,1.8888888888888888,0.058823529411764705,0.1111111111111111,0.1111111111111111
23,7,20,2.4285714285714284,4.117647058823529,10.0,10.0
28,17,20,0.9411764705882353,5.75,5.411764705882353,5.411764705882353
29,9,16,1.7777777777777777,3.5625,6.333333333333333,6.333333333333333
25,16,0,0.9375,5.333333333333333,5.0,5.0
32,8,17,1.875,4.133333333333334,7.75,7.75
22,5,5,3.0,2.0,6.0,6.0
25,17,21,0.8235294117647058,2.2142857142857144,1.8235294117647058,1.8235294117647058
25,15,20,0.9333333333333333,5.0,4.666666666666667,4.666666666666667
27,17,21,0.8235294117647058,5.357142857142857,4.411764705882353,4.411764705882353
29,6,0,2.1666666666666665,3.923076923076923,8.5,8.5
25,2,30,6.5,3.5384615384615383,23.0,23.0
23,3,17,4.333333333333333,2.5384615384615383,11.0,11.0
22,2,27,6.5,2.4615384615384617,16.0,16.0
22,17,12,0.7647058823529411,3.230769230769231,2.4705882352941178,2.4705882352941178
31,8,20,1.625,4.153846153846154,6.75,6.75
24,15,5,0.8,3.25,2.6,2.6
24,16,20,0.75,3.1666666666666665,2.375,2.375
24,3,12,3.6666666666666665,7.818181818181818,28.666666666666668,28.666666666666668
37,6,0,1.8333333333333333,3.090909090909091,5.666666666666667,5.666666666666667
25,8,30,1.375,2.0,2.75,2.75
24,4,20,2.75,3.727272727272727,10.25,10.25
23,11,24,1.0,4.181818181818182,4.181818181818182,4.181818181818182
23,15,5,0.7333333333333333,5.545454545454546,4.066666666666666,4.066666666666666
23,6,5,1.6666666666666667,3.1,5.166666666666667,5.166666666666667
28,15,16,0.6666666666666666,1.7,1.1333333333333333,1.1333333333333333
28,17,27,0.5882352941176471,7.9,4.647058823529412,4.647058823529412
24,1,17,10.0,1.6,16.0,16.0
26,5,19,2.0,4.4,8.8,8.8
21,3,0,3.0,2.4444444444444446,7.333333333333333,7.333333333333333
26,17,26,0.5294117647058824,5.444444444444445,2.8823529411764706,2.8823529411764706
25,14,19,0.6428571428571429,4.777777777777778,3.0714285714285716,3.0714285714285716
29,2,27,4.5,2.6666666666666665,12.0,12.0
39,8,13,1.125,2.888888888888889,3.25,3.25
24,17,5,0.5294117647058824,6.222222222222222,3.2941176470588234,3.2941176470588234
26,5,6,1.8,1.6666666666666667,3.0,3.0
25,6,29,1.5,4.0,6.0,6.0
23,17,29,0.5294117647058824,4.888888888888889,2.588235294117647,2.588235294117647
29,2,20,4.0,2.5,10.0,10.0
26,3,21,2.6666666666666665,4.0,10.666666666666666,10.666666666666666
