age,games_played,team_encoded,attempts_per_game,yards_per_attempt,yards_per_game,target
30,17,16,0.47058823529411764,6.625,3.1176470588235294,3.1176470588235294
25,17,25,0.47058823529411764,6.75,3.176470588235294,3.176470588235294
30,17,24,0.47058823529411764,6.875,3.235294117647059,3.235294117647059
31,14,16,0.5714285714285714,8.625,4.928571428571429,4.928571428571429
32,17,12,0.4117647058823529,1.1428571428571428,0.47058823529411764,0.47058823529411764
24,5,27,1.4,1.5714285714285714,2.2,2.2
25,6,26,1.1666666666666667,-0.5714285714285714,-0.6666666666666666,-0.6666666666666666
24,4,21,1.5,-1.1666666666666667,-1.75,-1.75
26,10,21,0.6,3.8333333333333335,2.3,2.3
24,2,5,3.0,3.6666666666666665,11.0,11.0
23,16,0,0.375,4.0,1.5,1.5
23,1,25,6.0,2.5,15.0,15.0
26,6,30,1.0,4.833333333333333,4.833333333333333,4.833333333333333
25,3,5,2.0,2.8333333333333335,5.666666666666667,5.666666666666667
22,17,20,0.35294117647058826,8.0,2.823529411764706,2.823529411764706
23,16,5,0.375,2.3333333333333335,0.875,0.875
22,17,29,0.29411764705882354,2.6,0.7647058823529411,0.7647058823529411
24,3,29,1.6666666666666667,2.4,4.0,4.0
26,17,26,0.29411764705882354,6.2,1.8235294117647058,1.8235294117647058
27,15,13,0.3333333333333333,9.0,3.0,3.0
26,12,25,0.4166666666666667,12.4,5.166666666666667,5.166666666666667
26,3,5,1.6666666666666667,0.4,0.6666666666666666,0.6666666666666666
33,17,27,0.29411764705882354,5.2,1.5294117647058822,1.5294117647058822
26,1,22,5.0,4.8,24.0,24.0
24,2,6,2.5,-0.2,-0.5,-0.5
21,15,21,0.3333333333333333,0.4,0.13333333333333333,0.13333333333333333
28,14,10,0.35714285714285715,2.8,1.0,1.0
22,17,1,0.29411764705882354,5.2,1.5294117647058822,1.5294117647058822
26,4,16,1.25,-0.8,-1.0,-1.0
27,12,29,0.4166666666666667,6.6,2.75,2.75
27,4,5,1.25,4.4,5.5,5.5
23,14,16,0.35714285714285715,5.0,1.7857142857142858,1.7857142857142858
27,13,20,0.3076923076923077,0.75,0.23076923076923078,0.23076923076923078
38,6,5,0.6666666666666666,0.25,0.16666666666666666,0.16666666666666666
27,1,26,4.0,13.75,55.0,55.0
23,13,16,0.3076923076923077,10.75,3.3076923076923075,3.3076923076923075
22,17,13,0.23529411764705882,1.5,0.35294117647058826,0.35294117647058826
27,15,24,0.26666666666666666,9.0,2.4,2.4
28,3,12,1.3333333333333333,1.25,1.6666666666666667,1.6666666666666667
26,15,16,0.26666666666666666,3.0,0.8,0.8
25,2,12,2.0,2.5,5.0,5.0
25,15,25,0.26666666666666666,5.75,1.5333333333333334,1.5333333333333334
22,15,0,0.2,6.666666666666667,1.3333333333333333,1.3333333333333333
32,3,27,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333
25,16,1,0.1875,8.666666666666666,1.625,1.625
24,17,31,0.17647058823529413,10.666666666666666,1.8823529411764706,1.8823529411764706
31,10,20,0.3,-1.0,-0.3,-0.3
24,1,6,3.0,2.3333333333333335,7.0,7.0
31,8,19,0.375,2.6666666666666665,1.0,1.0
24,17,17,0.17647058823529413,5.333333333333333,0.9411764705882353,0.9411764705882353
26,5,21,0.6,1.0,0.6,0.6
27,5,0,0.6,-0.3333333333333333,-0.2,-0.2
27,15,10,0.2,2.3333333333333335,0.4666666666666667,0.4666666666666667
25,5,1,0.6,3.3333333333333335,2.0,2.0
23,15,5,0.2,2.0,0.4,0.4
24,17,25,0.17647058823529413,2.0,0.35294117647058826,0.35294117647058826
26,4,19,0.75,3.6666666666666665,2.75,2.75
29,4,0,0.75,-0.6666666666666666,-0.5,-0.5
25,17,0,0.17647058823529413,-1.3333333333333333,-0.23529411764705882,-0.23529411764705882
22,17,21,0.17647058823529413,5.0,0.8823529411764706,0.8823529411764706
24,11,27,0.2727272727272727,15.0,4.090909090909091,4.090909090909091
25,8,5,0.375,-1.0,-0.375,-0.375
23,17,21,0.17647058823529413,6.0,1.0588235294117647,1.0588235294117647
35,2,4,1.5,4.333333333333333,6.5,6.5
32,3,25,1.0,0.0,0.0,0.0
30,3,30,1.0,3.0,3.0,3.0
30,2,16,1.0,5.0,5.0,5.0
30,1,21,1.0,-1.0,-1.0,-1.0
27,3,30,1.0,3.6666666666666665,3.6666666666666665,3.6666666666666665
27,1,21,2.0,5.5,11.0,11.0
27,2,0,0.5,0.0,0.0,0.0
25,17,24,0.11764705882352941,3.5,0.4117647058823529,0.4117647058823529
28,3,31,0.6666666666666666,-1.0,-0.6666666666666666,-0.6666666666666666
22,9,4,0.2222222222222222,13.0,2.888888888888889,2.888888888888889
21,16,12,0.125,4.0,0.5,0.5
33,1,24,2.0,2.5,5.0,5.0
31,17,0,0.11764705882352941,5.0,0.5882352941176471,0.5882352941176471
31,4,5,0.5,10.0,5.0,5.0
28,7,0,0.2857142857142857,3.0,0.8571428571428571,0.8571428571428571
22,5,16,0.4,5.5,2.2,2.2
31,12,24,0.16666666666666666,5.0,0.8333333333333334,0.8333333333333334
26,3,29,0.6666666666666666,5.5,3.6666666666666665,3.6666666666666665
29,17,1,0.11764705882352941,1.0,0.11764705882352941,0.11764705882352941
28,15,29,0.13333333333333333,11.5,1.5333333333333334,1.5333333333333334
23,9,0,0.2222222222222222,2.5,0.5555555555555556,0.5555555555555556
23,14,5,0.14285714285714285,-3.0,-0.42857142857142855,-0.42857142857142855
30,12,5,0.16666666666666666,0.0,0.0,0.0
24,15,10,0.13333333333333333,2.0,0.26666666666666666,0.26666666666666666
27,16,21,0.125,8.5,1.0625,1.0625
23,7,6,0.2857142857142857,3.0,0.8571428571428571,0.8571428571428571
29,17,16,0.11764705882352941,-0.5,-0.058823529411764705,-0.058823529411764705
25,17,5,0.11764705882352941,3.0,0.35294117647058826,0.35294117647058826
25,7,0,0.2857142857142857,3.5,1.0,1.0
25,3,22,0.6666666666666666,-2.0,-1.3333333333333333,-1.3333333333333333
27,3,27,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333
24,15,24,0.13333333333333333,6.0,0.8,0.8
24,17,4,0.11764705882352941,2.5,0.29411764705882354,0.29411764705882354
25,1,22,2.0,1.0,2.0,2.0
24,8,30,0.125,9.0,1.125,1.125
27,17,16,0.058823529411764705,0.0,0.0,0.0
24,17,21,0.058823529411764705,10.0,0.5882352941176471,0.5882352941176471
29,12,17,0.08333333333333333,6.0,0.5,0.5
30,16,24,0.0625,3.0,0.1875,0.1875
25,5,19,0.2,2.0,0.4,0.4
21,13,10,0.07692307692307693,9.0,0.6923076923076923,0.6923076923076923
29,16,4,0.0625,0.0,0.0,0.0
23,15,27,0.06666666666666667,7.0,0.4666666666666667,0.4666666666666667
28,15,4,0.06666666666666667,21.0,1.4,1.4
24,17,6,0.058823529411764705,13.0,0.7647058823529411,0.7647058823529411
23,14,13,0.07142857142857142,12.0,0.8571428571428571,0.8571428571428571
23,17,4,0.058823529411764705,5.0,0.29411764705882354,0.29411764705882354
28,7,16,0.14285714285714285,2.0,0.2857142857142857,0.2857142857142857
25,17,25,0.058823529411764705,-4.0,-0.23529411764705882,-0.23529411764705882
27,17,30,0.058823529411764705,11.0,0.6470588235294118,0.6470588235294118
22,17,25,0.058823529411764705,1.0,0.058823529411764705,0.058823529411764705
24,2,1,0.5,2.0,1.0,1.0
30,11,31,0.09090909090909091,1.0,0.09090909090909091,0.09090909090909091
24,4,30,0.25,-1.0,-0.25,-0.25
24,12,24,0.08333333333333333,-5.0,-0.4166666666666667,-0.4166666666666667
25,17,0,0.058823529411764705,3.0,0.17647058823529413,0.17647058823529413
26,14,17,0.07142857142857142,5.0,0.35714285714285715,0.35714285714285715
35,16,25,0.0625,1.0,0.0625,0.0625
27,3,24,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666
25,13,5,0.07692307692307693,2.0,0.15384615384615385,0.15384615384615385
25,10,29,0.1,0.0,0.0,0.0
23,17,27,0.058823529411764705,-3.0,-0.17647058823529413,-0.17647058823529413
26,17,1,0.058823529411764705,2.0,0.11764705882352941,0.11764705882352941
25,16,26,0.0625,2.0,0.125,0.125
29,17,0,0.058823529411764705,0.0,0.0,0.0
24,17,22,0.058823529411764705,1.0,0.058823529411764705,0.058823529411764705
25,17,24,0.058823529411764705,17.0,1.0,1.0
27,1,25,1.0,5.0,5.0,5.0
24,8,30,0.125,7.0,0.875,0.875
25,14,16,0.07142857142857142,-4.0,-0.2857142857142857,-0.2857142857142857
23,17,17,0.058823529411764705,2.0,0.11764705882352941,0.11764705882352941
22,15,17,0.06666666666666667,0.0,0.0,0.0
29,10,5,0.1,1.0,0.1,0.1
24,4,25,0.25,1.0,0.25,0.25
28,17,31,0.058823529411764705,-4.0,-0.23529411764705882,-0.23529411764705882
25,1,24,1.0,3.0,3.0,3.0
29,17,5,0.058823529411764705,0.0,0.0,0.0
26,11,1,0.09090909090909091,1.0,0.09090909090909091,0.09090909090909091
27,7,19,0.14285714285714285,0.0,0.0,0.0
26,13,6,0.07692307692307693,1.0,0.07692307692307693,0.07692307692307693
28,17,16,0.058823529411764705,-2.0,-0.11764705882352941,-0.11764705882352941
27,3,16,0.3333333333333333,4.0,1.3333333333333333,1.3333333333333333
24,11,22,0.09090909090909091,-5.0,-0.45454545454545453,-0.45454545454545453
30,8,30,0.125,4.0,0.5,0.5
24,16,26,0.0625,7.0,0.4375,0.4375
27,17,1,0.058823529411764705,8.0,0.47058823529411764,0.47058823529411764
29,17,24,16.470588235294116,4.167857142857143,68.6470588235294,68.6470588235294
27,16,27,17.0,5.363970588235294,91.1875,91.1875
24,17,16,16.0,3.639705882352941,58.23529411764706,58.23529411764706
24,17,20,15.705882352941176,3.7752808988764044,59.294117647058826,59.294117647058826
27,17,31,15.117647058823529,4.023346303501945,60.8235294117647,60.8235294117647
25,17,5,15.0,4.0588235294117645,60.88235294117647,60.88235294117647
26,17,20,14.823529411764707,3.988095238095238,59.11764705882353,59.11764705882353
24,17,0,14.0,3.7899159663865545,53.05882352941177,53.05882352941177
24,17,10,13.941176470588236,4.734177215189874,66.0,66.0
25,13,29,17.923076923076923,3.4549356223175964,61.92307692307692,61.92307692307692
24,16,6,14.3125,4.580786026200873,65.5625,65.5625
23,12,24,19.0,5.017543859649122,95.33333333333333,95.33333333333333
22,17,4,13.117647058823529,4.457399103139013,58.470588235294116,58.470588235294116
26,14,5,15.642857142857142,4.634703196347032,72.5,72.5
23,15,1,14.6,4.132420091324201,60.333333333333336,60.333333333333336
23,16,12,13.5625,3.5668202764976957,48.375,48.375
26,17,19,12.705882352941176,4.157407407407407,52.8235294117647,52.8235294117647
21,17,27,12.588235294117647,4.5607476635514015,57.411764705882355,57.411764705882355
31,15,16,13.933333333333334,4.842105263157895,67.46666666666667,67.46666666666667
28,13,26,16.0,5.0,80.0,80.0
24,14,25,14.642857142857142,4.560975609756097,66.78571428571429,66.78571428571429
24,17,22,12.0,3.985294117647059,47.8235294117647,47.8235294117647
28,17,5,11.647058823529411,4.090909090909091,47.64705882352941,47.64705882352941
23,17,27,10.941176470588236,3.672043010752688,40.1764705882353,40.1764705882353
28,17,17,10.823529411764707,3.489130434782609,37.76470588235294,37.76470588235294
26,14,13,13.071428571428571,4.33879781420765,56.714285714285715,56.714285714285715
21,15,5,12.133333333333333,5.1923076923076925,63.0,63.0
28,13,30,13.846153846153847,3.8555555555555556,53.38461538461539,53.38461538461539
25,16,0,11.25,3.888888888888889,43.75,43.75
28,14,5,12.785714285714286,3.5083798882681565,44.857142857142854,44.857142857142854
25,15,25,11.866666666666667,3.443820224719101,40.86666666666667,40.86666666666667
24,15,1,11.866666666666667,4.117977528089888,48.86666666666667,48.86666666666667
24,10,13,16.9,4.384615384615385,74.1,74.1
25,17,6,9.235294117647058,3.8535031847133756,35.588235294117645,35.588235294117645
25,12,17,13.0,3.967948717948718,51.583333333333336,51.583333333333336
25,17,5,8.764705882352942,5.261744966442953,46.11764705882353,46.11764705882353
26,16,5,9.25,5.547297297297297,51.3125,51.3125
23,14,19,10.357142857142858,2.8689655172413793,29.714285714285715,29.714285714285715
29,11,25,12.909090909090908,4.619718309859155,59.63636363636363,59.63636363636363
28,15,22,9.0,3.0444444444444443,27.4,27.4
25,12,21,11.0,4.628787878787879,50.916666666666664,50.916666666666664
26,16,0,8.0625,3.3488372093023258,27.0,27.0
24,13,21,9.538461538461538,5.298387096774194,50.53846153846154,50.53846153846154
27,17,10,6.529411764705882,4.7207207207207205,30.823529411764707,30.823529411764707
27,9,21,12.11111111111111,3.8990825688073394,47.22222222222222,47.22222222222222
22,16,1,6.75,4.277777777777778,28.875,28.875
26,17,5,6.294117647058823,3.7850467289719627,23.823529411764707,23.823529411764707
28,13,30,8.153846153846153,2.8867924528301887,23.53846153846154,23.53846153846154
24,17,29,6.117647058823529,4.336538461538462,26.529411764705884,26.529411764705884
22,11,16,9.363636363636363,7.766990291262136,72.72727272727273,72.72727272727273
25,17,0,6.0,4.519607843137255,27.11764705882353,27.11764705882353
22,17,24,5.882352941176471,4.53,26.647058823529413,26.647058823529413
25,16,20,5.5625,4.056179775280899,22.5625,22.5625
24,16,6,5.25,4.333333333333333,22.75,22.75
26,16,5,5.25,4.607142857142857,24.1875,24.1875
33,16,30,5.0625,4.950617283950617,25.0625,25.0625
22,15,21,5.4,4.345679012345679,23.466666666666665,23.466666666666665
35,15,12,5.333333333333333,4.2625,22.733333333333334,22.733333333333334
33,16,10,4.9375,3.7974683544303796,18.75,18.75
27,14,24,5.5,4.142857142857143,22.785714285714285,22.785714285714285
28,13,30,5.923076923076923,5.467532467532467,32.38461538461539,32.38461538461539
28,8,26,5.875,5.48936170212766,32.25,32.25
28,5,0,6.0,5.433333333333334,32.6,32.6
23,17,12,4.470588235294118,5.394736842105263,24.11764705882353,24.11764705882353
28,16,25,4.6875,5.1866666666666665,24.3125,24.3125
25,11,27,6.818181818181818,3.7466666666666666,25.545454545454547,25.545454545454547
24,15,25,4.666666666666667,3.1857142857142855,14.866666666666667,14.866666666666667
24,16,20,4.375,4.8428571428571425,21.1875,21.1875
28,15,4,4.466666666666667,3.1940298507462686,14.266666666666667,14.266666666666667
25,16,1,4.0625,4.076923076923077,16.5625,16.5625
25,17,22,3.7058823529411766,4.619047619047619,17.11764705882353,17.11764705882353
28,17,16,3.6470588235294117,2.629032258064516,9.588235294117647,9.588235294117647
24,7,30,8.571428571428571,2.783333333333333,23.857142857142858,23.857142857142858
24,1,24,22.0,1.3181818181818181,29.0,29.0
24,6,0,6.333333333333333,3.6315789473684212,23.0,23.0
24,14,26,4.142857142857143,4.896551724137931,20.285714285714285,20.285714285714285
28,17,21,3.235294117647059,2.7454545454545456,8.882352941176471,8.882352941176471
30,17,20,3.235294117647059,4.4,14.235294117647058,14.235294117647058
28,17,12,3.1176470588235294,4.490566037735849,14.0,14.0
24,15,27,3.533333333333333,3.641509433962264,12.866666666666667,12.866666666666667
25,13,5,4.0,4.384615384615385,17.53846153846154,17.53846153846154
23,13,1,3.923076923076923,4.8431372549019605,19.0,19.0
22,17,20,2.9411764705882355,2.64,7.764705882352941,7.764705882352941
25,17,25,2.9411764705882355,4.94,14.529411764705882,14.529411764705882
32,14,27,3.5714285714285716,3.62,12.928571428571429,12.928571428571429
27,13,16,3.769230769230769,3.5918367346938775,13.538461538461538,13.538461538461538
23,17,1,2.823529411764706,5.479166666666667,15.470588235294118,15.470588235294118
21,8,5,5.875,8.425531914893616,49.5,49.5
26,4,24,11.5,2.4347826086956523,28.0,28.0
23,12,31,3.6666666666666665,4.068181818181818,14.916666666666666,14.916666666666666
26,8,26,5.5,5.545454545454546,30.5,30.5
25,12,5,3.5,1.2857142857142858,4.5,4.5
27,17,20,2.411764705882353,2.6341463414634148,6.352941176470588,6.352941176470588
21,8,30,5.125,3.8048780487804876,19.5,19.5
27,17,5,2.411764705882353,4.365853658536586,10.529411764705882,10.529411764705882
28,10,16,4.1,4.585365853658536,18.8,18.8
26,6,21,6.666666666666667,5.15,34.333333333333336,34.333333333333336
24,17,27,2.3529411764705883,5.15,12.117647058823529,12.117647058823529
24,16,27,2.4375,3.6923076923076925,9.0,9.0
22,15,19,2.6,4.282051282051282,11.133333333333333,11.133333333333333
22,16,0,2.4375,6.487179487179487,15.8125,15.8125
34,11,21,3.4545454545454546,5.184210526315789,17.90909090909091,17.90909090909091
27,15,27,2.466666666666667,6.081081081081081,15.0,15.0
33,15,1,2.466666666666667,4.1891891891891895,10.333333333333334,10.333333333333334
22,9,5,4.111111111111111,2.5945945945945947,10.666666666666666,10.666666666666666
25,9,21,4.0,5.416666666666667,21.666666666666668,21.666666666666668
24,12,4,3.0,5.861111111111111,17.583333333333332,17.583333333333332
24,8,26,4.375,2.1142857142857143,9.25,9.25
24,14,13,2.5,4.571428571428571,11.428571428571429,11.428571428571429
25,17,16,2.0588235294117645,2.1142857142857143,4.352941176470588,4.352941176470588
27,17,13,2.0,2.9411764705882355,5.882352941176471,5.882352941176471
32,17,30,1.8823529411764706,1.25,2.3529411764705883,2.3529411764705883
29,17,5,1.8823529411764706,0.65625,1.2352941176470589,1.2352941176470589
24,9,24,3.5555555555555554,4.03125,14.333333333333334,14.333333333333334
25,11,25,2.909090909090909,4.40625,12.818181818181818,12.818181818181818
25,7,30,4.571428571428571,3.78125,17.285714285714285,17.285714285714285
25,5,21,6.0,3.5,21.0,21.0
25,2,16,1.0,8.0,8.0,8.0
27,10,31,3.1,2.838709677419355,8.8,8.8
26,10,10,3.0,4.4,13.2,13.2
24,15,30,2.0,6.233333333333333,12.466666666666667,12.466666666666667
24,9,4,0.8888888888888888,4.75,4.222222222222222,4.222222222222222
24,6,26,3.6666666666666665,6.7727272727272725,24.833333333333332,24.833333333333332
28,2,22,14.0,6.071428571428571,85.0,85.0
23,17,26,1.6470588235294117,6.357142857142857,10.470588235294118,10.470588235294118
27,9,31,3.0,4.703703703703703,14.11111111111111,14.11111111111111
28,5,5,5.4,5.333333333333333,28.8,28.8
30,4,5,6.5,3.1153846153846154,20.25,20.25
25,11,17,2.3636363636363638,3.6923076923076925,8.727272727272727,8.727272727272727
28,6,22,4.333333333333333,5.461538461538462,23.666666666666668,23.666666666666668
26,7,30,3.7142857142857144,3.6538461538461537,13.571428571428571,13.571428571428571
26,4,30,5.25,3.3333333333333335,17.5,17.5
26,3,26,1.6666666666666667,5.0,8.333333333333334,8.333333333333334
24,9,24,2.7777777777777777,2.28,6.333333333333333,6.333333333333333
21,4,13,6.25,5.44,34.0,34.0
26,6,16,4.0,1.75,7.0,7.0
23,5,21,4.6,4.739130434782608,21.8,21.8
26,6,10,3.8333333333333335,4.086956521739131,15.666666666666666,15.666666666666666
22,7,20,3.2857142857142856,1.7391304347826086,5.714285714285714,5.714285714285714
21,6,4,3.6666666666666665,3.1818181818181817,11.666666666666666,11.666666666666666
25,8,16,2.75,2.772727272727273,7.625,7.625
25,3,25,7.333333333333333,3.5,25.666666666666668,25.666666666666668
26,10,27,2.1,0.7142857142857143,1.5,1.5
31,12,25,1.75,2.857142857142857,5.0,5.0
35,15,24,1.4,3.0952380952380953,4.333333333333333,4.333333333333333
32,7,29,2.857142857142857,1.95,5.571428571428571,5.571428571428571
28,15,6,1.3333333333333333,4.3,5.733333333333333,5.733333333333333
23,9,16,2.111111111111111,5.578947368421052,11.777777777777779,11.777777777777779
24,13,21,1.3076923076923077,2.823529411764706,3.6923076923076925,3.6923076923076925
25,11,29,1.5454545454545454,0.6470588235294118,1.0,1.0
35,10,24,1.7,4.352941176470588,7.4,7.4
31,2,24,8.5,3.2941176470588234,28.0,28.0
24,10,17,1.7,4.882352941176471,8.3,8.3
23,4,17,4.0,4.0625,16.25,16.25
29,5,5,3.2,3.375,10.8,10.8
30,17,29,0.8823529411764706,5.933333333333334,5.235294117647059,5.235294117647059
30,5,27,3.0,8.266666666666667,24.8,24.8
25,5,5,3.0,3.6666666666666665,11.0,11.0
22,11,16,1.3636363636363635,1.5333333333333334,2.090909090909091,2.090909090909091
26,17,31,0.8823529411764706,4.6,4.0588235294117645,4.0588235294117645
24,12,0,1.1666666666666667,3.2857142857142856,3.8333333333333335,3.8333333333333335
23,17,5,0.8235294117647058,7.214285714285714,5.9411764705882355,5.9411764705882355
24,17,20,0.8235294117647058,8.071428571428571,6.647058823529412,6.647058823529412
24,8,22,1.75,4.642857142857143,8.125,8.125
24,7,25,2.0,6.071428571428571,12.142857142857142,12.142857142857142
24,3,30,4.666666666666667,1.1428571428571428,5.333333333333333,5.333333333333333
24,2,13,6.5,1.0769230769230769,7.0,7.0
24,1,21,1.0,2.0,2.0,2.0
27,7,10,1.8571428571428572,-1.0,-1.8571428571428572,-1.8571428571428572
23,6,13,2.1666666666666665,6.6923076923076925,14.5,14.5
28,6,22,2.1666666666666665,2.3076923076923075,5.0,5.0
28,2,10,6.0,3.3333333333333335,20.0,20.0
22,17,24,0.7058823529411765,7.416666666666667,5.235294117647059,5.235294117647059
30,7,20,1.7142857142857142,-0.4166666666666667,-0.7142857142857143,-0.7142857142857143
25,8,0,1.5,4.583333333333333,6.875,6.875
24,17,5,0.6470588235294118,5.181818181818182,3.3529411764705883,3.3529411764705883
24,11,19,1.0,4.636363636363637,4.636363636363637,4.636363636363637
27,3,6,3.6666666666666665,3.0,11.0,11.0
23,16,25,0.6875,10.818181818181818,7.4375,7.4375
32,5,4,2.2,3.6363636363636362,8.0,8.0
24,13,25,0.8461538461538461,2.8181818181818183,2.3846153846153846,2.3846153846153846
27,16,20,0.6875,10.0,6.875,6.875
31,3,26,3.6666666666666665,3.909090909090909,14.333333333333334,14.333333333333334
25,17,1,0.5882352941176471,3.6,2.1176470588235294,2.1176470588235294
28,5,0,2.0,2.5,5.0,5.0
28,4,5,2.5,0.8,2.0,2.0
22,16,29,0.625,7.7,4.8125,4.8125
24,7,21,1.2857142857142858,2.111111111111111,2.7142857142857144,2.7142857142857144
22,10,24,0.9,2.111111111111111,1.9,1.9
38,5,22,1.8,0.2222222222222222,0.4,0.4
21,16,12,0.5625,3.3333333333333335,1.875,1.875
23,17,22,0.5294117647058824,1.2222222222222223,0.6470588235294118,0.6470588235294118
29,17,20,0.5294117647058824,2.5555555555555554,1.3529411764705883,1.3529411764705883
22,15,21,0.6,9.666666666666666,5.8,5.8
27,3,12,3.0,0.8888888888888888,2.6666666666666665,2.6666666666666665
30,7,20,1.1428571428571428,4.375,5.0,5.0
27,16,21,0.5,3.25,1.625,1.625
25,1,5,8.0,2.75,22.0,22.0
23,14,17,0.5714285714285714,5.125,2.9285714285714284,2.9285714285714284
23,16,5,0.5,7.0,3.5,3.5
22,17,4,0.47058823529411764,8.5,4.0,4.0
26,14,21,0.5714285714285714,6.375,3.642857142857143,3.642857142857143
30,3,6,2.6666666666666665,6.5,17.333333333333332,17.333333333333332
29,12,19,0.6666666666666666,4.375,2.9166666666666665,2.9166666666666665
24,17,0,0.47058823529411764,9.25,4.352941176470588,4.352941176470588
24,17,16,0.47058823529411764,7.0,3.2941176470588234,3.2941176470588234
24,7,26,1.1428571428571428,3.75,4.285714285714286,4.285714285714286
28,6,16,1.3333333333333333,-1.125,-1.5,-1.5
31,17,12,0.4117647058823529,1.2857142857142858,0.5294117647058824,0.5294117647058824
30,1,22,7.0,4.714285714285714,33.0,33.0
34,2,25,3.5,6.428571428571429,22.5,22.5
29,17,5,0.4117647058823529,10.714285714285714,4.411764705882353,4.411764705882353
27,16,1,0.4375,5.571428571428571,2.4375,2.4375
22,17,21,0.4117647058823529,5.857142857142857,2.411764705882353,2.411764705882353
25,15,30,0.4666666666666667,5.285714285714286,2.466666666666667,2.466666666666667
23,1,27,6.0,3.5,21.0,21.0
25,3,0,2.0,2.3333333333333335,4.666666666666667,4.666666666666667
29,16,16,0.375,2.5,0.9375,0.9375
23,17,20,0.35294117647058826,3.1666666666666665,1.1176470588235294,1.1176470588235294
24,16,24,0.3125,6.2,1.9375,1.9375
27,15,19,0.3333333333333333,0.6,0.2,0.2
28,9,19,0.5555555555555556,4.6,2.5555555555555554,2.5555555555555554
26,15,30,0.3333333333333333,6.4,2.1333333333333333,2.1333333333333333
25,17,22,0.29411764705882354,1.6,0.47058823529411764,0.47058823529411764
30,16,20,0.3125,7.0,2.1875,2.1875
23,2,16,2.5,4.4,11.0,11.0
23,16,19,0.3125,9.8,3.0625,3.0625
32,17,27,0.29411764705882354,1.2,0.35294117647058826,0.35294117647058826
27,4,1,1.25,2.8,3.5,3.5
25,9,0,0.5555555555555556,2.6,1.4444444444444444,1.4444444444444444
28,17,0,0.29411764705882354,3.4,1.0,1.0
24,3,24,1.6666666666666667,4.2,7.0,7.0
29,7,30,0.7142857142857143,-1.2,-0.8571428571428571,-0.8571428571428571
28,11,20,0.36363636363636365,-0.5,-0.18181818181818182,-0.18181818181818182
33,17,29,0.23529411764705882,7.75,1.8235294117647058,1.8235294117647058
29,3,4,1.3333333333333333,1.25,1.6666666666666667,1.6666666666666667
24,4,5,1.0,1.5,1.5,1.5
26,13,5,0.3076923076923077,3.75,1.1538461538461537,1.1538461538461537
27,17,16,0.23529411764705882,9.5,2.235294117647059,2.235294117647059
33,12,22,0.3333333333333333,8.25,2.75,2.75
26,16,10,0.25,0.0,0.0,0.0
27,16,29,0.25,6.0,1.5,1.5
26,17,21,0.23529411764705882,5.25,1.2352941176470589,1.2352941176470589
24,16,5,0.25,6.0,1.5,1.5
24,9,25,0.4444444444444444,2.75,1.2222222222222223,1.2222222222222223
23,17,4,0.23529411764705882,0.0,0.0,0.0
31,3,1,1.0,6.333333333333333,6.333333333333333,6.333333333333333
30,17,29,0.17647058823529413,6.0,1.0588235294117647,1.0588235294117647
23,16,31,0.1875,-2.0,-0.375,-0.375
25,2,25,1.5,-0.6666666666666666,-1.0,-1.0
36,3,0,1.0,4.0,4.0,4.0
29,15,5,0.2,3.3333333333333335,0.6666666666666666,0.6666666666666666
29,6,1,0.5,8.666666666666666,4.333333333333333,4.333333333333333
38,3,29,1.0,-1.0,-1.0,-1.0
22,17,5,0.17647058823529413,3.0,0.5294117647058824,0.5294117647058824
24,17,21,0.17647058823529413,0.6666666666666666,0.11764705882352941,0.11764705882352941
22,2,5,1.5,4.333333333333333,6.5,6.5
27,12,27,0.25,10.0,2.5,2.5
28,13,13,0.23076923076923078,4.666666666666667,1.0769230769230769,1.0769230769230769
24,5,25,0.6,7.0,4.2,4.2
30,13,17,0.23076923076923078,3.0,0.6923076923076923,0.6923076923076923
23,14,25,0.21428571428571427,7.666666666666667,1.6428571428571428,1.6428571428571428
27,3,5,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667
22,17,16,0.17647058823529413,7.333333333333333,1.2941176470588236,1.2941176470588236
22,17,5,0.17647058823529413,6.0,1.0588235294117647,1.0588235294117647
27,2,24,1.5,6.333333333333333,9.5,9.5
23,9,17,0.3333333333333333,17.0,5.666666666666667,5.666666666666667
25,14,16,0.21428571428571427,4.0,0.8571428571428571,0.8571428571428571
26,7,24,0.42857142857142855,3.6666666666666665,1.5714285714285714,1.5714285714285714
22,12,5,0.25,9.666666666666666,2.4166666666666665,2.4166666666666665
31,13,5,0.15384615384615385,3.0,0.46153846153846156,0.46153846153846156
27,16,4,0.125,2.0,0.25,0.25
29,17,31,0.11764705882352941,5.5,0.6470588235294118,0.6470588235294118
31,1,5,2.0,-1.0,-2.0,-2.0
26,14,26,0.14285714285714285,11.5,1.6428571428571428,1.6428571428571428
27,17,4,0.11764705882352941,1.5,0.17647058823529413,0.17647058823529413
26,4,1,0.5,2.5,1.25,1.25
26,8,31,0.25,6.0,1.5,1.5
25,4,13,0.5,5.0,2.5,2.5
31,17,24,0.11764705882352941,4.5,0.5294117647058824,0.5294117647058824
27,17,16,0.11764705882352941,0.0,0.0,0.0
