player_id,player_name,season,week,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,fantasy_points_ppr,fantasy_points
00-0029701,R.Tannehill,2021,7,KC,21,27,270.0,1,1.0,1.0,9.0,201.0,131.0,12.0,14.039082802840229,0,19.4,19.4
00-0029701,R.Tannehill,2021,8,IND,23,33,265.0,3,2.0,3.0,18.0,221.0,129.0,10.0,7.834144261224225,0,21.200000000000003,21.200000000000003
00-0029701,R.Tannehill,2021,9,LA,19,27,143.0,1,1.0,3.0,18.0,109.0,103.0,9.0,-4.238887444371358,0,14.02,14.02
00-0029701,R.Tannehill,2021,10,NO,19,27,213.0,1,0.0,2.0,15.0,134.0,133.0,10.0,2.4384171865878326,0,18.619999999999997,18.619999999999997
00-0029701,R.Tannehill,2021,11,HOU,35,52,323.0,2,4.0,2.0,6.0,441.0,122.0,19.0,-9.988982106850017,0,13.220000000000002,13.220000000000002
00-0029701,R.Tannehill,2021,12,NE,11,21,93.0,1,1.0,2.0,8.0,128.0,34.0,6.0,-9.411107614283042,0,8.120000000000001,8.120000000000001
00-0029701,R.Tannehill,2021,14,JAX,20,31,191.0,0,0.0,4.0,30.0,147.0,119.0,10.0,0.756533372517054,0,16.54,16.54
00-0029701,R.Tannehill,2021,15,PIT,23,32,153.0,0,1.0,4.0,36.0,221.0,77.0,8.0,-8.646828363647383,0,9.92,9.92
00-0029701,R.Tannehill,2021,16,SF,22,29,209.0,1,0.0,4.0,21.0,230.0,63.0,11.0,7.756709570416261,0,14.559999999999999,14.559999999999999
00-0029701,R.Tannehill,2021,17,MIA,13,18,120.0,2,0.0,1.0,10.0,134.0,76.0,7.0,1.5083645741704368,0,13.5,13.5
00-0029701,R.Tannehill,2021,18,HOU,23,32,287.0,4,0.0,1.0,6.0,327.0,106.0,16.0,18.735545415315684,0,27.28,27.28
00-0029701,R.Tannehill,2021,20,CIN,15,24,220.0,1,3.0,1.0,7.0,261.0,47.0,9.0,-4.451318063815745,0,8.0,8.0
00-0030520,M.Glennon,2021,5,DAL,16,25,196.0,1,2.0,0.0,-0.0,206.0,97.0,11.0,-2.8583272549440153,0,8.04,8.04
00-0030520,M.Glennon,2021,13,MIA,23,44,187.0,0,1.0,3.0,28.0,327.0,102.0,10.0,-12.705807537086127,0,5.48,5.48
00-0030520,M.Glennon,2021,14,LAC,17,36,191.0,2,1.0,2.0,10.0,295.0,110.0,8.0,-10.443364147999091,0,18.34,18.34
00-0030520,M.Glennon,2021,15,DAL,13,24,99.0,0,3.0,0.0,-0.0,184.0,45.0,6.0,-14.41463947513613,0,-2.04,-2.04
00-0030520,M.Glennon,2021,16,PHI,17,27,93.0,1,1.0,0.0,-0.0,143.0,37.0,6.0,-4.85400537046371,0,6.82,6.82
00-0030520,M.Glennon,2021,17,CHI,4,11,24.0,0,2.0,4.0,30.0,55.0,24.0,2.0,-35.56481964356499,0,-5.74,-5.74
00-0030565,G.Smith,2021,5,LA,10,17,131.0,1,1.0,0.0,-0.0,150.0,81.0,7.0,4.380406795279016,0,9.540000000000001,9.540000000000001
00-0030565,G.Smith,2021,6,PIT,23,32,209.0,1,0.0,5.0,44.0,99.0,133.0,9.0,-7.984436925982465,0,10.26,10.26
00-0030565,G.Smith,2021,7,NO,12,22,167.0,1,0.0,5.0,38.0,219.0,108.0,6.0,-3.941079011563466,0,11.879999999999999,11.879999999999999
00-0030565,G.Smith,2021,8,JAX,20,24,195.0,2,0.0,3.0,35.0,196.0,38.0,9.0,6.308368860700456,0,22.6,22.6
00-0031237,T.Bridgewater,2021,1,NYG,28,36,264.0,2,0.0,2.0,9.0,312.0,87.0,17.0,23.347826930988465,0,20.46,20.46
00-0031237,T.Bridgewater,2021,2,JAX,26,34,328.0,2,0.0,3.0,26.0,389.0,131.0,11.0,8.952235956861413,0,21.220000000000002,21.220000000000002
00-0031237,T.Bridgewater,2021,3,NYJ,19,25,235.0,0,0.0,2.0,12.0,200.0,98.0,10.0,11.934019934421238,0,11.8,11.8
00-0031237,T.Bridgewater,2021,4,BAL,7,16,65.0,1,0.0,2.0,15.0,158.0,36.0,5.0,-6.994166627584491,0,6.8,6.8
00-0031237,T.Bridgewater,2021,5,PIT,24,38,288.0,2,1.0,2.0,20.0,336.0,63.0,14.0,8.21928222403219,0,18.62,18.62
00-0031237,T.Bridgewater,2021,6,LV,35,49,334.0,3,3.0,5.0,25.0,491.0,121.0,18.0,3.861055385361068,0,18.259999999999998,18.259999999999998
00-0031237,T.Bridgewater,2021,7,CLE,23,33,187.0,2,1.0,2.0,5.0,174.0,102.0,11.0,6.326554603932891,0,13.780000000000001,13.780000000000001
00-0031237,T.Bridgewater,2021,8,WAS,19,26,213.0,1,0.0,4.0,23.0,185.0,84.0,10.0,3.6067926516961646,0,12.62,12.62
00-0031237,T.Bridgewater,2021,9,DAL,19,28,249.0,1,0.0,4.0,32.0,225.0,145.0,9.0,8.002982814160895,1,21.86,21.86
00-0031237,T.Bridgewater,2021,10,PHI,22,36,226.0,0,0.0,1.0,14.0,208.0,120.0,9.0,-5.264816223103874,0,9.040000000000001,9.040000000000001
00-0031237,T.Bridgewater,2021,12,LAC,11,18,129.0,1,0.0,0.0,-0.0,121.0,90.0,8.0,7.753814618976321,0,16.16,16.16
00-0031237,T.Bridgewater,2021,13,KC,22,40,257.0,1,2.0,1.0,7.0,269.0,172.0,10.0,-9.98329816621786,0,11.98,11.98
00-0031237,T.Bridgewater,2021,14,DET,18,25,179.0,2,0.0,1.0,5.0,186.0,75.0,10.0,8.901604409562424,0,15.16,15.16
00-0031237,T.Bridgewater,2021,15,CIN,12,22,98.0,0,0.0,2.0,18.0,170.0,63.0,4.0,-10.708316959866966,0,4.92,4.92
00-0031280,D.Carr,2021,1,BAL,34,56,435.0,2,1.0,3.0,26.0,550.0,169.0,17.0,9.61616741518598,0,24.000000000000004,24.000000000000004
00-0031280,D.Carr,2021,2,PIT,28,37,382.0,2,0.0,2.0,9.0,303.0,154.0,17.0,20.622716487110782,0,24.18,24.18
00-0031280,D.Carr,2021,3,MIA,26,43,386.0,2,1.0,3.0,29.0,399.0,186.0,18.0,6.625039513732054,0,21.24,21.24
00-0031280,D.Carr,2021,4,LAC,21,34,196.0,2,1.0,4.0,31.0,294.0,64.0,8.0,-7.575010212823973,0,14.44,14.44
00-0031280,D.Carr,2021,5,CHI,22,35,206.0,0,1.0,3.0,18.0,319.0,109.0,7.0,-8.348696152815439,0,7.24,7.24
00-0031280,D.Carr,2021,6,DEN,18,27,341.0,2,0.0,2.0,1.0,320.0,128.0,11.0,16.494320422538213,0,21.54,21.54
00-0031280,D.Carr,2021,7,PHI,31,34,323.0,2,1.0,0.0,-0.0,193.0,146.0,16.0,18.342778574178514,0,19.020000000000003,19.020000000000003
00-0031280,D.Carr,2021,9,NYG,30,46,296.0,1,2.0,1.0,10.0,266.0,187.0,15.0,-7.340110418810605,0,10.34,10.34
00-0031280,D.Carr,2021,10,KC,25,35,261.0,2,1.0,2.0,12.0,256.0,129.0,11.0,-0.01898514200001955,0,18.24,18.24
00-0031280,D.Carr,2021,11,CIN,19,27,215.0,1,1.0,2.0,9.0,232.0,88.0,8.0,-8.895418585720616,0,8.6,8.6
00-0031280,D.Carr,2021,12,DAL,24,39,373.0,1,0.0,3.0,7.0,376.0,224.0,14.0,7.77053394097753,0,21.020000000000003,21.020000000000003
00-0031280,D.Carr,2021,13,WAS,28,38,249.0,0,0.0,2.0,15.0,357.0,133.0,14.0,0.3422640904803007,0,12.360000000000001,12.360000000000001
00-0031280,D.Carr,2021,14,KC,33,45,263.0,1,1.0,4.0,17.0,193.0,189.0,13.0,-3.004427570980563,0,10.52,10.52
00-0031280,D.Carr,2021,15,CLE,25,38,236.0,1,1.0,2.0,6.0,331.0,108.0,14.0,-0.5174524505417213,0,10.139999999999999,10.139999999999999
00-0031280,D.Carr,2021,16,DEN,20,25,201.0,1,1.0,2.0,19.0,141.0,73.0,11.0,-5.2079734207533885,0,8.540000000000001,8.540000000000001
00-0031280,D.Carr,2021,17,IND,24,31,255.0,1,2.0,2.0,14.0,274.0,98.0,13.0,5.657450032503069,0,10.200000000000001,10.200000000000001
00-0031280,D.Carr,2021,18,LAC,20,36,186.0,2,0.0,3.0,18.0,280.0,98.0,10.0,-4.26167770146934,0,15.340000000000002,15.340000000000002
00-0031280,D.Carr,2021,19,CIN,29,54,310.0,1,1.0,3.0,28.0,411.0,123.0,15.0,-0.04562368275105766,0,14.399999999999999,14.399999999999999
00-0031345,J.Garoppolo,2021,1,DET,17,25,314.0,1,0.0,1.0,8.0,162.0,188.0,12.0,20.323549204891922,0,14.760000000000002,14.760000000000002
00-0031345,J.Garoppolo,2021,2,PHI,22,30,189.0,1,0.0,0.0,-0.0,119.0,127.0,9.0,6.493261843919754,0,19.560000000000002,19.560000000000002
00-0031345,J.Garoppolo,2021,3,GB,25,40,257.0,2,1.0,4.0,26.0,261.0,114.0,15.0,0.668321106757503,0,14.68,14.68
00-0031345,J.Garoppolo,2021,4,SEA,14,23,165.0,1,1.0,1.0,7.0,225.0,56.0,8.0,-1.2354330546405947,0,8.600000000000001,8.600000000000001
00-0031345,J.Garoppolo,2021,7,IND,16,27,181.0,1,2.0,2.0,12.0,237.0,49.0,8.0,-9.726977914469124,0,5.24,5.24
00-0031345,J.Garoppolo,2021,8,CHI,17,28,322.0,0,0.0,0.0,-0.0,248.0,163.0,12.0,14.655104244711628,1,27.28,27.28
00-0031345,J.Garoppolo,2021,9,ARI,28,40,326.0,2,1.0,5.0,28.0,355.0,132.0,17.0,5.565750387798158,0,19.34,19.34
00-0031345,J.Garoppolo,2021,10,LA,15,19,182.0,2,0.0,1.0,3.0,125.0,93.0,9.0,15.410127189994908,0,15.38,15.38
00-0031345,J.Garoppolo,2021,11,JAX,16,22,176.0,2,0.0,2.0,14.0,141.0,71.0,8.0,10.037806228449242,0,15.639999999999999,15.639999999999999
00-0031345,J.Garoppolo,2021,12,MIN,17,26,230.0,1,1.0,2.0,15.0,227.0,124.0,10.0,3.2568196143819588,0,11.200000000000001,11.200000000000001
00-0031345,J.Garoppolo,2021,13,SEA,20,30,299.0,2,2.0,1.0,5.0,218.0,165.0,11.0,1.7457135824833154,0,15.96,15.96
00-0031345,J.Garoppolo,2021,14,CIN,27,41,296.0,2,0.0,5.0,41.0,361.0,123.0,14.0,6.742630965968724,0,20.14,20.14
00-0031345,J.Garoppolo,2021,15,ATL,18,23,235.0,1,0.0,0.0,-0.0,132.0,148.0,11.0,12.071358914410649,0,13.8,13.8
00-0031345,J.Garoppolo,2021,16,TEN,26,35,322.0,1,2.0,2.0,16.0,226.0,241.0,14.0,3.3737984425484306,0,13.180000000000003,13.180000000000003
00-0031345,J.Garoppolo,2021,18,LA,23,32,316.0,1,2.0,3.0,26.0,269.0,172.0,14.0,3.6930297855051935,0,12.74,12.74
00-0031345,J.Garoppolo,2021,19,DAL,16,25,172.0,0,1.0,0.0,-0.0,154.0,89.0,10.0,0.15928061730018528,0,4.9799999999999995,4.9799999999999995
00-0031345,J.Garoppolo,2021,20,GB,11,19,131.0,0,1.0,4.0,25.0,109.0,86.0,7.0,-7.507692491535707,0,3.24,3.24
00-0031345,J.Garoppolo,2021,21,LA,16,30,232.0,2,1.0,0.0,-0.0,163.0,143.0,13.0,6.097215062356554,0,15.680000000000001,15.680000000000001
00-0031395,G.Gilbert,2021,15,PHI,20,31,194.0,0,0.0,2.0,20.0,197.0,97.0,8.0,-2.7503931065014506,0,7.76,7.76
00-0031503,J.Winston,2021,1,GB,14,20,148.0,5,0.0,0.0,-0.0,152.0,55.0,9.0,16.496806407895363,0,29.62,29.62
00-0031503,J.Winston,2021,2,CAR,11,22,111.0,0,2.0,4.0,31.0,159.0,47.0,3.0,-18.644943965482526,0,8.34,8.34
00-0031503,J.Winston,2021,3,NE,13,21,128.0,2,0.0,3.0,18.0,203.0,51.0,9.0,5.266919137182413,0,13.520000000000001,13.520000000000001
00-0031503,J.Winston,2021,4,NYG,17,23,226.0,1,0.0,0.0,-0.0,146.0,111.0,11.0,10.945807373695482,0,13.040000000000001,13.040000000000001
00-0031503,J.Winston,2021,5,WAS,15,30,279.0,4,1.0,2.0,8.0,365.0,126.0,12.0,7.178353586350568,0,25.76,25.76
00-0031503,J.Winston,2021,7,SEA,19,35,222.0,1,0.0,2.0,12.0,297.0,151.0,10.0,-0.3058422738265061,0,16.880000000000003,16.880000000000003
00-0031503,J.Winston,2021,8,TB,6,10,56.0,1,0.0,0.0,-0.0,18.0,37.0,2.0,0.8732867731014267,0,10.24,10.24
00-0031800,T.Heinicke,2021,1,LAC,11,15,122.0,1,0.0,0.0,-0.0,111.0,38.0,6.0,4.827129709271377,0,10.579999999999998,10.579999999999998
00-0031800,T.Heinicke,2021,2,NYG,34,46,336.0,2,1.0,1.0,16.0,349.0,147.0,13.0,0.8998188091411343,0,20.04,20.04
00-0031800,T.Heinicke,2021,3,BUF,14,24,212.0,2,2.0,1.0,-0.0,165.0,148.0,8.0,4.850079666357487,0,21.380000000000003,20.380000000000003
00-0031800,T.Heinicke,2021,4,ATL,23,33,290.0,3,0.0,1.0,-0.0,295.0,144.0,16.0,19.02500563904515,0,27.900000000000002,27.900000000000002
00-0031800,T.Heinicke,2021,5,NO,20,41,248.0,0,2.0,2.0,6.0,398.0,108.0,11.0,-12.362267203228157,0,9.92,9.92
00-0031800,T.Heinicke,2021,6,KC,24,39,182.0,1,1.0,0.0,-0.0,275.0,133.0,8.0,-5.7160549873900806,0,9.280000000000001,9.280000000000001
00-0031800,T.Heinicke,2021,7,GB,25,37,268.0,1,1.0,4.0,33.0,257.0,132.0,15.0,-10.54509391379168,0,20.22,20.22
00-0031800,T.Heinicke,2021,8,DEN,24,39,270.0,1,2.0,5.0,40.0,285.0,185.0,14.0,-2.6340960096606203,0,11.8,11.8
00-0031800,T.Heinicke,2021,10,TB,26,32,256.0,1,0.0,5.0,30.0,231.0,94.0,13.0,8.659610157080204,0,15.74,15.74
00-0031800,T.Heinicke,2021,11,CAR,16,22,206.0,3,0.0,3.0,27.0,241.0,53.0,10.0,13.535312793275807,0,23.14,23.14
00-0031800,T.Heinicke,2021,12,SEA,27,35,223.0,1,1.0,1.0,4.0,189.0,161.0,13.0,6.288837717113919,0,11.22,11.22
00-0031800,T.Heinicke,2021,13,LV,23,30,196.0,2,1.0,1.0,10.0,202.0,84.0,12.0,5.529682868858799,0,14.84,14.84
00-0031800,T.Heinicke,2021,14,DAL,11,25,122.0,1,1.0,4.0,46.0,275.0,57.0,5.0,-23.94232536898926,0,7.68,7.68
00-0031800,T.Heinicke,2021,16,DAL,7,22,121.0,1,2.0,4.0,16.0,181.0,71.0,5.0,-22.93075953796506,0,4.74,4.74
00-0031800,T.Heinicke,2021,17,PHI,27,36,247.0,0,1.0,3.0,29.0,181.0,133.0,14.0,-4.650787843743796,0,9.280000000000001,9.280000000000001
00-0031800,T.Heinicke,2021,18,NYG,9,18,120.0,0,0.0,3.0,21.0,144.0,59.0,4.0,-7.350408074542608,0,5.1,5.1
00-0032156,T.Siemian,2021,8,TB,16,29,159.0,1,0.0,1.0,6.0,171.0,67.0,10.0,-0.7507225391743462,0,10.559999999999999,10.559999999999999
00-0032156,T.Siemian,2021,9,ATL,25,41,249.0,2,0.0,1.0,15.0,298.0,118.0,15.0,-4.984132351300987,0,15.96,15.96
00-0032156,T.Siemian,2021,10,TEN,19,34,298.0,2,0.0,4.0,22.0,322.0,120.0,13.0,6.6934738527601425,0,19.92,19.92
00-0032156,T.Siemian,2021,11,PHI,22,40,214.0,3,2.0,0.0,-0.0,273.0,70.0,12.0,-7.30810370815888,0,24.160000000000004,24.160000000000004
00-0032156,T.Siemian,2021,12,BUF,17,29,163.0,1,1.0,2.0,17.0,169.0,92.0,7.0,-4.158244534570258,0,8.82,8.82
00-0032156,T.Siemian,2021,18,ATL,9,15,71.0,2,0.0,1.0,4.0,96.0,40.0,4.0,3.8034235922098327,0,10.74,10.74
00-0032245,S.Mannion,2021,17,GB,22,36,189.0,1,0.0,2.0,15.0,233.0,94.0,8.0,-10.911595458092904,0,12.96,12.96
00-0032268,M.Mariota,2021,1,BAL,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,3.1,3.1
00-0032268,M.Mariota,2021,7,PHI,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.4,0.4
00-0032268,M.Mariota,2021,9,NYG,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.6000000000000001,0.6000000000000001
00-0032268,M.Mariota,2021,12,DAL,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,6.4,6.4
00-0032268,M.Mariota,2021,15,CLE,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.30000000000000004,0.30000000000000004
00-0032268,M.Mariota,2021,17,IND,0,1,0.0,0,0.0,0.0,-0.0,35.0,0.0,0.0,-0.5612619514577091,0,1.6,1.6
00-0032268,M.Mariota,2021,18,LAC,1,1,4.0,0,0.0,0.0,-0.0,-4.0,8.0,0.0,-0.15916647401172668,0,2.4600000000000004,2.4600000000000004
00-0032434,B.Allen,2021,6,DET,1,1,7.0,1,0.0,0.0,-0.0,0.0,7.0,1.0,1.6770280594355427,0,3.9800000000000004,3.9800000000000004
00-0032434,B.Allen,2021,9,CLE,1,2,6.0,0,0.0,0.0,-0.0,4.0,4.0,0.0,-0.482784754189197,0,0.24,0.24
00-0032434,B.Allen,2021,12,PIT,0,1,0.0,0,0.0,0.0,-0.0,6.0,0.0,0.0,-1.0887799442280084,0,-0.1,-0.1
00-0032434,B.Allen,2021,17,KC,0,1,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.43665925438028275,0,0.0,0.0
00-0032434,B.Allen,2021,18,CLE,15,29,136.0,1,0.0,4.0,33.0,164.0,109.0,4.0,-10.31388957624258,0,9.740000000000002,9.740000000000002
00-0032950,C.Wentz,2021,1,SEA,25,38,251.0,2,0.0,3.0,28.0,208.0,148.0,14.0,0.3033420569808616,0,18.34,18.34
00-0032950,C.Wentz,2021,2,LA,20,31,247.0,1,1.0,3.0,27.0,231.0,125.0,11.0,-2.324883806624108,1,17.580000000000002,17.580000000000002
00-0032950,C.Wentz,2021,3,TEN,19,37,194.0,0,0.0,2.0,16.0,198.0,114.0,8.0,-8.559545816927763,0,7.76,7.76
00-0032950,C.Wentz,2021,4,MIA,24,32,228.0,2,0.0,2.0,18.0,282.0,69.0,9.0,9.914629933273302,0,17.92,17.92
00-0032950,C.Wentz,2021,5,BAL,25,35,402.0,2,0.0,2.0,12.0,204.0,225.0,16.0,17.466276712550595,0,22.580000000000002,22.580000000000002
00-0032950,C.Wentz,2021,6,HOU,11,20,223.0,2,0.0,2.0,9.0,244.0,52.0,8.0,6.661802014852183,0,17.020000000000003,17.020000000000003
00-0032950,C.Wentz,2021,7,SF,17,26,150.0,2,0.0,1.0,3.0,191.0,70.0,6.0,-3.2269901294828305,0,20.3,20.3
00-0032950,C.Wentz,2021,8,TEN,27,51,231.0,3,2.0,1.0,7.0,506.0,120.0,10.0,-13.008449625469806,0,18.340000000000003,18.340000000000003
00-0032950,C.Wentz,2021,9,NYJ,22,30,272.0,3,0.0,1.0,-0.0,269.0,159.0,17.0,15.912245496689561,0,24.180000000000003,24.180000000000003
00-0032950,C.Wentz,2021,10,JAX,22,34,180.0,0,0.0,1.0,12.0,166.0,103.0,9.0,-3.1665616868746844,0,7.1000000000000005,7.1000000000000005
00-0032950,C.Wentz,2021,11,BUF,11,20,106.0,1,0.0,0.0,-0.0,117.0,58.0,6.0,5.545107355616542,0,10.040000000000001,10.040000000000001
00-0032950,C.Wentz,2021,12,TB,27,44,306.0,3,2.0,3.0,21.0,408.0,92.0,15.0,0.9879398207622927,0,20.340000000000003,20.340000000000003
00-0032950,C.Wentz,2021,13,HOU,16,22,158.0,1,0.0,1.0,7.0,154.0,76.0,8.0,2.608647358213898,0,11.120000000000001,11.120000000000001
00-0032950,C.Wentz,2021,15,NE,5,12,57.0,1,1.0,1.0,8.0,112.0,30.0,3.0,-7.869018865926678,0,5.98,5.98
00-0032950,C.Wentz,2021,16,ARI,18,28,225.0,2,0.0,2.0,5.0,190.0,87.0,11.0,8.960767790061327,0,17.4,17.4
00-0032950,C.Wentz,2021,17,LV,16,27,148.0,1,0.0,1.0,8.0,158.0,51.0,6.0,-5.402740011091197,0,10.92,10.92
00-0032950,C.Wentz,2021,18,JAX,17,29,185.0,1,1.0,6.0,46.0,299.0,71.0,8.0,-11.95583859655624,1,11.100000000000001,11.100000000000001
00-0033077,D.Prescott,2021,1,TB,42,58,403.0,3,1.0,1.0,12.0,382.0,198.0,21.0,14.206178918211203,0,27.42,27.42
00-0033077,D.Prescott,2021,2,LAC,23,27,237.0,0,1.0,2.0,16.0,137.0,161.0,13.0,-1.6675555825016857,0,7.48,7.48
00-0033077,D.Prescott,2021,3,PHI,21,26,238.0,3,0.0,4.0,18.0,243.0,103.0,14.0,11.571619776455918,0,20.12,20.12
00-0033077,D.Prescott,2021,4,CAR,14,22,188.0,4,0.0,0.0,-0.0,157.0,90.0,10.0,8.515061382902786,0,27.02,27.02
00-0033077,D.Prescott,2021,5,NYG,22,32,302.0,3,1.0,2.0,10.0,276.0,106.0,12.0,10.34402739515805,0,20.68,20.68
00-0033077,D.Prescott,2021,6,NE,36,51,445.0,3,1.0,0.0,-0.0,458.0,197.0,25.0,23.442623612446283,0,26.8,26.8
00-0033077,D.Prescott,2021,9,DEN,19,39,232.0,2,1.0,2.0,20.0,469.0,106.0,11.0,-8.322385287377983,0,18.880000000000003,18.880000000000003
00-0033077,D.Prescott,2021,10,ATL,24,31,296.0,2,0.0,0.0,-0.0,179.0,168.0,14.0,22.65943548872019,0,26.34,26.34
00-0033077,D.Prescott,2021,11,KC,28,43,216.0,0,2.0,5.0,22.0,325.0,150.0,14.0,-15.437383575127024,0,2.6400000000000006,2.6400000000000006
00-0033077,D.Prescott,2021,12,LV,32,47,375.0,2,0.0,1.0,2.0,351.0,158.0,13.0,7.043333856247461,1,25.3,25.3
00-0033077,D.Prescott,2021,13,NO,26,40,238.0,1,1.0,1.0,7.0,337.0,93.0,10.0,-8.3563032825659,0,11.219999999999999,11.219999999999999
00-0033077,D.Prescott,2021,14,WAS,22,39,211.0,1,2.0,4.0,10.0,243.0,104.0,11.0,-11.266134685934041,0,9.94,9.94
00-0033077,D.Prescott,2021,15,NYG,28,37,217.0,1,0.0,3.0,14.0,227.0,96.0,14.0,0.3544087269654437,0,10.58,10.58
00-0033077,D.Prescott,2021,16,WAS,28,39,330.0,4,0.0,3.0,11.0,431.0,102.0,18.0,18.80310145180556,0,31.300000000000004,31.300000000000004
00-0033077,D.Prescott,2021,17,ARI,24,38,226.0,3,0.0,1.0,1.0,186.0,109.0,14.0,11.934281810958828,1,23.04,23.04
00-0033077,D.Prescott,2021,18,PHI,21,27,295.0,5,0.0,1.0,1.0,228.0,87.0,13.0,25.244150168401422,0,31.8,31.8
00-0033077,D.Prescott,2021,19,SF,23,43,254.0,1,1.0,5.0,40.0,372.0,98.0,11.0,-14.055358915083861,0,20.86,20.86
00-0033106,J.Goff,2021,1,SF,38,57,338.0,3,1.0,3.0,24.0,351.0,190.0,19.0,-8.954857373831633,2,28.919999999999998,28.919999999999998
00-0033106,J.Goff,2021,2,GB,26,36,246.0,2,1.0,1.0,10.0,234.0,158.0,11.0,-0.5681896907650792,0,18.44,18.44
00-0033106,J.Goff,2021,3,BAL,22,30,217.0,0,0.0,2.0,25.0,144.0,167.0,13.0,3.139432267693337,0,9.08,9.08
00-0033106,J.Goff,2021,4,CHI,24,38,299.0,2,0.0,4.0,38.0,326.0,140.0,15.0,4.7839747601537965,0,16.76,16.76
00-0033106,J.Goff,2021,5,MIN,21,35,203.0,0,1.0,4.0,23.0,227.0,146.0,11.0,-15.135027838466549,1,6.120000000000001,6.120000000000001
00-0033106,J.Goff,2021,6,CIN,28,42,202.0,0,1.0,1.0,10.0,268.0,89.0,12.0,-8.064823777547957,1,8.18,8.18
00-0033106,J.Goff,2021,7,LA,22,36,268.0,1,2.0,2.0,7.0,132.0,187.0,10.0,-1.5572640241672007,0,11.020000000000001,11.020000000000001
00-0033106,J.Goff,2021,8,PHI,25,34,222.0,0,0.0,5.0,45.0,199.0,117.0,11.0,-10.581257348461845,0,8.88,8.88
00-0033106,J.Goff,2021,10,PIT,14,25,114.0,0,0.0,4.0,37.0,134.0,84.0,5.0,-12.156797073417778,0,4.5600000000000005,4.5600000000000005
00-0033106,J.Goff,2021,12,CHI,21,25,171.0,2,0.0,1.0,8.0,162.0,80.0,8.0,0.9617328613530844,0,12.84,12.84
00-0033106,J.Goff,2021,13,MIN,25,41,296.0,3,1.0,3.0,24.0,330.0,90.0,14.0,3.678495117768613,0,19.94,19.94
00-0033106,J.Goff,2021,14,DEN,24,39,215.0,1,1.0,2.0,17.0,278.0,89.0,9.0,-8.548757522515736,0,11.6,11.6
00-0033106,J.Goff,2021,15,ARI,21,26,216.0,3,0.0,2.0,4.0,152.0,94.0,13.0,13.53759341259456,0,20.64,20.64
00-0033106,J.Goff,2021,18,GB,21,30,238.0,2,0.0,1.0,8.0,211.0,123.0,11.0,10.669662685257045,0,17.52,17.52
00-0033119,J.Brissett,2021,1,NE,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.4,0.4
00-0033119,J.Brissett,2021,2,BUF,24,40,169.0,0,1.0,4.0,24.0,218.0,65.0,9.0,-14.200013527122792,0,5.56,5.56
00-0033119,J.Brissett,2021,3,LV,32,49,215.0,0,0.0,2.0,18.0,391.0,73.0,13.0,-3.349617883618241,1,20.3,20.3
00-0033119,J.Brissett,2021,4,IND,20,30,199.0,2,0.0,3.0,31.0,230.0,59.0,10.0,-0.5592807053368256,0,14.760000000000002,14.760000000000002
00-0033119,J.Brissett,2021,5,TB,27,39,275.0,2,1.0,3.0,13.0,250.0,159.0,13.0,-1.0711508998132495,0,15.0,15.0
00-0033119,J.Brissett,2021,6,JAX,1,1,25.0,0,0.0,0.0,-0.0,23.0,2.0,1.0,2.2277986847329885,0,1.0,1.0
00-0033119,J.Brissett,2021,9,HOU,26,43,244.0,1,2.0,4.0,29.0,396.0,78.0,16.0,-3.208619176936077,0,8.459999999999999,8.459999999999999
00-0033119,J.Brissett,2021,10,BAL,11,23,156.0,0,0.0,2.0,17.0,195.0,72.0,7.0,-1.9951431002934616,0,6.640000000000001,6.640000000000001
00-0033119,J.Brissett,2021,15,NYJ,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.2,0.2
00-0033119,J.Brissett,2021,16,NO,0,0,0.0,0,0.0,1.0,-0.0,0.0,0.0,0.0,-1.7549947032239288,0,0.0,0.0
00-0033275,P.Walker,2021,7,NYG,3,14,33.0,0,0.0,3.0,16.0,171.0,12.0,2.0,-13.290193931781687,0,2.62,2.62
00-0033275,P.Walker,2021,8,ATL,0,1,0.0,0,0.0,0.0,-0.0,1.0,0.0,0.0,-0.2575570060289465,0,-0.1,-0.1
00-0033275,P.Walker,2021,10,ARI,22,29,167.0,0,1.0,0.0,-0.0,118.0,98.0,9.0,4.3753472688529405,1,5.279999999999999,5.279999999999999
00-0033275,P.Walker,2021,12,MIA,5,10,87.0,0,1.0,4.0,31.0,160.0,8.0,3.0,-5.332400707877241,0,1.48,1.48
00-0033275,P.Walker,2021,14,ATL,6,12,75.0,1,1.0,0.0,-0.0,144.0,19.0,5.0,-0.99732152724755,0,4.5,4.5
