player_id,player_name,season,week,opponent_team,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,fantasy_points_ppr,fantasy_points
00-0033871,C.Davis,2020,15,DET,4,6,110.0,1,0.0,0.0,93.0,40.0,4.0,7.141673536418239,0,21.0,17.0
00-0033871,C.Davis,2020,16,GB,0,2,0.0,0,0.0,0.0,21.0,0.0,0.0,-1.2664566568564624,0,0.0,0.0
00-0033871,C.Davis,2020,17,HOU,5,11,39.0,0,0.0,0.0,150.0,14.0,2.0,-1.9283990685698351,0,8.9,3.9000000000000004
00-0033871,C.Davis,2020,18,BAL,0,2,0.0,0,0.0,0.0,12.0,0.0,0.0,-3.2486299645715486,0,0.0,0.0
00-0033891,Z.Jones,2020,2,NO,1,1,15.0,1,0.0,0.0,15.0,0.0,1.0,3.7081794434343465,0,8.5,7.5
00-0033891,Z.Jones,2020,3,NE,3,3,32.0,0,0.0,0.0,14.0,18.0,2.0,1.7326763481250964,0,6.2,3.2
00-0033891,Z.Jones,2020,4,BUF,4,7,32.0,0,0.0,0.0,57.0,12.0,1.0,-0.33101212087785825,0,7.2,3.2
00-0033891,Z.Jones,2020,5,KC,1,1,2.0,0,0.0,0.0,1.0,1.0,0.0,-0.6134334540693089,0,1.2,0.2
00-0033891,Z.Jones,2020,10,DEN,1,1,6.0,0,0.0,0.0,0.0,6.0,0.0,-0.014342232432682067,0,1.6,0.6000000000000001
00-0033891,Z.Jones,2020,11,KC,1,1,18.0,0,0.0,0.0,0.0,18.0,1.0,0.9870639126747847,0,2.8,1.8
00-0033891,Z.Jones,2020,12,ATL,1,1,3.0,0,0.0,0.0,-3.0,6.0,0.0,-0.45400934386998415,0,1.3,0.30000000000000004
00-0033891,Z.Jones,2020,13,NYJ,0,1,0.0,0,0.0,0.0,2.0,0.0,0.0,-0.868041860871017,0,0.0,0.0
00-0033891,Z.Jones,2020,14,IND,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,1.16,1.16
00-0033891,Z.Jones,2020,15,LAC,1,2,9.0,0,0.0,0.0,14.0,0.0,0.0,-6.723089745675679,0,1.9,0.9
00-0033891,Z.Jones,2020,17,DEN,1,2,37.0,0,0.0,0.0,42.0,4.0,1.0,1.4133446394698694,0,4.7,3.7
00-0033908,C.Kupp,2020,1,DAL,4,5,40.0,0,0.0,0.0,19.0,18.0,3.0,2.7863074742377094,0,8.0,4.0
00-0033908,C.Kupp,2020,2,PHI,5,6,81.0,0,0.0,0.0,26.0,55.0,5.0,8.575829523033462,0,15.0,10.0
00-0033908,C.Kupp,2020,3,BUF,9,10,107.0,1,0.0,0.0,72.0,43.0,6.0,7.334100115695037,0,25.700000000000003,16.700000000000003
00-0033908,C.Kupp,2020,4,NYG,5,7,69.0,1,0.0,0.0,53.0,51.0,1.0,2.2089034249074757,0,17.7,12.7
00-0033908,C.Kupp,2020,5,WAS,5,8,66.0,0,0.0,0.0,51.0,50.0,2.0,1.3460704005144102,0,11.600000000000001,6.6000000000000005
00-0033908,C.Kupp,2020,6,SF,3,9,11.0,0,0.0,0.0,120.0,5.0,1.0,-5.772458894760348,0,4.1,1.1
00-0033908,C.Kupp,2020,7,CHI,6,6,43.0,0,0.0,0.0,21.0,22.0,2.0,1.425184887018986,0,11.9,5.9
00-0033908,C.Kupp,2020,8,MIA,11,20,110.0,0,0.0,0.0,144.0,61.0,4.0,-7.224723088787869,0,22.0,11.0
00-0033908,C.Kupp,2020,10,SEA,5,7,50.0,0,0.0,0.0,60.0,20.0,1.0,-1.0528324023611835,0,10.0,5.0
00-0033908,C.Kupp,2020,11,TB,11,13,145.0,0,0.0,0.0,66.0,74.0,6.0,10.517865901405457,0,25.5,14.5
00-0033908,C.Kupp,2020,12,SF,2,5,41.0,0,0.0,0.0,35.0,30.0,1.0,-8.952585584882277,0,6.1000000000000005,4.1000000000000005
00-0033908,C.Kupp,2020,13,ARI,8,9,73.0,0,0.0,0.0,23.0,50.0,4.0,5.8236893760561035,0,15.3,7.300000000000001
00-0033908,C.Kupp,2020,14,NE,5,5,33.0,1,0.0,0.0,30.0,3.0,2.0,2.1188696683966555,0,14.3,9.3
00-0033908,C.Kupp,2020,15,NYJ,5,5,39.0,0,0.0,0.0,17.0,22.0,1.0,0.5640560101310257,0,8.9,3.9000000000000004
00-0033908,C.Kupp,2020,16,SEA,8,9,66.0,0,0.0,0.0,45.0,21.0,6.0,8.649418567540124,0,14.600000000000001,6.6000000000000005
00-0033908,C.Kupp,2020,18,SEA,4,9,78.0,0,0.0,0.0,161.0,7.0,3.0,2.677007570513524,0,11.8,7.800000000000001
00-0033911,T.Taylor,2020,12,JAX,0,1,0.0,0,0.0,0.0,15.0,0.0,0.0,-0.49715586588717997,0,0.0,0.0
00-0033921,C.Godwin,2020,1,NO,6,7,79.0,0,0.0,0.0,70.0,26.0,3.0,7.714150892657926,0,13.9,7.9
00-0033921,C.Godwin,2020,3,DEN,5,6,64.0,1,0.0,0.0,41.0,26.0,3.0,7.72260390286101,0,17.4,12.4
00-0033921,C.Godwin,2020,6,GB,5,7,48.0,0,0.0,0.0,34.0,27.0,2.0,2.2615258506848477,0,9.8,4.800000000000001
00-0033921,C.Godwin,2020,7,LV,9,9,88.0,1,0.0,0.0,61.0,27.0,7.0,9.274685075855814,0,23.8,14.8
00-0033921,C.Godwin,2020,9,NO,3,6,41.0,0,0.0,0.0,90.0,4.0,1.0,-1.174245971732426,0,7.1000000000000005,4.1000000000000005
00-0033921,C.Godwin,2020,10,CAR,6,6,92.0,0,0.0,0.0,45.0,47.0,4.0,6.792142165184487,0,15.200000000000001,9.200000000000001
00-0033921,C.Godwin,2020,11,LA,7,10,53.0,1,0.0,0.0,69.0,27.0,4.0,-6.131877121515572,0,18.3,11.3
00-0033921,C.Godwin,2020,12,KC,8,9,97.0,0,0.0,0.0,85.0,21.0,4.0,6.801139786693966,0,17.700000000000003,9.700000000000001
00-0033921,C.Godwin,2020,14,MIN,2,3,25.0,0,0.0,0.0,40.0,7.0,2.0,1.0032194555387832,0,4.5,2.5
00-0033921,C.Godwin,2020,15,ATL,4,5,36.0,1,1.0,0.0,40.0,18.0,3.0,4.316554316261318,0,13.6,9.6
00-0033921,C.Godwin,2020,16,DET,5,9,84.0,1,0.0,0.0,144.0,16.0,5.0,3.85698936751578,0,19.4,14.4
00-0033921,C.Godwin,2020,17,ATL,5,7,133.0,2,0.0,0.0,139.0,34.0,5.0,12.751610652485397,0,30.3,25.3
00-0033921,C.Godwin,2020,18,WAS,5,12,79.0,1,0.0,0.0,130.0,25.0,3.0,2.3299871297032744,0,18.9,13.9
00-0033921,C.Godwin,2020,19,NO,4,7,34.0,0,0.0,0.0,53.0,33.0,2.0,0.9419342146138661,0,7.4,3.4000000000000004
00-0033921,C.Godwin,2020,20,GB,5,9,110.0,0,0.0,0.0,145.0,34.0,5.0,9.855623121082317,0,16.6,11.600000000000001
00-0033921,C.Godwin,2020,21,KC,2,4,9.0,0,0.0,0.0,12.0,12.0,0.0,-2.4981325352564454,0,2.9,0.9
00-0033932,K.Golladay,2020,3,ARI,6,7,57.0,1,0.0,0.0,76.0,9.0,4.0,4.454645006597275,0,17.7,11.7
00-0033932,K.Golladay,2020,4,NO,4,8,62.0,1,0.0,0.0,91.0,11.0,4.0,6.532324455620255,0,16.2,12.2
00-0033932,K.Golladay,2020,6,JAX,4,6,105.0,0,0.0,0.0,120.0,14.0,3.0,6.9782154478249945,0,14.5,10.5
00-0033932,K.Golladay,2020,7,ATL,6,7,114.0,0,0.0,0.0,125.0,4.0,5.0,6.881773710276396,0,17.4,11.4
00-0033932,K.Golladay,2020,8,IND,0,4,0.0,0,0.0,0.0,54.0,0.0,0.0,-3.184501630370505,0,0.0,0.0
00-0033943,J.Reynolds,2020,1,DAL,1,1,17.0,0,0.0,0.0,4.0,13.0,1.0,2.198585851700045,0,2.7,1.7000000000000002
00-0033943,J.Reynolds,2020,2,PHI,2,2,33.0,0,0.0,0.0,21.0,12.0,2.0,2.237933950324077,0,5.300000000000001,3.3000000000000003
00-0033943,J.Reynolds,2020,3,BUF,4,5,60.0,0,0.0,0.0,67.0,11.0,3.0,0.9218545109033585,0,10.0,6.0
00-0033943,J.Reynolds,2020,4,NYG,3,4,25.0,0,1.0,0.0,43.0,3.0,2.0,0.7434548942837864,0,5.5,2.5
00-0033943,J.Reynolds,2020,5,WAS,2,4,46.0,0,0.0,0.0,54.0,9.0,2.0,0.7771645054453984,0,6.6000000000000005,4.6000000000000005
00-0033943,J.Reynolds,2020,6,SF,2,5,45.0,1,0.0,0.0,98.0,0.0,1.0,-2.493907500185144,0,12.5,10.5
00-0033943,J.Reynolds,2020,7,CHI,4,8,52.0,1,0.0,0.0,141.0,20.0,4.0,5.407162319810595,0,15.2,11.2
00-0033943,J.Reynolds,2020,8,MIA,4,9,44.0,0,0.0,0.0,85.0,34.0,2.0,-0.8528690813400317,0,8.4,4.4
00-0033943,J.Reynolds,2020,10,SEA,8,10,94.0,0,0.0,0.0,101.0,36.0,5.0,6.01706936955452,0,17.4,9.4
00-0033943,J.Reynolds,2020,11,TB,3,6,32.0,0,0.0,0.0,85.0,16.0,2.0,0.316347430809401,0,6.2,3.2
00-0033943,J.Reynolds,2020,12,SF,5,6,40.0,0,0.0,0.0,65.0,22.0,1.0,0.026959609240293503,0,9.0,4.0
00-0033943,J.Reynolds,2020,13,ARI,1,1,21.0,0,0.0,0.0,16.0,5.0,1.0,1.2397112543112598,0,3.1,2.1
00-0033943,J.Reynolds,2020,14,NE,1,2,6.0,0,0.0,0.0,14.0,6.0,0.0,-0.8181815968127921,0,1.6,0.6000000000000001
00-0033943,J.Reynolds,2020,15,NYJ,2,2,9.0,0,0.0,0.0,4.0,5.0,0.0,-0.022972502862103283,0,2.9,0.9
00-0033943,J.Reynolds,2020,16,SEA,6,10,65.0,0,0.0,0.0,57.0,27.0,3.0,-0.7303146129706874,0,13.0,7.0
00-0033943,J.Reynolds,2020,17,ARI,4,6,29.0,0,0.0,0.0,31.0,6.0,2.0,-5.175252361572348,0,6.9,2.9000000000000004
00-0033943,J.Reynolds,2020,19,GB,3,4,65.0,0,0.0,0.0,47.0,23.0,3.0,4.083596898010001,0,9.5,6.5
00-0034052,B.Zylstra,2020,7,NO,1,1,4.0,0,0.0,0.0,-1.0,5.0,1.0,0.39460071932990104,0,1.4,0.4
00-0034052,B.Zylstra,2020,9,KC,1,1,28.0,0,0.0,0.0,18.0,10.0,1.0,4.732203070423566,0,3.8000000000000003,2.8000000000000003
00-0034052,B.Zylstra,2020,14,DEN,1,2,3.0,0,0.0,0.0,38.0,0.0,1.0,0.6449489885708317,0,1.3,0.30000000000000004
00-0034052,B.Zylstra,2020,15,GB,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,0.1,0.1
00-0034052,B.Zylstra,2020,16,WAS,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,6.0,6.0
00-0034054,R.Cracraft,2020,9,GB,2,5,13.0,0,0.0,0.0,41.0,0.0,1.0,-2.5040160747825695,0,3.3,1.3
00-0034054,R.Cracraft,2020,15,DAL,2,2,11.0,0,0.0,0.0,7.0,4.0,0.0,0.6596177491964146,0,3.1,1.1
00-0034054,R.Cracraft,2020,17,SEA,2,2,17.0,0,0.0,0.0,10.0,7.0,1.0,2.0801188811892644,0,3.7,1.7000000000000002
00-0034081,S.Mitchell,2020,14,CHI,3,5,38.0,0,0.0,0.0,65.0,8.0,2.0,2.0564334921655245,0,6.800000000000001,3.8000000000000003
00-0034081,S.Mitchell,2020,16,CIN,1,2,2.0,0,0.0,0.0,27.0,0.0,0.0,-1.0168787948205136,0,1.2,0.2
00-0034081,S.Mitchell,2020,17,TEN,1,1,20.0,0,0.0,0.0,18.0,2.0,1.0,3.676970351138152,0,3.0,2.0
00-0034104,C.Sims,2020,4,BAL,2,2,17.0,0,0.0,0.0,7.0,10.0,0.0,0.09785378770902753,0,3.7,1.7000000000000002
00-0034104,C.Sims,2020,6,NYG,1,1,22.0,1,0.0,0.0,22.0,0.0,1.0,3.3796744871651754,0,9.2,8.2
00-0034104,C.Sims,2020,7,DAL,1,1,22.0,0,0.0,0.0,18.0,4.0,1.0,1.3132975385524333,0,3.2,2.2
00-0034104,C.Sims,2020,9,NYG,3,4,110.0,0,0.0,0.0,53.0,63.0,3.0,7.885159069730435,0,14.0,11.0
00-0034104,C.Sims,2020,10,DET,4,5,54.0,0,0.0,0.0,55.0,25.0,4.0,5.822484737611376,0,9.4,5.4
00-0034104,C.Sims,2020,11,CIN,2,2,20.0,0,0.0,0.0,4.0,16.0,1.0,1.6099800639785826,0,4.0,2.0
00-0034104,C.Sims,2020,13,PIT,5,9,92.0,0,0.0,0.0,77.0,59.0,3.0,4.889994913085014,0,14.200000000000001,9.200000000000001
00-0034104,C.Sims,2020,14,SF,1,2,8.0,0,0.0,0.0,28.0,0.0,0.0,-2.573473252588883,0,2.3,1.3
00-0034104,C.Sims,2020,15,SEA,5,8,26.0,0,0.0,0.0,73.0,4.0,1.0,-7.982162298168987,0,7.6,2.6
00-0034104,C.Sims,2020,16,CAR,3,9,63.0,0,0.0,0.0,168.0,43.0,2.0,2.2576006941076803,0,9.3,6.300000000000001
00-0034104,C.Sims,2020,17,PHI,5,5,43.0,0,0.0,0.0,18.0,25.0,2.0,2.9596943398937583,0,9.3,4.3
00-0034104,C.Sims,2020,18,TB,7,13,104.0,0,0.0,0.0,160.0,23.0,5.0,2.685119204747025,0,17.4,10.4
00-0034132,C.Blake,2020,4,GB,3,5,47.0,0,0.0,0.0,70.0,7.0,3.0,1.0573783194995485,0,7.7,4.7
00-0034132,C.Blake,2020,6,MIN,1,2,5.0,0,0.0,0.0,17.0,0.0,0.0,-1.4713209851493652,0,1.5,0.5
00-0034132,C.Blake,2020,8,CAR,2,2,14.0,0,0.0,0.0,12.0,2.0,0.0,0.2701577687985264,0,3.4000000000000004,1.4000000000000001
00-0034132,C.Blake,2020,9,DEN,3,3,31.0,0,0.0,0.0,28.0,3.0,1.0,1.5136178563698195,0,6.1,3.1
00-0034132,C.Blake,2020,11,NO,2,4,28.0,0,0.0,0.0,35.0,9.0,1.0,-1.5259004963445477,0,4.800000000000001,2.8000000000000003
00-0034132,C.Blake,2020,12,LV,1,1,17.0,0,0.0,0.0,12.0,5.0,1.0,2.26640657056123,0,2.7,1.7000000000000002
00-0034132,C.Blake,2020,15,TB,1,1,-1.0,0,0.0,0.0,-1.0,0.0,0.0,-0.7578955584322102,0,0.9,-0.1
00-0034207,J.Badet,2020,10,DET,0,1,0.0,0,0.0,0.0,25.0,0.0,0.0,-0.22888036421500146,0,0.0,0.0
00-0034267,J.Scott,2020,14,SEA,1,1,16.0,0,0.0,0.0,13.0,3.0,1.0,1.1558837895281613,0,2.6,1.6
00-0034272,M.Valdes-Scantling,2020,1,MIN,4,6,96.0,1,0.0,0.0,129.0,22.0,3.0,8.537418736435939,0,19.6,15.600000000000001
00-0034272,M.Valdes-Scantling,2020,2,DET,3,7,64.0,0,0.0,0.0,85.0,21.0,2.0,2.7313999267062172,0,9.4,6.4
00-0034272,M.Valdes-Scantling,2020,3,NO,1,4,5.0,0,0.0,0.0,98.0,1.0,0.0,-2.2574971209978685,0,1.5,0.5
00-0034272,M.Valdes-Scantling,2020,4,ATL,4,8,45.0,0,0.0,0.0,119.0,16.0,4.0,3.0106851474847645,0,8.5,4.5
00-0034272,M.Valdes-Scantling,2020,6,TB,3,5,32.0,0,0.0,0.0,131.0,11.0,2.0,1.553551074990537,0,6.2,3.2
00-0034272,M.Valdes-Scantling,2020,7,HOU,0,4,0.0,0,0.0,0.0,44.0,0.0,0.0,-4.29719349113293,0,0.9,0.9
00-0034272,M.Valdes-Scantling,2020,8,MIN,1,1,19.0,0,0.0,0.0,18.0,1.0,1.0,2.3352799313142896,0,3.3000000000000003,2.3000000000000003
00-0034272,M.Valdes-Scantling,2020,9,SF,2,4,53.0,2,0.0,0.0,60.0,1.0,2.0,4.475307664542925,0,19.3,17.3
00-0034272,M.Valdes-Scantling,2020,10,JAX,4,6,149.0,1,0.0,0.0,95.0,81.0,4.0,4.943428703234531,0,24.9,20.9
00-0034272,M.Valdes-Scantling,2020,11,IND,3,6,55.0,0,1.0,1.0,114.0,10.0,1.0,-7.583106448175386,0,6.5,3.5
00-0034272,M.Valdes-Scantling,2020,13,PHI,0,2,0.0,0,0.0,0.0,93.0,0.0,0.0,-1.2532833344303071,0,-0.4,-0.4
00-0034272,M.Valdes-Scantling,2020,14,DET,6,6,85.0,1,0.0,0.0,54.0,31.0,6.0,10.217639572219923,0,20.5,14.5
00-0034272,M.Valdes-Scantling,2020,15,CAR,0,1,0.0,0,0.0,0.0,32.0,0.0,0.0,-1.4462193180806935,0,0.0,0.0
00-0034272,M.Valdes-Scantling,2020,17,CHI,2,3,87.0,1,0.0,0.0,81.0,46.0,2.0,8.192926614545286,0,17.1,15.1
00-0034272,M.Valdes-Scantling,2020,19,LA,4,8,33.0,0,0.0,0.0,113.0,21.0,3.0,0.10509204791236204,0,7.300000000000001,3.3000000000000003
00-0034272,M.Valdes-Scantling,2020,20,TB,4,6,115.0,1,0.0,0.0,133.0,36.0,4.0,8.269323270476889,0,21.5,17.5
00-0034273,D.Ratley,2020,1,PIT,0,1,0.0,0,0.0,0.0,12.0,0.0,0.0,-0.6553085461782757,0,0.0,0.0
00-0034273,D.Ratley,2020,2,CHI,0,2,0.0,0,0.0,0.0,17.0,0.0,0.0,-1.4632510429582575,0,0.0,0.0
00-0034273,D.Ratley,2020,3,SF,1,2,29.0,0,1.0,0.0,28.0,5.0,1.0,1.5230461533747355,0,3.9000000000000004,2.9000000000000004
00-0034273,D.Ratley,2020,4,LA,3,4,34.0,0,0.0,0.0,42.0,5.0,1.0,-1.8409499015542679,0,6.4,3.4000000000000004
00-0034273,D.Ratley,2020,5,DAL,0,1,0.0,0,0.0,0.0,5.0,0.0,0.0,-1.1241991698859337,0,0.0,0.0
00-0034279,E.St. Brown,2020,6,TB,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.068284643231891,0,0.0,0.0
00-0034279,E.St. Brown,2020,8,MIN,1,3,12.0,0,0.0,0.0,62.0,1.0,1.0,-0.623011561925523,0,2.2,1.2000000000000002
00-0034279,E.St. Brown,2020,11,IND,1,1,23.0,0,0.0,0.0,-2.0,25.0,1.0,1.7879969057394192,0,3.3000000000000003,2.3000000000000003
00-0034279,E.St. Brown,2020,12,CHI,2,2,39.0,0,0.0,0.0,16.0,23.0,2.0,3.6203257543966174,0,6.6000000000000005,4.6000000000000005
00-0034279,E.St. Brown,2020,13,PHI,1,2,7.0,0,0.0,0.0,26.0,10.0,0.0,-0.5434706299565732,0,1.7000000000000002,0.7000000000000001
00-0034279,E.St. Brown,2020,14,DET,1,1,15.0,0,0.0,0.0,15.0,0.0,1.0,1.2249274952337146,0,2.5,1.5
00-0034279,E.St. Brown,2020,16,TEN,1,1,21.0,1,0.0,0.0,21.0,0.0,1.0,2.7004931510891765,0,9.1,8.1
00-0034279,E.St. Brown,2020,17,CHI,0,1,0.0,0,0.0,0.0,19.0,0.0,0.0,-1.3225757055915892,0,0.0,0.0
00-0034279,E.St. Brown,2020,19,LA,1,2,27.0,0,0.0,0.0,26.0,8.0,1.0,2.5974596333689988,0,3.7,2.7
00-0034279,E.St. Brown,2020,20,TB,1,1,10.0,0,0.0,0.0,5.0,5.0,1.0,0.8077694959938526,0,2.0,1.0
00-0034286,R.James,2020,9,GB,9,13,184.0,1,0.0,0.0,120.0,133.0,5.0,10.983673633774742,0,33.400000000000006,24.400000000000002
00-0034286,R.James,2020,10,NO,3,5,26.0,0,0.0,0.0,68.0,8.0,1.0,0.9579826430417597,0,5.6,2.6
00-0034286,R.James,2020,12,LA,1,1,29.0,0,0.0,0.0,23.0,6.0,1.0,2.4133402183651924,0,3.9000000000000004,2.9000000000000004
00-0034286,R.James,2020,14,WAS,3,3,33.0,0,0.0,0.0,12.0,21.0,3.0,3.5396342871244997,0,6.300000000000001,3.3000000000000003
00-0034286,R.James,2020,15,DAL,4,7,56.0,0,0.0,0.0,81.0,6.0,3.0,3.791055298759602,0,9.600000000000001,5.6000000000000005
00-0034286,R.James,2020,16,ARI,0,1,0.0,0,0.0,0.0,4.0,0.0,0.0,-1.46589365019463,0,0.0,0.0
00-0034286,R.James,2020,17,SEA,3,5,66.0,0,0.0,0.0,65.0,19.0,2.0,3.4427186001557857,0,9.600000000000001,6.6000000000000005
00-0034297,B.Pringle,2020,5,LV,1,1,23.0,0,0.0,0.0,10.0,13.0,1.0,3.0443508860480506,0,3.3000000000000003,2.3000000000000003
00-0034297,B.Pringle,2020,6,BUF,2,2,46.0,0,0.0,0.0,34.0,12.0,1.0,4.433808939298615,0,6.6000000000000005,4.6000000000000005
00-0034297,B.Pringle,2020,7,DEN,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,6.0,6.0
00-0034297,B.Pringle,2020,8,NYJ,3,4,22.0,0,0.0,0.0,56.0,8.0,1.0,1.8995272271567956,0,5.2,2.2
00-0034297,B.Pringle,2020,11,LV,3,4,17.0,0,0.0,0.0,27.0,11.0,3.0,0.6303753874963149,0,4.7,1.7000000000000002
00-0034297,B.Pringle,2020,17,LAC,4,6,52.0,1,0.0,0.0,46.0,24.0,3.0,5.081668737810105,0,15.2,11.2
00-0034297,B.Pringle,2020,19,CLE,2,3,14.0,0,0.0,0.0,12.0,7.0,1.0,-0.2793740852503106,0,3.4000000000000004,1.4000000000000001
00-0034297,B.Pringle,2020,20,BUF,3,5,22.0,0,0.0,0.0,30.0,5.0,1.0,0.49385958490893245,0,5.2,2.2
00-0034297,B.Pringle,2020,21,TB,1,2,3.0,0,0.0,0.0,13.0,1.0,0.0,-1.20687753893435,0,1.3,0.30000000000000004
00-0034309,C.Beebe,2020,3,TEN,1,1,7.0,0,0.0,0.0,5.0,2.0,0.0,-0.6984678637236357,0,1.7000000000000002,0.7000000000000001
00-0034309,C.Beebe,2020,5,SEA,1,2,11.0,0,0.0,0.0,9.0,6.0,1.0,2.076267788070254,0,2.1,1.1
00-0034309,C.Beebe,2020,6,ATL,2,6,13.0,0,0.0,0.0,40.0,4.0,0.0,-9.889640023524407,0,3.3,1.3
00-0034309,C.Beebe,2020,8,GB,1,1,16.0,0,0.0,0.0,5.0,11.0,1.0,2.603255307651125,0,2.6,1.6
00-0034309,C.Beebe,2020,10,CHI,2,2,16.0,0,0.0,0.0,8.0,8.0,1.0,0.8139155464014038,0,3.6,1.6
00-0034309,C.Beebe,2020,12,CAR,7,7,63.0,1,0.0,0.0,48.0,15.0,5.0,6.04362890869379,0,19.3,12.3
00-0034309,C.Beebe,2020,13,JAX,2,3,10.0,0,0.0,0.0,10.0,-1.0,0.0,0.00129629613365978,0,3.0,1.0
00-0034309,C.Beebe,2020,14,TB,0,3,0.0,0,0.0,0.0,13.0,0.0,0.0,-1.770638250745833,0,0.0,0.0
00-0034309,C.Beebe,2020,15,CHI,2,2,21.0,0,0.0,0.0,14.0,7.0,2.0,2.159424209035933,0,4.1,2.1
00-0034309,C.Beebe,2020,17,DET,2,3,44.0,1,0.0,0.0,29.0,21.0,2.0,4.763011004135478,0,12.4,10.4
00-0034317,K.Kirkwood,2020,6,CHI,1,2,13.0,0,0.0,0.0,32.0,9.0,0.0,-0.9609215835037486,0,2.3,1.3
00-0034348,C.Sutton,2020,2,PIT,3,6,66.0,0,0.0,0.0,106.0,7.0,2.0,-4.61644256112127,0,9.600000000000001,6.6000000000000005
00-0034353,A.Miller,2020,1,DET,4,6,76.0,1,0.0,0.0,109.0,8.0,4.0,6.553122934304525,0,17.6,13.600000000000001
00-0034353,A.Miller,2020,2,NYG,0,3,0.0,0,0.0,0.0,38.0,0.0,0.0,-4.592455705868371,0,0.0,0.0
00-0034353,A.Miller,2020,3,ATL,2,5,41.0,1,0.0,0.0,103.0,6.0,1.0,-0.6372619692099901,0,13.0,11.0
00-0034353,A.Miller,2020,4,IND,3,5,16.0,0,0.0,0.0,42.0,4.0,1.0,-3.8058050603140146,0,4.6,1.6
00-0034353,A.Miller,2020,5,TB,4,4,28.0,0,0.0,0.0,21.0,7.0,1.0,1.0646698458585888,0,6.800000000000001,2.8000000000000003
00-0034353,A.Miller,2020,6,CAR,3,3,8.0,0,0.0,0.0,-6.0,14.0,0.0,-1.4577223181258887,0,3.8,0.8
00-0034353,A.Miller,2020,7,LA,3,5,20.0,0,0.0,0.0,63.0,5.0,2.0,0.06615414377301931,0,5.0,2.0
00-0034353,A.Miller,2020,8,NO,8,11,73.0,0,0.0,0.0,69.0,19.0,3.0,4.4417832139263265,0,15.3,7.300000000000001
00-0034353,A.Miller,2020,9,TEN,5,8,59.0,0,1.0,1.0,59.0,16.0,3.0,0.35939643532037735,0,8.9,3.9000000000000004
00-0034353,A.Miller,2020,10,MIN,2,7,28.0,0,0.0,0.0,90.0,17.0,1.0,-8.850937666893808,0,4.800000000000001,2.8000000000000003
00-0034353,A.Miller,2020,12,GB,3,6,28.0,0,0.0,0.0,69.0,3.0,2.0,1.188760278862901,0,5.800000000000001,2.8000000000000003
00-0034353,A.Miller,2020,13,DET,5,5,56.0,0,0.0,0.0,32.0,24.0,2.0,3.186627295042854,0,10.9,5.9
00-0034353,A.Miller,2020,14,HOU,2,2,16.0,0,0.0,0.0,2.0,14.0,1.0,1.2837580653140321,0,3.6,1.6
00-0034353,A.Miller,2020,15,MIN,1,1,13.0,0,0.0,0.0,11.0,2.0,1.0,2.7254117225529626,0,2.3,1.3
00-0034353,A.Miller,2020,16,JAX,2,3,10.0,0,0.0,0.0,23.0,6.0,0.0,-1.4453770302352495,0,3.0,1.0
00-0034353,A.Miller,2020,17,GB,2,2,13.0,0,0.0,0.0,10.0,3.0,1.0,3.150297321844846,0,3.3,1.3
00-0034353,A.Miller,2020,18,NO,2,3,22.0,0,0.0,0.0,29.0,1.0,1.0,-1.01525859371759,0,4.4,2.4000000000000004
00-0034366,K.Coutee,2020,2,BAL,2,2,11.0,0,1.0,1.0,1.0,10.0,1.0,-6.964573769830167,0,1.1,-0.8999999999999999
00-0034366,K.Coutee,2020,11,NE,2,4,10.0,1,0.0,0.0,40.0,0.0,1.0,-0.6991144971862244,0,9.0,7.0
00-0034366,K.Coutee,2020,12,DET,2,3,17.0,0,0.0,0.0,50.0,7.0,1.0,0.38835281995125115,1,5.7,3.7
00-0034366,K.Coutee,2020,13,IND,8,9,141.0,0,0.0,0.0,114.0,43.0,5.0,8.810020685690688,0,22.1,14.100000000000001
00-0034366,K.Coutee,2020,14,CHI,3,3,24.0,1,0.0,0.0,5.0,19.0,2.0,2.5720599810010754,0,11.4,8.4
00-0034366,K.Coutee,2020,15,IND,5,7,53.0,1,1.0,1.0,60.0,20.0,2.0,-0.4170908310916275,0,14.3,9.3
00-0034366,K.Coutee,2020,16,CIN,5,5,54.0,0,1.0,0.0,36.0,18.0,4.0,2.5107966943178326,0,10.4,5.4
00-0034366,K.Coutee,2020,17,TEN,6,7,90.0,0,0.0,0.0,71.0,31.0,2.0,4.442224023398012,0,15.0,9.0
00-0034370,D.Hamilton,2020,1,TEN,1,3,18.0,0,0.0,0.0,74.0,2.0,1.0,-3.112059785751626,0,2.8,1.8
00-0034370,D.Hamilton,2020,2,PIT,1,3,5.0,0,0.0,0.0,7.0,1.0,0.0,-1.076264777686447,0,1.5,0.5
00-0034370,D.Hamilton,2020,4,NYJ,1,3,9.0,0,0.0,0.0,66.0,1.0,1.0,-3.832699800375849,0,1.9,0.9
