player_id,player_name,season,week,opponent_team,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,fantasy_points_ppr,fantasy_points
00-0022921,L.Fitzgerald,2020,1,SF,4,5,34.0,0,0.0,0.0,15.0,23.0,2.0,1.3585642774123698,0,7.4,3.4000000000000004
00-0022921,L.Fitzgerald,2020,2,WAS,7,7,50.0,0,0.0,0.0,25.0,25.0,4.0,5.975730845297221,0,12.0,5.0
00-0022921,L.Fitzgerald,2020,3,DET,1,3,0.0,0,0.0,0.0,21.0,0.0,0.0,-7.686332971439697,0,1.0,0.0
00-0022921,L.Fitzgerald,2020,4,CAR,2,3,4.0,0,0.0,0.0,27.0,2.0,0.0,-1.5021463597659022,0,2.4,0.4
00-0022921,L.Fitzgerald,2020,5,NYJ,4,7,35.0,0,0.0,0.0,48.0,19.0,2.0,-0.3310320528689772,0,7.5,3.5
00-0022921,L.Fitzgerald,2020,6,DAL,3,4,22.0,0,0.0,0.0,27.0,3.0,2.0,2.097770241887248,0,5.2,2.2
00-0022921,L.Fitzgerald,2020,7,SEA,8,8,62.0,0,0.0,0.0,37.0,25.0,2.0,1.8443138496950269,0,14.2,6.2
00-0022921,L.Fitzgerald,2020,9,MIA,4,5,54.0,0,0.0,0.0,55.0,8.0,4.0,3.570451569561854,0,9.4,5.4
00-0022921,L.Fitzgerald,2020,10,BUF,2,5,13.0,0,0.0,0.0,31.0,12.0,1.0,-7.221413503849709,0,3.3,1.3
00-0022921,L.Fitzgerald,2020,11,SEA,8,10,62.0,0,0.0,0.0,43.0,49.0,3.0,1.5028711482300423,0,14.2,6.2
00-0022921,L.Fitzgerald,2020,14,NYG,2,3,10.0,0,0.0,0.0,8.0,5.0,1.0,-2.003845631494187,0,3.0,1.0
00-0022921,L.Fitzgerald,2020,15,PHI,3,4,35.0,1,0.0,0.0,55.0,2.0,3.0,2.582192756177392,0,12.5,9.5
00-0022921,L.Fitzgerald,2020,16,SF,6,8,28.0,0,0.0,0.0,40.0,12.0,1.0,-1.958475085964892,0,8.8,2.8000000000000003
00-0025396,T.Ginn,2020,1,DET,0,1,0.0,0,0.0,0.0,17.0,0.0,0.0,-3.245735666481778,0,0.0,0.0
00-0025396,T.Ginn,2020,3,ATL,1,3,29.0,0,0.0,0.0,97.0,6.0,1.0,3.2676955109927803,0,3.9000000000000004,2.9000000000000004
00-0025396,T.Ginn,2020,4,IND,2,2,11.0,0,0.0,0.0,7.0,4.0,0.0,-0.6326099005527794,0,3.1,1.1
00-0026035,D.Amendola,2020,1,CHI,5,7,81.0,0,0.0,0.0,67.0,22.0,4.0,6.323142931680195,0,13.1,8.1
00-0026035,D.Amendola,2020,2,GB,2,7,21.0,0,0.0,0.0,87.0,6.0,1.0,-8.481858892017044,0,4.1,2.1
00-0026035,D.Amendola,2020,3,ARI,1,4,18.0,0,0.0,0.0,37.0,16.0,1.0,-3.041097799661853,0,2.8,1.8
00-0026035,D.Amendola,2020,4,NO,2,3,57.0,0,0.0,0.0,24.0,37.0,1.0,2.635822522919625,0,7.7,5.7
00-0026035,D.Amendola,2020,6,JAX,2,2,31.0,0,0.0,0.0,13.0,18.0,2.0,2.7568064108490944,0,5.1,3.1
00-0026035,D.Amendola,2020,7,ATL,3,4,62.0,0,0.0,0.0,45.0,26.0,2.0,3.0733908578404225,0,9.2,6.2
00-0026035,D.Amendola,2020,8,IND,3,4,54.0,0,0.0,0.0,41.0,16.0,3.0,5.687076784728561,0,8.4,5.4
00-0026035,D.Amendola,2020,9,MIN,7,10,77.0,0,0.0,0.0,46.0,52.0,5.0,1.4816463207573813,0,14.9,7.9
00-0026035,D.Amendola,2020,10,WAS,3,3,10.0,0,0.0,0.0,-8.0,15.0,1.0,-0.11108773079467937,0,4.0,1.0
00-0026035,D.Amendola,2020,13,CHI,3,5,62.0,0,0.0,0.0,60.0,9.0,3.0,4.250422241631895,0,9.2,6.2
00-0026035,D.Amendola,2020,14,GB,6,7,66.0,0,0.0,0.0,40.0,38.0,4.0,2.635437572549563,0,12.600000000000001,6.6000000000000005
00-0026035,D.Amendola,2020,15,TEN,3,4,20.0,0,0.0,0.0,33.0,6.0,1.0,-1.3682657948811539,0,5.0,2.0
00-0026035,D.Amendola,2020,16,TB,5,7,37.0,0,0.0,0.0,51.0,28.0,1.0,-3.571071488142479,0,8.7,3.7
00-0026035,D.Amendola,2020,17,MIN,1,2,6.0,0,0.0,0.0,22.0,1.0,1.0,0.04706336138769984,0,1.6,0.6000000000000001
00-0026189,D.Jackson,2020,1,WAS,2,7,46.0,0,0.0,0.0,214.0,7.0,2.0,0.3254670492315199,0,6.6000000000000005,4.6000000000000005
00-0026189,D.Jackson,2020,2,LA,6,9,64.0,0,0.0,0.0,68.0,9.0,4.0,3.691552022122778,0,12.4,6.4
00-0026189,D.Jackson,2020,3,CIN,2,4,11.0,0,0.0,0.0,64.0,6.0,1.0,-3.9796423967927694,0,3.1,1.1
00-0026189,D.Jackson,2020,7,NYG,3,5,34.0,0,0.0,0.0,45.0,3.0,2.0,0.8584005946468367,0,7.6000000000000005,4.6000000000000005
00-0026189,D.Jackson,2020,16,DAL,1,1,81.0,1,0.0,0.0,41.0,40.0,1.0,6.4412247855216265,0,15.1,14.1
00-0027150,J.Edelman,2020,1,MIA,5,7,57.0,0,0.0,0.0,61.0,22.0,4.0,2.59668218519073,0,13.0,8.0
00-0027150,J.Edelman,2020,2,SEA,8,11,179.0,0,0.0,0.0,172.0,25.0,7.0,13.1573812776478,0,25.900000000000002,17.900000000000002
00-0027150,J.Edelman,2020,3,LV,2,6,23.0,0,0.0,0.0,72.0,4.0,2.0,-2.479811263314245,0,4.2,2.2
00-0027150,J.Edelman,2020,4,KC,3,6,35.0,0,0.0,0.0,37.0,6.0,3.0,-3.580078430532012,0,6.5,3.5
00-0027150,J.Edelman,2020,6,DEN,2,6,8.0,0,0.0,0.0,35.0,3.0,1.0,-2.4705108219846816,0,4.32,2.3200000000000003
00-0027150,J.Edelman,2020,7,SF,1,3,13.0,0,0.0,0.0,24.0,4.0,1.0,-7.569401931599714,0,2.3,1.3
00-0027685,E.Sanders,2020,1,TB,3,5,15.0,1,0.0,0.0,24.0,6.0,2.0,0.03850762180682077,0,10.5,7.5
00-0027685,E.Sanders,2020,2,LV,1,3,18.0,0,0.0,0.0,22.0,1.0,1.0,-0.9961894810548984,0,2.8,1.8
00-0027685,E.Sanders,2020,3,GB,4,5,56.0,1,0.0,0.0,61.0,2.0,4.0,8.075770459661726,0,15.600000000000001,11.600000000000001
00-0027685,E.Sanders,2020,4,DET,6,9,93.0,0,0.0,0.0,104.0,19.0,5.0,-1.250537057290785,0,15.3,9.3
00-0027685,E.Sanders,2020,5,LAC,12,14,122.0,0,1.0,0.0,114.0,18.0,5.0,7.188609681825578,0,24.200000000000003,12.200000000000001
00-0027685,E.Sanders,2020,9,TB,4,5,38.0,1,0.0,0.0,34.0,4.0,3.0,5.026277889031917,0,13.8,9.8
00-0027685,E.Sanders,2020,10,SF,1,1,5.0,0,0.0,0.0,1.0,4.0,1.0,1.592980634450214,0,1.5,0.5
00-0027685,E.Sanders,2020,11,ATL,4,5,66.0,0,0.0,0.0,44.0,22.0,2.0,2.5777358702616766,0,10.600000000000001,6.6000000000000005
00-0027685,E.Sanders,2020,12,DEN,1,1,4.0,0,0.0,0.0,3.0,1.0,0.0,-0.053504371317103505,0,1.4,0.4
00-0027685,E.Sanders,2020,13,ATL,5,6,39.0,0,0.0,0.0,37.0,4.0,1.0,2.121255458681844,0,8.9,3.9000000000000004
00-0027685,E.Sanders,2020,14,PHI,3,5,48.0,1,0.0,0.0,68.0,5.0,1.0,2.393545727012679,0,13.8,10.8
00-0027685,E.Sanders,2020,15,KC,4,5,76.0,0,0.0,0.0,66.0,29.0,2.0,5.078733456612099,0,11.600000000000001,7.6000000000000005
00-0027685,E.Sanders,2020,16,MIN,4,5,83.0,0,0.0,0.0,60.0,23.0,3.0,-0.8944907512050122,0,13.5,9.5
00-0027685,E.Sanders,2020,17,CAR,9,13,63.0,1,0.0,0.0,85.0,32.0,3.0,1.8388004680746235,0,21.3,12.3
00-0027685,E.Sanders,2020,18,CHI,2,3,3.0,0,0.0,0.0,15.0,4.0,1.0,-0.11106747371377423,0,2.3,0.30000000000000004
00-0027685,E.Sanders,2020,19,TB,6,9,48.0,0,0.0,0.0,69.0,17.0,3.0,2.1748996366513893,0,10.8,4.800000000000001
00-0027691,A.Roberts,2020,4,LV,1,1,6.0,0,0.0,0.0,6.0,0.0,0.0,0.22655790718272328,0,1.3,0.30000000000000004
00-0027691,A.Roberts,2020,5,TEN,1,2,16.0,0,0.0,0.0,35.0,0.0,1.0,-2.633324174734298,0,2.6,1.6
00-0027691,A.Roberts,2020,16,NE,2,2,12.0,0,0.0,0.0,7.0,5.0,1.0,0.7827846982399933,0,3.2,1.2000000000000002
00-0027793,A.Brown,2020,9,NO,3,5,31.0,0,0.0,0.0,99.0,7.0,3.0,0.1110819834866561,0,6.1,3.1
00-0027793,A.Brown,2020,10,CAR,7,8,69.0,0,0.0,0.0,75.0,38.0,3.0,3.922264788474422,0,13.600000000000001,6.6000000000000005
00-0027793,A.Brown,2020,11,LA,8,13,57.0,0,0.0,0.0,125.0,20.0,4.0,-0.00016748643247410655,0,13.8,5.800000000000001
00-0027793,A.Brown,2020,12,KC,2,3,11.0,0,0.0,0.0,14.0,11.0,1.0,-0.8221008256077766,0,3.1,1.1
00-0027793,A.Brown,2020,14,MIN,5,5,49.0,0,0.0,0.0,15.0,34.0,2.0,2.260890479113703,0,9.9,4.9
00-0027793,A.Brown,2020,15,ATL,5,7,93.0,1,0.0,0.0,63.0,37.0,4.0,5.160978934378363,0,20.3,15.3
00-0027793,A.Brown,2020,16,DET,4,6,35.0,1,0.0,0.0,27.0,13.0,3.0,2.7315951795317233,0,13.5,9.5
00-0027793,A.Brown,2020,17,ATL,11,15,138.0,2,0.0,0.0,131.0,91.0,7.0,11.185565009742277,0,36.8,25.8
00-0027793,A.Brown,2020,18,WAS,2,3,49.0,1,0.0,0.0,36.0,13.0,2.0,4.104902957703137,0,15.100000000000001,13.100000000000001
00-0027793,A.Brown,2020,19,NO,1,3,10.0,0,0.0,0.0,35.0,0.0,1.0,-2.325566421961412,0,2.0,1.0
00-0027793,A.Brown,2020,21,KC,5,6,22.0,1,0.0,0.0,54.0,9.0,2.0,1.2214123209705576,0,13.2,8.2
00-0027891,G.Tate,2020,2,CHI,5,5,47.0,0,0.0,0.0,39.0,8.0,2.0,2.7829118368369175,0,9.7,4.7
00-0027891,G.Tate,2020,3,SF,5,7,36.0,0,0.0,0.0,42.0,3.0,2.0,-0.07656856539482537,0,8.6,3.6
00-0027891,G.Tate,2020,4,LA,4,6,20.0,0,0.0,0.0,17.0,17.0,2.0,-4.26860018633306,0,6.0,2.0
00-0027891,G.Tate,2020,5,DAL,4,5,42.0,0,0.0,0.0,38.0,14.0,2.0,3.274515039694961,0,8.2,4.2
00-0027891,G.Tate,2020,6,WAS,1,1,11.0,0,0.0,0.0,11.0,0.0,1.0,1.898183340439573,0,2.1,1.1
00-0027891,G.Tate,2020,7,PHI,1,2,39.0,1,0.0,0.0,28.0,13.0,1.0,2.8608727220562287,0,10.9,9.9
00-0027891,G.Tate,2020,8,TB,2,3,31.0,1,0.0,0.0,25.0,6.0,2.0,0.31144491012673825,0,11.82,9.82
00-0027891,G.Tate,2020,10,PHI,2,5,44.0,0,0.0,0.0,59.0,4.0,1.0,-0.03749823902035132,0,6.4,4.4
00-0027891,G.Tate,2020,12,CIN,4,9,36.0,0,0.0,0.0,80.0,1.0,3.0,1.6571839137272968,0,7.6,3.6
00-0027891,G.Tate,2020,13,SEA,4,4,30.0,0,0.0,0.0,22.0,8.0,1.0,1.8213457796955481,0,7.0,3.0
00-0027891,G.Tate,2020,14,ARI,1,2,39.0,0,0.0,0.0,70.0,0.0,1.0,3.2304499832098372,0,4.9,3.9000000000000004
00-0027891,G.Tate,2020,15,CLE,2,3,13.0,0,0.0,0.0,33.0,1.0,1.0,0.015119746059207628,0,3.3,1.3
00-0027902,D.Bryant,2020,11,TEN,4,5,28.0,0,0.0,0.0,10.0,34.0,1.0,-0.6436037791136187,0,6.800000000000001,2.8000000000000003
00-0027902,D.Bryant,2020,12,PIT,0,2,0.0,0,0.0,0.0,18.0,0.0,0.0,-1.0834130242001265,0,0.0,0.0
00-0027902,D.Bryant,2020,15,JAX,1,3,11.0,1,0.0,0.0,16.0,0.0,1.0,1.6494040300406074,0,8.1,7.1
00-0027902,D.Bryant,2020,16,NYG,1,1,8.0,1,0.0,0.0,8.0,0.0,1.0,1.5719647374353372,0,7.8,6.8
00-0027902,D.Bryant,2020,18,TEN,0,1,0.0,0,0.0,0.0,7.0,0.0,0.0,-0.229776511201635,0,0.0,0.0
00-0027902,D.Bryant,2020,19,BUF,0,1,0.0,0,0.0,0.0,12.0,0.0,0.0,-1.2800922659225762,0,0.0,0.0
00-0027942,A.Green,2020,1,LAC,5,9,51.0,0,0.0,0.0,132.0,12.0,4.0,-1.1096361850987069,0,10.100000000000001,5.1000000000000005
00-0027942,A.Green,2020,2,CLE,3,13,29.0,0,0.0,0.0,206.0,1.0,2.0,-3.653653198949863,0,5.9,2.9000000000000004
00-0027942,A.Green,2020,3,PHI,5,6,36.0,0,0.0,0.0,45.0,3.0,2.0,-0.798615054693073,0,8.6,3.6
00-0027942,A.Green,2020,4,JAX,1,5,3.0,0,0.0,0.0,97.0,0.0,0.0,-4.524989859483378,0,1.3,0.30000000000000004
00-0027942,A.Green,2020,5,BAL,0,1,0.0,0,0.0,0.0,18.0,0.0,0.0,-3.4432394062168896,0,0.0,0.0
00-0027942,A.Green,2020,6,IND,8,11,96.0,0,0.0,0.0,138.0,23.0,7.0,10.140848431794439,0,17.6,9.600000000000001
00-0027942,A.Green,2020,7,CLE,7,13,82.0,0,0.0,0.0,180.0,18.0,5.0,3.101119775227811,0,15.200000000000001,8.200000000000001
00-0027942,A.Green,2020,8,TEN,2,5,19.0,0,0.0,0.0,51.0,1.0,1.0,-1.4880419634864666,0,3.9000000000000004,1.9000000000000001
00-0027942,A.Green,2020,10,PIT,0,5,0.0,0,0.0,0.0,89.0,0.0,0.0,-4.450576945557259,0,0.0,0.0
00-0027942,A.Green,2020,11,WAS,4,9,41.0,1,0.0,0.0,98.0,8.0,3.0,-1.096526034118142,0,14.100000000000001,10.100000000000001
00-0027942,A.Green,2020,12,NYG,0,3,0.0,0,0.0,0.0,75.0,0.0,0.0,-2.2494570954004303,0,0.0,0.0
00-0027942,A.Green,2020,13,MIA,0,1,0.0,0,0.0,0.0,7.0,0.0,0.0,-0.753621528390795,0,0.0,0.0
00-0027942,A.Green,2020,14,DAL,6,7,62.0,1,0.0,0.0,61.0,6.0,5.0,8.926271140342578,0,18.2,12.2
00-0027942,A.Green,2020,15,PIT,2,3,40.0,0,0.0,0.0,47.0,5.0,2.0,0.841534920502454,0,6.0,4.0
00-0027942,A.Green,2020,16,HOU,4,7,64.0,0,0.0,0.0,116.0,9.0,3.0,-0.17088386275887069,0,10.4,6.4
00-0027942,A.Green,2020,17,BAL,0,6,0.0,0,0.0,0.0,67.0,0.0,0.0,-14.53524541016668,0,0.0,0.0
00-0027944,J.Jones,2020,1,SEA,9,12,157.0,0,0.0,0.0,188.0,28.0,6.0,6.918159662062898,0,24.700000000000003,15.700000000000001
00-0027944,J.Jones,2020,2,DAL,2,4,24.0,0,0.0,0.0,75.0,10.0,1.0,2.9803926919121295,0,4.4,2.4000000000000004
00-0027944,J.Jones,2020,4,GB,4,4,32.0,0,0.0,0.0,12.0,20.0,1.0,4.3373661822406575,0,7.2,3.2
00-0027944,J.Jones,2020,6,MIN,8,10,137.0,2,0.0,0.0,79.0,67.0,6.0,15.549294688215014,0,33.7,25.700000000000003
00-0027944,J.Jones,2020,7,DET,8,9,97.0,0,0.0,0.0,73.0,29.0,5.0,6.633598007319961,0,17.700000000000003,9.700000000000001
00-0027944,J.Jones,2020,8,CAR,7,10,137.0,0,0.0,0.0,151.0,28.0,7.0,10.077803797612432,0,20.700000000000003,13.700000000000001
00-0027944,J.Jones,2020,9,DEN,5,7,54.0,1,0.0,0.0,45.0,11.0,3.0,1.178972229715881,0,16.4,11.4
00-0027944,J.Jones,2020,11,NO,2,2,39.0,0,0.0,0.0,32.0,7.0,2.0,5.668213826837018,0,5.9,3.9000000000000004
00-0027944,J.Jones,2020,13,NO,6,10,94.0,0,0.0,0.0,109.0,31.0,5.0,0.084859297669027,0,15.4,9.4
00-0028002,R.Cobb,2020,1,KC,2,3,23.0,0,0.0,0.0,11.0,21.0,1.0,1.2005874845199287,0,4.300000000000001,2.3000000000000003
00-0028002,R.Cobb,2020,2,BAL,5,6,59.0,0,0.0,0.0,36.0,27.0,3.0,4.872959904954769,0,10.9,5.9
00-0028002,R.Cobb,2020,3,PIT,4,4,95.0,1,0.0,0.0,65.0,30.0,4.0,9.538847363262903,0,19.5,15.5
00-0028002,R.Cobb,2020,4,MIN,2,5,36.0,0,0.0,0.0,24.0,28.0,2.0,-0.8560419401037507,0,5.6,3.6
00-0028002,R.Cobb,2020,5,JAX,6,6,47.0,0,0.0,0.0,34.0,13.0,2.0,2.9244251347263344,0,10.7,4.7
00-0028002,R.Cobb,2020,6,TEN,3,4,17.0,1,0.0,0.0,16.0,2.0,1.0,1.7796064607682638,0,10.7,7.7
00-0028002,R.Cobb,2020,7,GB,8,10,95.0,0,0.0,0.0,79.0,28.0,3.0,4.24546803248357,0,17.5,9.5
00-0028002,R.Cobb,2020,9,JAX,3,3,21.0,0,0.0,0.0,13.0,8.0,1.0,0.1811306868912652,0,5.1,2.1
00-0028002,R.Cobb,2020,10,CLE,3,5,41.0,0,0.0,0.0,41.0,11.0,2.0,1.4035829985514283,0,7.1000000000000005,4.1000000000000005
00-0028002,R.Cobb,2020,11,NE,2,2,7.0,1,0.0,0.0,4.0,3.0,1.0,0.5769353017094545,0,8.7,6.7
00-0028237,C.Hogan,2020,1,BUF,1,4,0.0,0,0.0,0.0,49.0,0.0,0.0,-3.1748745084623806,0,1.0,0.0
00-0028237,C.Hogan,2020,2,SF,6,8,75.0,0,0.0,0.0,58.0,34.0,5.0,4.271837027859874,0,13.5,7.5
00-0028237,C.Hogan,2020,3,IND,0,3,0.0,0,0.0,0.0,62.0,0.0,0.0,-8.650367608293891,0,0.0,0.0
00-0028237,C.Hogan,2020,4,DEN,4,8,23.0,0,0.0,0.0,76.0,0.0,0.0,-1.3147010631429725,0,6.300000000000001,2.3000000000000003
00-0028237,C.Hogan,2020,5,ARI,3,3,20.0,0,0.0,0.0,14.0,6.0,1.0,2.2734150785254315,0,5.0,2.0
00-0028411,D.Inman,2020,1,PHI,2,5,21.0,0,0.0,0.0,70.0,4.0,2.0,-0.37191992840962484,0,4.1,2.1
00-0028411,D.Inman,2020,2,ARI,2,5,17.0,0,0.0,0.0,37.0,3.0,1.0,-2.6557098599150777,0,3.7,1.7000000000000002
00-0028411,D.Inman,2020,3,CLE,3,6,38.0,2,1.0,0.0,60.0,0.0,2.0,-0.16468689037719741,0,18.8,15.8
00-0028411,D.Inman,2020,4,BAL,4,5,29.0,0,0.0,0.0,25.0,18.0,2.0,2.2577774128876626,0,6.9,2.9000000000000004
00-0028411,D.Inman,2020,5,LA,1,1,-2.0,0,0.0,0.0,-5.0,3.0,0.0,-0.9434995648916811,0,0.8,-0.2
00-0028411,D.Inman,2020,6,NYG,5,5,45.0,0,0.0,0.0,37.0,8.0,4.0,6.3790122859645635,0,9.5,4.5
00-0028411,D.Inman,2020,12,DAL,1,1,15.0,0,0.0,0.0,7.0,8.0,0.0,1.5814351080916822,0,2.5,1.5
00-0029000,C.Beasley,2020,1,NYJ,4,7,58.0,0,0.0,0.0,48.0,14.0,2.0,2.6784988113795407,0,9.8,5.800000000000001
00-0029000,C.Beasley,2020,2,MIA,5,6,70.0,0,0.0,0.0,46.0,26.0,4.0,6.945596408215351,0,12.0,7.0
00-0029000,C.Beasley,2020,3,LA,6,7,100.0,0,0.0,0.0,74.0,37.0,4.0,5.858990019914927,0,16.0,10.0
00-0029000,C.Beasley,2020,4,LV,3,4,32.0,1,0.0,0.0,27.0,5.0,2.0,5.190417616511695,0,12.2,9.2
00-0029000,C.Beasley,2020,5,TEN,6,6,53.0,0,0.0,0.0,35.0,18.0,4.0,5.394750774721615,0,11.3,5.300000000000001
00-0029000,C.Beasley,2020,6,KC,4,7,45.0,1,0.0,0.0,64.0,10.0,3.0,-0.045379106828477234,0,14.5,10.5
00-0029000,C.Beasley,2020,7,NYJ,11,12,112.0,0,0.0,0.0,73.0,66.0,5.0,7.720448667713115,0,22.200000000000003,11.200000000000001
00-0029000,C.Beasley,2020,8,NE,2,2,24.0,0,0.0,0.0,7.0,17.0,2.0,2.443729802733287,0,4.4,2.4000000000000004
00-0029000,C.Beasley,2020,9,SEA,3,3,39.0,0,0.0,0.0,33.0,6.0,2.0,2.9633755639079027,0,6.9,3.9000000000000004
00-0029000,C.Beasley,2020,10,ARI,11,13,109.0,1,0.0,0.0,94.0,40.0,6.0,8.414063229400199,0,27.9,16.9
00-0029000,C.Beasley,2020,12,LAC,2,4,25.0,0,0.0,0.0,11.0,9.0,2.0,1.089004950830713,0,9.3,7.3
00-0029000,C.Beasley,2020,13,SF,9,11,130.0,1,0.0,0.0,114.0,28.0,9.0,8.418789710558485,0,28.0,19.0
00-0029000,C.Beasley,2020,14,PIT,5,10,41.0,0,0.0,0.0,83.0,26.0,2.0,-2.304453309858218,0,9.100000000000001,4.1000000000000005
00-0029000,C.Beasley,2020,15,DEN,8,10,112.0,0,0.0,0.0,88.0,50.0,6.0,7.84590726258466,0,19.200000000000003,11.200000000000001
00-0029000,C.Beasley,2020,16,NE,3,5,17.0,0,0.0,0.0,35.0,3.0,0.0,-2.230942832538858,0,4.7,1.7000000000000002
00-0029000,C.Beasley,2020,18,IND,7,7,57.0,0,0.0,0.0,43.0,14.0,3.0,2.7452036110917106,0,12.7,5.7
00-0029000,C.Beasley,2020,19,BAL,0,2,0.0,0,0.0,0.0,7.0,0.0,0.0,-1.41411481105024,0,0.0,0.0
00-0029000,C.Beasley,2020,20,KC,7,9,88.0,0,0.0,0.0,62.0,48.0,3.0,2.9606842877798076,0,15.8,8.8
00-0029137,A.Jeffery,2020,10,NYG,0,1,0.0,0,0.0,0.0,18.0,0.0,0.0,-0.5285338687244803,0,0.0,0.0
00-0029137,A.Jeffery,2020,11,CLE,0,2,0.0,0,0.0,0.0,23.0,0.0,0.0,-6.117800989304669,0,0.0,0.0
00-0029137,A.Jeffery,2020,12,SEA,2,4,15.0,0,0.0,0.0,45.0,0.0,1.0,-0.10422308789566159,0,3.5,1.5
00-0029137,A.Jeffery,2020,13,GB,0,1,0.0,0,0.0,0.0,9.0,0.0,0.0,-0.4623464165488258,0,0.0,0.0
00-0029137,A.Jeffery,2020,14,NO,1,1,15.0,1,0.0,0.0,15.0,0.0,1.0,4.041219711303711,0,8.5,7.5
00-0029137,A.Jeffery,2020,15,ARI,2,3,63.0,0,0.0,0.0,59.0,22.0,2.0,5.918995046115015,0,8.3,6.300000000000001
00-0029137,A.Jeffery,2020,16,DAL,1,1,22.0,0,0.0,0.0,19.0,3.0,1.0,1.4155571290757507,0,3.2,2.2
00-0029293,M.Jones,2020,1,CHI,4,8,55.0,0,0.0,0.0,70.0,18.0,3.0,-4.487987340710876,0,9.5,5.5
00-0029293,M.Jones,2020,2,GB,4,6,23.0,1,0.0,0.0,40.0,5.0,2.0,2.9325116006075405,0,12.3,8.3
00-0029293,M.Jones,2020,3,ARI,3,3,51.0,0,0.0,0.0,35.0,16.0,3.0,3.212339218822308,0,8.100000000000001,5.1000000000000005
00-0029293,M.Jones,2020,4,NO,1,2,9.0,0,0.0,0.0,42.0,0.0,1.0,0.3689837221754715,0,1.9,0.9
00-0029293,M.Jones,2020,6,JAX,2,5,8.0,0,0.0,0.0,39.0,3.0,0.0,-5.455467337043956,0,2.8,0.8
00-0029293,M.Jones,2020,7,ATL,5,6,80.0,0,0.0,0.0,72.0,12.0,4.0,6.298941447748803,0,13.0,8.0
00-0029293,M.Jones,2020,8,IND,3,7,39.0,2,0.0,0.0,84.0,8.0,3.0,-8.883127750363201,0,18.9,15.9
00-0029293,M.Jones,2020,9,MIN,3,4,43.0,1,0.0,0.0,31.0,21.0,3.0,4.842939944763202,0,13.3,10.3
00-0029293,M.Jones,2020,10,WAS,8,10,96.0,1,0.0,0.0,110.0,15.0,4.0,4.645881972590279,0,23.6,15.600000000000001
00-0029293,M.Jones,2020,11,CAR,4,6,51.0,0,0.0,0.0,66.0,7.0,3.0,0.16049723129253834,0,9.100000000000001,5.1000000000000005
00-0029293,M.Jones,2020,12,HOU,6,12,48.0,0,0.0,0.0,168.0,16.0,3.0,-3.479274951834604,0,10.8,4.800000000000001
00-0029293,M.Jones,2020,13,CHI,8,12,116.0,1,0.0,0.0,254.0,7.0,5.0,7.449151267006528,0,25.6,17.6
00-0029293,M.Jones,2020,14,GB,4,8,48.0,0,0.0,0.0,118.0,4.0,3.0,2.80456279675127,0,8.8,4.800000000000001
00-0029293,M.Jones,2020,15,TEN,10,12,112.0,1,0.0,0.0,123.0,20.0,7.0,8.291826959466562,0,27.200000000000003,17.200000000000003
00-0029293,M.Jones,2020,16,TB,3,3,19.0,0,0.0,0.0,13.0,6.0,1.0,-0.9679576593916863,0,4.9,1.9000000000000001
00-0029293,M.Jones,2020,17,MIN,8,11,180.0,2,0.0,0.0,196.0,38.0,7.0,8.808905180398142,0,38.0,30.0
00-0029608,T.Hilton,2020,1,JAX,4,9,53.0,0,0.0,0.0,109.0,1.0,4.0,-3.8162874928021284,0,9.3,5.300000000000001
00-0029608,T.Hilton,2020,2,MIN,3,5,28.0,0,0.0,0.0,87.0,17.0,1.0,-0.8729122482473031,0,5.800000000000001,2.8000000000000003
00-0029608,T.Hilton,2020,3,NYJ,3,3,52.0,0,0.0,0.0,37.0,15.0,3.0,5.725792313809507,0,8.2,5.2
00-0029608,T.Hilton,2020,4,CHI,3,5,29.0,0,0.0,0.0,45.0,6.0,1.0,0.6903425411437638,0,5.9,2.9000000000000004
00-0029608,T.Hilton,2020,5,CLE,6,10,69.0,0,0.0,0.0,111.0,8.0,3.0,-5.868980028259102,0,12.9,6.9
00-0029608,T.Hilton,2020,6,CIN,1,5,11.0,0,0.0,0.0,29.0,11.0,1.0,-1.6239792187698185,0,2.1,1.1
00-0029608,T.Hilton,2020,8,DET,2,2,9.0,0,0.0,0.0,1.0,8.0,0.0,0.05376879218965769,0,2.9,0.9
00-0029608,T.Hilton,2020,10,TEN,4,5,40.0,0,0.0,0.0,44.0,18.0,3.0,3.2124700557324104,0,8.0,4.0
00-0029608,T.Hilton,2020,11,GB,3,6,36.0,0,0.0,0.0,94.0,9.0,2.0,1.3866478461460447,0,6.6,3.6
00-0029608,T.Hilton,2020,12,TEN,4,5,81.0,1,0.0,0.0,67.0,19.0,4.0,5.904742826707661,0,18.1,14.1
00-0029608,T.Hilton,2020,13,HOU,8,11,110.0,1,0.0,0.0,98.0,31.0,7.0,9.39048026187811,0,25.0,17.0
00-0029608,T.Hilton,2020,14,LV,5,7,86.0,2,0.0,0.0,136.0,6.0,5.0,10.829931691114325,0,25.6,20.6
00-0029608,T.Hilton,2020,15,HOU,4,6,71.0,0,0.0,0.0,76.0,18.0,2.0,4.610936254699482,0,11.100000000000001,7.1000000000000005
00-0029608,T.Hilton,2020,16,PIT,3,7,60.0,0,0.0,0.0,132.0,24.0,3.0,1.3032513835350983,0,9.0,6.0
