player_id,player_name,season,week,opponent_team,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,fantasy_points_ppr,fantasy_points
00-0033906,A.Kamara,2020,9,TB,9,40.0,1,0.0,0.0,4.0,0.6175975268706679,0,5,6,9.0,0,15.9,10.9
00-0033906,A.Kamara,2020,10,SF,8,15.0,2,0.0,0.0,3.0,0.6674083491088822,0,7,8,83.0,1,34.8,27.8
00-0033906,A.Kamara,2020,11,ATL,13,45.0,1,0.0,0.0,4.0,-0.3815511724969838,0,0,1,0.0,0,10.5,10.5
00-0033906,A.Kamara,2020,12,DEN,11,54.0,0,0.0,0.0,5.0,1.2826921220403165,0,1,2,-2.0,0,6.2,5.2
00-0033906,A.Kamara,2020,13,ATL,15,88.0,1,0.0,0.0,3.0,0.1895997110987082,0,2,3,9.0,0,17.700000000000003,15.700000000000001
00-0033906,A.Kamara,2020,14,PHI,11,50.0,1,0.0,0.0,3.0,0.4497275933390483,0,7,10,44.0,0,22.4,15.4
00-0033906,A.Kamara,2020,15,KC,11,54.0,0,0.0,0.0,2.0,-0.8967582425102592,0,3,6,40.0,1,18.4,15.4
00-0033906,A.Kamara,2020,16,MIN,22,155.0,6,0.0,0.0,9.0,10.56973409478087,0,3,5,17.0,0,56.2,53.2
00-0033906,A.Kamara,2020,18,CHI,23,99.0,1,0.0,0.0,5.0,-0.9376894185811029,0,2,2,17.0,0,19.6,17.6
00-0033906,A.Kamara,2020,19,TB,18,85.0,0,0.0,0.0,5.0,1.397602098644711,0,3,6,20.0,0,13.5,10.5
00-0033923,K.Hunt,2020,1,BAL,13,72.0,0,1.0,0.0,4.0,2.3969844658859074,0,4,6,9.0,0,12.1,8.1
00-0033923,K.Hunt,2020,2,CIN,10,86.0,1,0.0,0.0,6.0,6.758885502640624,0,2,2,15.0,1,24.1,22.1
00-0033923,K.Hunt,2020,3,WAS,16,46.0,0,0.0,0.0,1.0,-4.952239186466276,0,2,3,18.0,1,14.4,12.4
00-0033923,K.Hunt,2020,4,DAL,11,71.0,2,0.0,0.0,5.0,4.352380756201455,0,0,0,0.0,0,19.1,19.1
00-0033923,K.Hunt,2020,5,IND,20,72.0,0,0.0,0.0,4.0,-1.3301752382831182,0,3,4,21.0,1,18.3,15.3
00-0033923,K.Hunt,2020,6,PIT,13,40.0,0,0.0,0.0,1.0,-5.3557271535974,0,2,3,17.0,0,7.7,5.7
00-0033923,K.Hunt,2020,7,CIN,18,76.0,0,0.0,0.0,4.0,-1.0341424328507856,0,3,4,26.0,1,19.200000000000003,16.200000000000003
00-0033923,K.Hunt,2020,8,LV,14,66.0,0,0.0,0.0,5.0,0.927118540275842,0,2,3,7.0,0,9.3,7.300000000000001
00-0033923,K.Hunt,2020,10,HOU,19,104.0,0,0.0,0.0,5.0,1.9247910183039494,0,3,4,28.0,0,16.200000000000003,13.200000000000001
00-0033923,K.Hunt,2020,11,PHI,13,11.0,1,0.0,0.0,1.0,-9.148367161215528,0,1,1,10.0,0,9.1,8.1
00-0033923,K.Hunt,2020,12,JAX,10,62.0,0,0.0,0.0,2.0,-2.7182201513205655,0,0,2,0.0,0,6.2,6.2
00-0033923,K.Hunt,2020,13,TEN,14,33.0,0,0.0,0.0,0.0,-5.4707674832316115,0,3,3,24.0,0,8.7,5.7
00-0033923,K.Hunt,2020,14,BAL,6,33.0,1,0.0,0.0,3.0,1.8791898702038452,0,6,7,77.0,1,29.0,23.0
00-0033923,K.Hunt,2020,15,NYG,7,21.0,0,0.0,0.0,1.0,-4.173093264340423,0,3,3,7.0,0,5.800000000000001,2.8000000000000003
00-0033923,K.Hunt,2020,16,NYJ,4,11.0,1,0.0,0.0,2.0,1.3659465377568267,0,3,5,41.0,0,14.2,11.2
00-0033923,K.Hunt,2020,17,PIT,10,37.0,0,0.0,0.0,0.0,-1.9984899214468896,0,1,1,4.0,0,5.1000000000000005,4.1000000000000005
00-0033923,K.Hunt,2020,18,PIT,8,48.0,2,0.0,0.0,3.0,2.881234194850549,0,1,1,13.0,0,19.1,18.1
00-0033923,K.Hunt,2020,19,KC,6,32.0,1,0.0,0.0,2.0,3.3279146613785997,0,1,1,2.0,0,10.4,9.4
00-0033925,D.Foreman,2020,8,CIN,5,37.0,0,0.0,0.0,2.0,1.5631515891291201,0,0,0,0.0,0,3.7,3.7
00-0033925,D.Foreman,2020,9,CHI,5,11.0,0,0.0,0.0,0.0,-2.601100747822784,0,0,0,0.0,0,1.1,1.1
00-0033925,D.Foreman,2020,10,IND,7,18.0,0,0.0,0.0,1.0,-3.0604530727723613,0,1,1,5.0,1,9.3,8.3
00-0033925,D.Foreman,2020,11,BAL,1,1.0,0,0.0,0.0,0.0,-0.6187625788152218,0,0,0,0.0,0,0.1,0.1
00-0033925,D.Foreman,2020,12,IND,4,28.0,0,0.0,0.0,3.0,2.0635458568576723,0,0,0,0.0,0,2.8000000000000003,2.8000000000000003
00-0033948,J.Williams,2020,1,MIN,7,21.0,0,0.0,0.0,3.0,-0.06793990405276418,0,4,4,21.0,0,8.2,4.2
00-0033948,J.Williams,2020,2,DET,8,63.0,0,0.0,0.0,3.0,2.398313665180467,1,0,0,0.0,0,8.3,8.3
00-0033948,J.Williams,2020,3,NO,6,14.0,0,0.0,0.0,1.0,0.08101325761526823,0,1,1,3.0,0,2.7,1.7000000000000002
00-0033948,J.Williams,2020,4,ATL,8,10.0,0,0.0,0.0,0.0,-7.372822831966914,0,8,8,95.0,0,18.5,10.5
00-0033948,J.Williams,2020,6,TB,4,34.0,0,0.0,0.0,1.0,0.6326338686048985,0,0,1,0.0,0,3.4000000000000004,3.4000000000000004
00-0033948,J.Williams,2020,7,HOU,19,77.0,1,0.0,0.0,4.0,0.08019961879472248,0,4,5,37.0,0,21.4,17.4
00-0033948,J.Williams,2020,8,MIN,16,75.0,0,0.0,0.0,3.0,1.7672403151518665,1,6,6,27.0,0,18.200000000000003,12.200000000000001
00-0033948,J.Williams,2020,10,JAX,8,30.0,0,0.0,0.0,1.0,-0.5189646058133803,0,3,4,25.0,0,8.5,5.5
00-0033948,J.Williams,2020,11,IND,5,12.0,0,0.0,0.0,3.0,-0.1892837061895989,0,1,2,4.0,1,8.6,7.6
00-0033948,J.Williams,2020,12,CHI,17,73.0,1,0.0,0.0,5.0,2.637699931219686,0,0,0,0.0,0,13.3,13.3
00-0033948,J.Williams,2020,13,PHI,5,26.0,0,0.0,0.0,1.0,-0.7290243402239867,0,2,2,10.0,0,5.6,3.6
00-0033948,J.Williams,2020,14,DET,10,38.0,0,0.0,0.0,3.0,1.9944345355615951,0,0,0,0.0,0,3.8000000000000003,3.8000000000000003
00-0033948,J.Williams,2020,15,CAR,1,6.0,0,0.0,0.0,0.0,0.17074361175764352,0,2,2,14.0,0,4.0,2.0
00-0033948,J.Williams,2020,17,CHI,5,26.0,0,0.0,0.0,1.0,0.5150106186338235,0,0,0,0.0,0,2.6,2.6
00-0033948,J.Williams,2020,19,LA,12,65.0,0,0.0,0.0,6.0,5.19566106502316,0,0,0,0.0,0,6.5,6.5
00-0033948,J.Williams,2020,20,TB,7,23.0,0,0.0,0.0,1.0,-1.0895467614172958,0,4,4,22.0,0,8.5,4.5
00-0033950,W.Gallman,2020,1,PIT,0,0.0,0,0.0,0.0,0.0,,0,1,1,14.0,0,2.4000000000000004,1.4000000000000001
00-0033950,W.Gallman,2020,3,SF,4,7.0,0,0.0,0.0,0.0,-1.448895284673199,0,2,3,7.0,0,3.4000000000000004,1.4000000000000001
00-0033950,W.Gallman,2020,4,LA,6,45.0,0,0.0,0.0,1.0,1.045258214813657,0,0,0,0.0,0,4.5,4.5
00-0033950,W.Gallman,2020,5,DAL,5,24.0,0,0.0,0.0,2.0,0.4008978155325167,0,2,2,0.0,0,4.4,2.4000000000000004
00-0033950,W.Gallman,2020,7,PHI,10,34.0,1,0.0,0.0,4.0,-0.7699508907098789,0,5,5,20.0,0,16.4,11.4
00-0033950,W.Gallman,2020,8,TB,12,44.0,1,0.0,0.0,3.0,-0.3140882175648585,0,1,1,18.0,0,13.2,12.2
00-0033950,W.Gallman,2020,9,WAS,14,68.0,1,0.0,0.0,6.0,1.5171268018893898,0,1,2,9.0,0,14.7,13.7
00-0033950,W.Gallman,2020,10,PHI,18,53.0,2,0.0,0.0,3.0,2.933886565574915,0,1,2,7.0,0,19.0,18.0
00-0033950,W.Gallman,2020,12,CIN,24,94.0,1,0.0,0.0,5.0,0.5391268914099783,0,3,5,-3.0,0,18.1,15.1
00-0033950,W.Gallman,2020,13,SEA,16,135.0,0,0.0,0.0,4.0,4.346742212539539,0,0,0,0.0,0,13.5,13.5
00-0033950,W.Gallman,2020,14,ARI,12,57.0,0,0.0,0.0,2.0,-0.45837388350628316,0,3,4,16.0,0,10.3,7.300000000000001
00-0033950,W.Gallman,2020,15,CLE,9,29.0,0,0.0,0.0,0.0,-5.4786292891949415,0,0,0,0.0,0,2.9000000000000004,2.9000000000000004
00-0033950,W.Gallman,2020,16,BAL,6,27.0,0,0.0,0.0,2.0,0.39711143681779504,0,2,2,26.0,0,7.300000000000001,5.300000000000001
00-0033950,W.Gallman,2020,17,DAL,11,65.0,0,1.0,0.0,4.0,-0.3962801203597337,0,0,0,0.0,0,6.5,6.5
00-0033951,M.Mack,2020,1,JAX,4,26.0,0,0.0,0.0,2.0,0.8817492661764845,0,3,3,30.0,0,8.600000000000001,5.6000000000000005
00-0033955,J.McNichols,2020,1,DEN,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0
00-0033955,J.McNichols,2020,2,JAX,2,7.0,0,0.0,0.0,0.0,-0.148087554553058,0,0,0,0.0,0,0.7000000000000001,0.7000000000000001
00-0033955,J.McNichols,2020,3,MIN,0,0.0,0,0.0,0.0,0.0,,0,1,1,5.0,0,1.5,0.5
00-0033955,J.McNichols,2020,5,BUF,9,28.0,0,0.0,0.0,1.0,-2.8141446279769298,0,1,1,3.0,0,4.1,3.1
00-0033955,J.McNichols,2020,6,HOU,5,51.0,0,0.0,0.0,2.0,1.2431894911478008,0,2,3,11.0,0,8.2,6.2
00-0033955,J.McNichols,2020,7,PIT,1,2.0,0,0.0,0.0,0.0,-0.45701680367346853,0,0,0,0.0,0,0.2,0.2
00-0033955,J.McNichols,2020,8,CIN,4,49.0,0,0.0,0.0,2.0,1.9389323731302284,0,0,1,0.0,0,4.9,4.9
00-0033955,J.McNichols,2020,9,CHI,2,10.0,0,0.0,0.0,1.0,0.9111547158681788,0,0,0,0.0,0,1.0,1.0
00-0033955,J.McNichols,2020,10,IND,3,26.0,0,0.0,0.0,1.0,1.037372667575255,0,1,1,8.0,0,4.4,3.4000000000000004
00-0033955,J.McNichols,2020,11,BAL,0,0.0,0,0.0,0.0,0.0,,0,1,1,2.0,0,1.2,0.2
00-0033955,J.McNichols,2020,12,IND,8,20.0,0,0.0,0.0,0.0,-3.665585734474007,0,0,1,0.0,0,2.0,2.0
00-0033955,J.McNichols,2020,13,CLE,2,2.0,1,0.0,0.0,1.0,-0.03353349448298104,0,3,4,15.0,0,10.7,7.7
00-0033955,J.McNichols,2020,14,JAX,11,9.0,0,0.0,0.0,0.0,-5.250387483509257,0,1,1,0.0,0,1.9,0.9
00-0033955,J.McNichols,2020,15,DET,0,0.0,0,0.0,0.0,0.0,,0,1,1,5.0,0,1.5,0.5
00-0033955,J.McNichols,2020,16,GB,0,0.0,0,0.0,0.0,0.0,,0,1,1,6.0,0,1.6,0.6000000000000001
00-0033955,J.McNichols,2020,18,BAL,1,4.0,0,0.0,0.0,0.0,-0.46873662422876805,0,0,0,0.0,0,0.4,0.4
00-0034109,P.Lindsay,2020,1,TEN,7,24.0,0,0.0,0.0,0.0,0.9247449516551569,0,1,1,11.0,0,4.5,3.5
00-0034109,P.Lindsay,2020,6,NE,23,101.0,0,0.0,0.0,3.0,-2.468161804485135,0,0,0,0.0,0,10.100000000000001,10.100000000000001
00-0034109,P.Lindsay,2020,7,KC,9,79.0,0,0.0,0.0,3.0,3.1496923526283354,0,0,0,0.0,0,7.9,7.9
00-0034109,P.Lindsay,2020,8,LAC,6,83.0,1,0.0,0.0,2.0,4.370828622719273,0,1,3,3.0,0,15.6,14.6
00-0034109,P.Lindsay,2020,9,ATL,8,23.0,0,0.0,0.0,0.0,-2.8123979052179493,0,0,3,0.0,0,2.3000000000000003,2.3000000000000003
00-0034109,P.Lindsay,2020,10,LV,4,2.0,0,0.0,0.0,1.0,-2.0149162088055164,0,0,1,0.0,0,0.2,0.2
00-0034109,P.Lindsay,2020,11,MIA,16,82.0,0,0.0,0.0,4.0,-0.38330057554412633,0,0,0,0.0,0,8.200000000000001,8.200000000000001
00-0034109,P.Lindsay,2020,12,NO,9,20.0,0,0.0,0.0,1.0,-8.942414464661852,0,0,0,0.0,0,2.0,2.0
00-0034109,P.Lindsay,2020,13,KC,14,26.0,0,0.0,0.0,2.0,-4.778760610381141,0,0,1,0.0,0,2.6,2.6
00-0034109,P.Lindsay,2020,14,CAR,11,24.0,0,0.0,0.0,2.0,-3.9345553366001695,0,2,2,7.0,0,5.1,3.1
00-0034109,P.Lindsay,2020,15,BUF,11,38.0,0,0.0,0.0,1.0,-1.9064132869243622,0,3,3,7.0,0,7.5,4.5
00-0034115,J.Wilson,2020,2,NYJ,2,3.0,0,0.0,0.0,0.0,-0.9345647464506328,0,0,0,0.0,0,0.30000000000000004,0.30000000000000004
00-0034115,J.Wilson,2020,3,NYG,12,15.0,1,0.0,0.0,2.0,-4.481124071869999,0,3,3,54.0,1,21.9,18.9
00-0034115,J.Wilson,2020,4,PHI,3,6.0,0,0.0,0.0,0.0,-1.1605088916257955,0,1,1,13.0,0,2.9000000000000004,1.9000000000000001
00-0034115,J.Wilson,2020,5,MIA,4,27.0,0,0.0,0.0,2.0,1.820515826693736,0,0,1,0.0,0,2.7,2.7
00-0034115,J.Wilson,2020,7,NE,17,112.0,3,0.0,0.0,6.0,7.781070235418156,0,2,2,8.0,0,32.0,30.0
00-0034115,J.Wilson,2020,12,LA,12,40.0,0,1.0,1.0,2.0,-7.512031275720801,0,0,0,0.0,0,2.0,2.0
00-0034115,J.Wilson,2020,13,BUF,7,47.0,0,0.0,0.0,3.0,-1.1107688554911874,0,2,5,12.0,0,7.9,5.9
00-0034115,J.Wilson,2020,14,WAS,11,31.0,1,1.0,1.0,2.0,-5.760104410874192,0,1,3,13.0,0,9.4,8.4
00-0034115,J.Wilson,2020,15,DAL,16,60.0,1,0.0,0.0,4.0,-1.2341463631770582,0,0,4,0.0,0,12.0,12.0
00-0034115,J.Wilson,2020,16,ARI,22,183.0,0,0.0,0.0,8.0,6.267256457341707,0,1,2,21.0,1,27.400000000000002,26.400000000000002
00-0034115,J.Wilson,2020,17,SEA,20,76.0,1,0.0,0.0,2.0,-2.2164305516635068,0,3,7,12.0,1,23.8,20.8
00-0034164,T.Cannon,2020,5,ATL,2,-1.0,0,0.0,0.0,0.0,-1.9518497961107641,0,0,0,0.0,0,-0.1,-0.1
00-0034164,T.Cannon,2020,6,CHI,3,12.0,0,0.0,0.0,1.0,-0.491565037809778,0,2,2,15.0,0,4.7,2.7
00-0034164,T.Cannon,2020,7,NO,1,7.0,0,0.0,0.0,0.0,0.5312505583278835,0,0,0,0.0,0,0.7000000000000001,0.7000000000000001
00-0034164,T.Cannon,2020,12,MIN,3,17.0,0,0.0,0.0,1.0,0.09906892199069262,0,1,1,1.0,0,2.8,1.8
00-0034164,T.Cannon,2020,14,DEN,1,-2.0,0,0.0,0.0,0.0,-1.0796612860867754,0,0,0,0.0,0,-0.2,-0.2
00-0034184,G.Edwards,2020,1,CLE,4,17.0,0,0.0,0.0,1.0,0.4411917575635016,0,0,0,0.0,0,1.7000000000000002,1.7000000000000002
00-0034184,G.Edwards,2020,2,HOU,10,73.0,0,0.0,0.0,4.0,2.22074148114881,0,0,0,0.0,0,7.300000000000001,7.300000000000001
00-0034184,G.Edwards,2020,3,KC,4,39.0,0,0.0,0.0,2.0,2.020101558591705,0,0,0,0.0,0,3.9000000000000004,3.9000000000000004
00-0034184,G.Edwards,2020,4,WAS,9,38.0,0,0.0,0.0,4.0,4.0711989250266925,0,0,0,0.0,0,3.8000000000000003,3.8000000000000003
00-0034184,G.Edwards,2020,5,CIN,7,25.0,0,0.0,0.0,2.0,0.1114999249111861,0,0,3,0.0,0,2.5,2.5
00-0034184,G.Edwards,2020,6,PHI,14,26.0,1,0.0,0.0,1.0,-4.569405552523676,0,0,0,0.0,0,8.6,8.6
00-0034184,G.Edwards,2020,8,PIT,16,87.0,1,0.0,0.0,4.0,0.6257805477362126,0,0,1,0.0,0,14.700000000000001,14.700000000000001
00-0034184,G.Edwards,2020,9,IND,11,23.0,1,1.0,1.0,3.0,-7.426762411661912,0,2,2,11.0,0,9.4,7.4
00-0034184,G.Edwards,2020,10,NE,7,42.0,0,0.0,0.0,3.0,4.925771017442457,0,1,1,31.0,0,8.3,7.300000000000001
00-0034184,G.Edwards,2020,11,TEN,3,6.0,0,0.0,0.0,0.0,-1.4636568006826565,0,0,0,0.0,0,0.6000000000000001,0.6000000000000001
00-0034184,G.Edwards,2020,12,PIT,9,10.0,1,0.0,0.0,1.0,-4.575712768622907,0,0,0,0.0,0,7.0,7.0
00-0034184,G.Edwards,2020,13,DAL,7,101.0,0,0.0,0.0,3.0,6.254552415048238,0,0,0,0.0,0,10.100000000000001,10.100000000000001
00-0034184,G.Edwards,2020,14,CLE,7,49.0,2,0.0,0.0,2.0,4.063417648372706,0,1,1,4.0,0,18.3,17.3
00-0034184,G.Edwards,2020,15,JAX,9,42.0,0,0.0,0.0,2.0,0.6966782180243172,0,2,2,36.0,0,9.8,7.800000000000001
00-0034184,G.Edwards,2020,16,NYG,15,85.0,0,0.0,0.0,7.0,5.5464539629465435,0,2,2,37.0,0,14.200000000000001,12.200000000000001
00-0034184,G.Edwards,2020,17,CIN,12,60.0,0,0.0,0.0,6.0,4.920413650339469,0,1,1,10.0,0,8.0,7.0
00-0034184,G.Edwards,2020,18,TEN,8,38.0,0,0.0,0.0,4.0,0.6910655695828609,0,0,0,0.0,0,3.8000000000000003,3.8000000000000003
00-0034184,G.Edwards,2020,19,BUF,10,42.0,0,1.0,0.0,4.0,0.11686287785414606,0,0,0,0.0,0,4.2,4.2
00-0034208,M.Boone,2020,5,SEA,2,19.0,0,0.0,0.0,0.0,0.9884869525558315,0,0,0,0.0,0,1.9000000000000001,1.9000000000000001
00-0034208,M.Boone,2020,6,ATL,1,-1.0,0,0.0,0.0,0.0,-4.402416486525908,0,1,1,6.0,0,1.5,0.5
00-0034208,M.Boone,2020,14,TB,2,8.0,0,0.0,0.0,0.0,-0.12309507955797017,0,1,1,4.0,0,2.2,1.2000000000000002
00-0034208,M.Boone,2020,16,NO,1,4.0,1,0.0,0.0,1.0,1.0229144961340353,0,0,0,0.0,0,6.4,6.4
00-0034208,M.Boone,2020,17,DET,5,29.0,0,0.0,0.0,1.0,1.1240480466512963,0,0,0,0.0,0,2.9000000000000004,2.9000000000000004
00-0034253,D.Hilliard,2020,4,DAL,5,19.0,0,0.0,0.0,2.0,-0.8540693158574868,0,1,1,2.0,0,3.1,2.1
00-0034253,D.Hilliard,2020,6,PIT,4,29.0,0,0.0,0.0,1.0,-0.15138510917313397,0,0,0,0.0,0,2.9000000000000004,2.9000000000000004
00-0034301,D.Williams,2020,1,HOU,7,23.0,0,0.0,0.0,2.0,-1.8164789373404346,0,2,2,7.0,0,5.0,3.0
00-0034301,D.Williams,2020,2,LAC,0,0.0,0,0.0,0.0,0.0,,0,1,1,12.0,0,2.2,1.2000000000000002
00-0034301,D.Williams,2020,3,BAL,2,6.0,0,0.0,0.0,0.0,-1.5416969038778916,0,2,2,1.0,0,2.7,0.7000000000000001
00-0034301,D.Williams,2020,4,NE,1,2.0,0,0.0,0.0,1.0,0.5414783041924238,0,0,1,0.0,0,0.2,0.2
00-0034301,D.Williams,2020,5,LV,1,4.0,0,0.0,0.0,0.0,-0.052275005902629346,0,1,5,15.0,0,4.9,3.9000000000000004
00-0034301,D.Williams,2020,6,BUF,6,26.0,1,0.0,0.0,3.0,3.704318450053328,0,1,1,15.0,0,11.100000000000001,10.100000000000001
00-0034301,D.Williams,2020,8,NYJ,3,19.0,0,0.0,0.0,1.0,0.9255366560537368,0,1,1,7.0,0,3.6,2.6
00-0034301,D.Williams,2020,9,CAR,0,0.0,0,0.0,0.0,0.0,,0,1,1,3.0,0,1.3,0.30000000000000004
00-0034301,D.Williams,2020,11,LV,0,0.0,0,0.0,0.0,0.0,,0,3,3,22.0,0,5.2,2.2
00-0034301,D.Williams,2020,13,DEN,6,38.0,0,0.0,0.0,2.0,-0.03730877093039453,0,1,2,5.0,0,5.3,4.3
00-0034301,D.Williams,2020,15,NO,3,5.0,0,0.0,0.0,1.0,-0.1871784165268764,0,0,0,0.0,0,0.5,0.5
00-0034301,D.Williams,2020,16,ATL,10,46.0,0,0.0,0.0,4.0,0.9180623928841669,0,4,6,27.0,0,11.3,7.300000000000001
00-0034301,D.Williams,2020,17,LAC,0,0.0,0,0.0,0.0,0.0,,0,1,1,2.0,0,1.2,0.2
00-0034301,D.Williams,2020,19,CLE,13,78.0,0,0.0,0.0,4.0,3.3099944854038768,0,4,4,16.0,0,13.4,9.4
00-0034301,D.Williams,2020,20,BUF,13,52.0,1,0.0,0.0,5.0,3.5274369844119065,0,1,1,9.0,0,13.100000000000001,12.100000000000001
00-0034301,D.Williams,2020,21,TB,2,5.0,0,0.0,0.0,0.0,-0.932293497142382,0,2,7,10.0,0,3.5,1.5
00-0034331,J.Samuels,2020,1,NYG,1,2.0,0,0.0,0.0,0.0,-0.3737888775067404,0,1,1,1.0,0,1.3,0.30000000000000004
00-0034331,J.Samuels,2020,2,DEN,0,0.0,0,0.0,0.0,0.0,,0,1,2,4.0,0,1.4,0.4
00-0034331,J.Samuels,2020,3,HOU,1,1.0,0,0.0,0.0,0.0,-1.8059641175973797,0,0,0,0.0,0,0.1,0.1
00-0034331,J.Samuels,2020,7,TEN,1,5.0,0,0.0,0.0,0.0,0.09223443124210462,0,0,0,0.0,0,0.5,0.5
00-0034331,J.Samuels,2020,8,BAL,0,0.0,0,0.0,0.0,0.0,,0,0,2,0.0,0,0.0,0.0
00-0034331,J.Samuels,2020,13,WAS,1,1.0,0,0.0,0.0,0.0,-0.2306168134091422,0,3,4,11.0,0,4.2,1.2000000000000002
00-0034331,J.Samuels,2020,14,BUF,4,15.0,0,0.0,0.0,1.0,-0.3817924107424915,0,3,4,18.0,0,6.300000000000001,3.3000000000000003
00-0034331,J.Samuels,2020,15,CIN,1,4.0,0,0.0,0.0,0.0,0.03285768523346633,0,1,1,12.0,0,2.6,1.6
00-0034349,K.Johnson,2020,1,CHI,7,14.0,0,0.0,0.0,0.0,-3.3908002069219947,0,0,0,0.0,0,1.4000000000000001,1.4000000000000001
00-0034349,K.Johnson,2020,2,GB,8,32.0,1,0.0,0.0,3.0,2.3226377242826857,0,0,1,0.0,0,9.2,9.2
00-0034349,K.Johnson,2020,3,ARI,3,16.0,0,0.0,0.0,1.0,0.5600542930187657,0,1,1,14.0,0,4.0,3.0
00-0034349,K.Johnson,2020,4,NO,3,9.0,0,0.0,0.0,0.0,-1.1491402679821476,0,1,1,3.0,0,2.2,1.2000000000000002
00-0034349,K.Johnson,2020,6,JAX,4,9.0,0,0.0,0.0,1.0,-0.7799421265954152,0,1,2,11.0,0,3.0,2.0
00-0034349,K.Johnson,2020,8,IND,0,0.0,0,0.0,0.0,0.0,,0,2,2,15.0,1,9.5,7.5
00-0034349,K.Johnson,2020,9,MIN,4,29.0,0,0.0,0.0,1.0,1.112720045610331,0,3,3,36.0,0,9.5,6.5
00-0034349,K.Johnson,2020,10,WAS,1,3.0,0,0.0,0.0,0.0,-0.21705922717228532,0,0,0,0.0,0,0.30000000000000004,0.30000000000000004
00-0034349,K.Johnson,2020,11,CAR,6,17.0,0,0.0,0.0,0.0,-1.8055461375042796,0,2,5,21.0,0,5.800000000000001,3.8000000000000003
00-0034349,K.Johnson,2020,12,HOU,11,46.0,0,1.0,1.0,2.0,-5.047736804466695,0,4,4,52.0,0,11.8,7.800000000000001
00-0034349,K.Johnson,2020,13,CHI,3,3.0,0,0.0,0.0,0.0,-1.548103870183695,0,2,3,8.0,0,3.1,1.1
00-0034349,K.Johnson,2020,14,GB,2,3.0,1,0.0,0.0,1.0,0.23081449454184622,0,1,1,10.0,0,8.3,7.3
00-0034349,K.Johnson,2020,16,TB,0,0.0,0,0.0,0.0,0.0,,0,2,2,17.0,0,3.7,1.7000000000000002
00-0034349,K.Johnson,2020,17,MIN,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0
00-0034367,N.Miller-Hines,2020,1,JAX,7,28.0,1,0.0,0.0,2.0,-2.7900613574893214,0,8,8,45.0,1,27.3,19.3
00-0034367,N.Miller-Hines,2020,2,MIN,0,0.0,0,0.0,0.0,0.0,,0,1,1,4.0,0,1.4,0.4
00-0034367,N.Miller-Hines,2020,3,NYJ,7,21.0,0,0.0,0.0,1.0,-1.4784139028633945,0,4,5,40.0,0,10.100000000000001,6.1000000000000005
00-0034367,N.Miller-Hines,2020,4,CHI,9,24.0,0,0.0,0.0,1.0,-4.4154015563294635,0,3,3,8.0,0,6.2,3.2
00-0034367,N.Miller-Hines,2020,5,CLE,3,8.0,0,0.0,0.0,0.0,-1.0514839045354165,0,2,4,22.0,0,5.0,3.0
00-0034367,N.Miller-Hines,2020,6,CIN,0,0.0,0,0.0,0.0,0.0,,0,5,6,27.0,0,7.7,2.7
00-0034367,N.Miller-Hines,2020,8,DET,5,8.0,0,0.0,0.0,1.0,-1.7969122175127268,0,3,5,54.0,2,21.2,18.2
00-0034367,N.Miller-Hines,2020,9,BAL,2,18.0,0,0.0,0.0,0.0,0.35852955549489707,0,2,3,20.0,0,5.800000000000001,3.8000000000000003
00-0034367,N.Miller-Hines,2020,10,TEN,12,70.0,1,0.0,0.0,6.0,3.4151556948781945,0,5,6,45.0,1,28.5,23.5
00-0034367,N.Miller-Hines,2020,11,GB,6,2.0,0,0.0,0.0,1.0,-3.5160807790234685,1,3,4,31.0,0,8.3,5.300000000000001
00-0034367,N.Miller-Hines,2020,12,TEN,10,29.0,0,0.0,0.0,2.0,-1.141264079255052,0,8,10,66.0,0,17.5,9.5
00-0034367,N.Miller-Hines,2020,13,HOU,6,10.0,1,0.0,0.0,1.0,-4.472609972581267,0,3,3,22.0,0,12.2,9.2
00-0034367,N.Miller-Hines,2020,14,LV,7,58.0,0,0.0,0.0,3.0,1.6435379527959562,0,4,4,17.0,0,11.5,7.5
00-0034367,N.Miller-Hines,2020,15,HOU,5,43.0,0,0.0,0.0,2.0,1.3517255450133234,0,2,3,11.0,0,7.4,5.4
00-0034367,N.Miller-Hines,2020,16,PIT,8,44.0,0,0.0,0.0,3.0,1.7621592843788676,0,4,4,20.0,0,10.4,6.4
00-0034367,N.Miller-Hines,2020,17,JAX,2,17.0,0,0.0,0.0,1.0,0.7056640477967449,0,6,7,50.0,0,12.7,6.7
00-0034367,N.Miller-Hines,2020,18,BUF,6,75.0,0,0.0,0.0,2.0,3.8175985745037906,0,1,3,8.0,0,9.3,8.3
00-0034378,I.Smith,2020,1,SEA,1,4.0,0,0.0,0.0,0.0,0.03775597386993468,0,3,3,2.0,0,3.6,0.6000000000000001
00-0034378,I.Smith,2020,2,DAL,5,20.0,0,0.0,0.0,0.0,-0.23238497792044654,0,0,0,0.0,0,2.0,2.0
00-0034378,I.Smith,2020,3,CHI,0,0.0,0,0.0,0.0,0.0,,0,0,2,0.0,0,0.0,0.0
