Rk,Player,Age,Team,Pos,G,GS,FGA_0_19,FGM_0_19,FGA_20_29,FGM_20_29,FGA_30_39,FGM_30_39,FGA_40_49,FGM_40_49,FGA_50_plus,FGM_50_plus,FGA_Total,FGM_Total,Lng,FG_Pct,XPA,XPM,XP_Pct,KO,KO_Yds,TB,TB_Pct,KO_Avg,Awards,Player_ID
54,Ryan Quigley,24,NYJ,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,5,315,0,0.0,63,,QuigRy00
55,Jon Ryan,33,SEA,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,79,0,0.0,79,,RyanJo21
56,Colton Schmidt,24,BUF,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,101,0,0.0,51,,SchmCo00
57,Tress Way,24,WAS,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,18,1174,9,50.0,65,,WayxTr00
1,Stephen Gostkowski,29,NWE,K,16,0,1.0,1,8,8,13,13,13,11,6,5,41,38,54,92.7,44,44,100.0,99,6315,65,65.7,64,PB,GostSt20
2,Justin Tucker,24,BAL,K,16,0,0.0,0,9,9,14,13,11,10,7,6,41,38,61,92.7,26,26,100.0,82,5114,42,51.2,62,PBAP-1,TuckJu00
3,Adam Vinatieri,41,IND,K,15,0,0.0,0,6,6,11,10,17,15,6,4,40,35,52,87.5,34,34,100.0,0,0,0,,,,vinatada01
4,Mason Crosby,29,GNB,K,16,0,1.0,1,13,13,8,8,8,6,7,5,37,33,57,89.2,42,42,100.0,57,3480,13,22.8,61,,CrosMa20
5,Nick Novak,32,SDG,K,16,0,1.0,1,9,9,16,13,9,9,2,2,37,34,50,91.9,42,42,100.0,92,6031,18,19.6,66,,novaknic01
6,Dan Carpenter,28,BUF,K,16,0,0.0,0,13,13,6,6,11,10,6,4,36,33,55,91.7,32,32,100.0,83,5286,34,41.0,64,,CarpDa44
7,Phil Dawson,38,SFO,K,16,0,0.0,0,13,12,6,6,11,10,6,4,36,32,56,88.9,44,44,100.0,91,5896,38,41.8,65,,dawsophi01
8,Jay Feely,37,ARI,K,16,0,0.0,0,11,9,8,7,12,11,5,3,36,30,52,83.3,37,37,100.0,86,5629,33,38.4,66,,feelyjay01
9,Nick Folk,29,NYJ,K,16,0,0.0,0,8,8,11,10,14,12,3,3,36,33,54,91.7,27,27,100.0,73,4582,30,41.1,63,,FolkNi20
10,Randy Bullock,24,HOU,K,16,0,1.0,1,7,7,5,5,17,12,5,1,35,26,51,74.3,26,26,100.0,67,4381,29,43.3,65,,BullRa00
11,Stephen Hauschka,28,SEA,K,16,0,0.0,0,11,10,9,9,12,11,3,3,35,33,53,94.3,44,44,100.0,94,6118,48,51.1,65,,HausSt00
12,Caleb Sturgis,24,MIA,K,16,0,1.0,1,4,4,12,10,10,8,7,3,34,26,54,76.5,33,33,100.0,74,4783,38,51.4,65,,SturCa00
13,Shaun Suisham,32,PIT,K,16,0,0.0,0,9,9,15,13,8,8,0,0,32,30,48,93.8,39,39,100.0,86,5123,24,27.9,60,,suishsha01
14,Dan Bailey,25,DAL,K,16,0,2.0,2,2,2,9,8,10,10,7,6,30,28,53,93.3,47,47,100.0,93,5815,52,55.9,63,,BailDa00
15,Garrett Hartley,27,NOR,K,14,0,2.0,2,6,5,8,5,13,9,1,1,30,22,55,73.3,41,41,100.0,1,9,0,0.0,9,,HartGa00
16,Sebastian Janikowski,35,OAK,K,16,0,0.0,0,6,6,6,4,11,8,7,3,30,21,53,70.0,37,37,100.0,74,4363,38,51.4,59,,janikseb01
17,Blair Walsh,23,MIN,K,16,0,0.0,0,7,7,12,12,6,5,5,2,30,26,54,86.7,44,43,97.7,84,5241,43,51.2,62,,WalsBl00
18,Rob Bironas,35,TEN,K,16,0,0.0,0,10,10,9,8,7,5,3,2,29,25,55,86.2,41,41,100.0,80,4875,32,40.0,61,,bironrob01
19,Robbie Gould,31,CHI,K,16,0,0.0,0,11,11,7,6,7,6,4,3,29,26,58,89.7,46,45,97.8,89,5228,38,42.7,59,,gouldrob01
20,Rian Lindell,36,TAM,K,16,0,0.0,0,3,3,14,12,6,4,6,4,29,23,54,79.3,31,31,100.0,0,0,0,,,,linderia01
21,Alex Henery,26,PHI,K,16,0,0.0,0,8,8,8,7,10,7,2,1,28,23,51,82.1,45,45,100.0,90,5583,37,41.1,62,,HeneAl00
22,Ryan Succop,27,KAN,K,16,0,0.0,0,6,6,10,9,8,6,4,1,28,22,51,78.6,52,52,100.0,91,5860,47,51.6,64,,SuccRy44
23,Greg Zuerlein,26,STL,K,16,0,0.0,0,7,7,10,10,9,8,2,1,28,26,54,92.9,34,34,100.0,78,5094,52,66.7,65,,ZuerGr00
24,Matt Bryant,38,ATL,K,16,0,0.0,0,9,9,8,7,5,5,5,3,27,24,53,88.9,39,39,100.0,0,0,0,,,,bryanmat01
25,Graham Gano,26,CAR,K,16,0,0.0,0,9,9,5,4,7,5,6,6,27,24,55,88.9,42,42,100.0,80,5185,63,78.8,65,,GanoGr44
26,Josh Brown,34,NYG,K,16,0,0.0,0,8,8,8,7,8,7,2,1,26,23,52,88.5,31,31,100.0,70,4375,35,50.0,63,,brownjos01
27,Billy Cundiff,33,CLE,K,16,0,0.0,0,7,7,6,5,9,7,4,2,26,21,51,80.8,32,32,100.0,65,4095,42,64.6,63,,cundibil01
28,Matt Prater,29,DEN,K,16,0,2.0,2,4,4,5,5,8,8,7,6,26,25,64,96.2,75,75,100.0,114,7348,81,71.1,65,PBAP-2,PratMa20
29,Josh Scobee,31,JAX,K,16,0,0.0,0,3,3,12,12,5,4,5,4,25,23,55,92.0,23,22,95.7,63,4038,36,57.1,64,,scobejos01
30,David Akers,39,DET,K,16,0,1.0,1,5,5,8,6,7,4,3,3,24,19,53,79.2,43,42,97.7,14,858,7,50.0,61,,akersdav01
31,Kai Forbath,26,WAS,K,13,0,0.0,0,4,3,10,10,6,4,2,1,22,18,50,81.8,26,26,100.0,57,3420,14,24.6,60,,ForbKa00
32,Mike Nugent,31,CIN,K,16,0,0.0,0,2,2,7,6,9,7,4,3,22,18,54,81.8,53,52,98.1,86,5428,32,37.2,63,,nugenmik01
33,John Potter,23,WAS,K,3,0,0.0,0,2,2,0,0,1,1,1,0,4,3,43,75.0,7,7,100.0,14,848,8,57.1,61,,PottJo00
34,Shayne Graham,36,NOR,K,2,0,0.0,0,1,1,0,0,1,1,0,0,2,2,40,100.0,7,7,100.0,0,0,0,,,,grahasha01
35,Matthew Bosher,26,ATL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,79,4836,50,63.3,61,,BoshMa00
36,Britton Colquitt,28,DEN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,62,0,0.0,62,,ColqBr00
37,Dustin Colquitt,31,KAN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,77,0,0.0,77,,ColqDu20
38,Brandon Fields,29,MIA,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,53,0,0.0,53,PBAP-2,FielBr20
39,Johnny Hekker,23,STL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,3,69,0,0.0,23,PBAP-1,HekkJo00
40,Brett Kern,27,TEN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,3,181,0,0.0,60,,KernBr20
41,Michael Koenen,31,TAM,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,69,4294,41,59.4,62,,koenemic01
42,Spencer Lanning,25,CLE,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,100.0,8,403,0,0.0,50,,LannSp00
43,Shane Lechler,37,HOU,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,68,0,0.0,68,,LechSh20
44,Andy Lee,31,SFO,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,53,0,0.0,53,,LeexAn20
45,Jeff Locke,24,MIN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,4,253,1,25.0,63,,LockJe00
46,Sam Martin,23,DET,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,70,4492,38,54.3,64,,MartSa01
47,Tim Masthay,26,GNB,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,36,2367,17,47.2,66,,MastTi99
48,Pat McAfee,26,IND,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,88,5647,41,46.6,64,,McAfPa44
49,Thomas Morstead,27,NOR,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,86,5563,52,60.5,65,,MorsTh00
50,Brad Nortman,24,CAR,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,120,0,0.0,60,,NortBr00
51,Adam Podlesh,30,CHI,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,43,0,0.0,43,,PodlAd20
52,Saverio Rocca,40,WAS,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,56,0,0.0,56,,RoccSa20
53,Steve Weatherford,31,NYG,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,49,0,0.0,49,,WeatSt20
54,Dave Zastudil,35,ARI,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,51,0,0.0,51,,ZastDa20
1,David Akers,38,SFO,K,16,0,1.0,1,9,8,13,11,13,7,6,2,42,29,63,69.0,44,44,100.0,87,5694,40,46.0,65,,akersdav01
2,Lawrence Tynes,34,NYG,K,16,0,0.0,0,11,11,16,14,9,7,3,1,39,33,50,84.6,46,46,100.0,94,6010,24,25.5,64,,tyneslaw01
3,Matt Bryant,37,ATL,K,16,0,1.0,1,9,8,11,10,13,10,4,4,38,33,55,86.8,44,44,100.0,0,0,0,,,,bryanmat01
4,Shayne Graham,35,HOU,K,16,0,1.0,1,8,8,11,11,9,7,9,4,38,31,51,81.6,45,45,100.0,91,5632,28,30.8,62,,grahasha01
5,Blair Walsh,22,MIN,K,16,0,0.0,0,10,10,9,8,9,7,10,10,38,35,56,92.1,36,36,100.0,86,5633,53,61.6,66,PBAP-1,WalsBl00
6,Jason Hanson,42,DET,K,16,0,1.0,1,3,3,10,10,19,16,3,2,36,32,53,88.9,38,38,100.0,87,5282,30,34.5,61,,hansojas01
7,Stephen Gostkowski,28,NWE,K,16,0,0.0,0,8,8,12,10,13,9,2,2,35,29,53,82.9,66,66,100.0,111,7061,52,46.8,64,,GostSt20
8,Sebastian Janikowski,34,OAK,K,16,0,1.0,1,9,9,10,10,5,5,9,6,34,31,57,91.2,25,25,100.0,73,4473,38,52.1,61,,janikseb01
9,Ryan Succop,26,KAN,K,16,0,0.0,0,5,4,15,12,12,10,2,2,34,28,52,82.4,17,17,100.0,58,3579,27,46.6,62,,SuccRy44
10,Connor Barth,26,TAM,K,15,0,0.0,0,7,7,4,3,13,12,9,6,33,28,57,84.8,39,39,100.0,0,0,0,,,,barthco01
11,Mason Crosby,28,GNB,K,16,0,0.0,0,5,5,7,5,12,9,9,2,33,21,54,63.6,50,50,100.0,88,5531,35,39.8,63,,CrosMa20
12,Justin Tucker,23,BAL,K,16,0,0.0,0,8,8,8,8,13,10,4,4,33,30,56,90.9,42,42,100.0,88,5607,49,55.7,64,,TuckJu00
13,Adam Vinatieri,40,IND,K,16,0,1.0,1,8,8,7,4,10,9,7,4,33,26,53,78.8,37,37,100.0,0,0,0,,,,vinatada01
14,Matt Prater,28,DEN,K,16,0,1.0,1,7,7,11,10,9,5,4,3,32,26,53,81.3,55,55,100.0,98,6254,65,66.3,64,,PratMa20
15,Dan Bailey,24,DAL,K,16,0,1.0,1,5,5,13,13,7,7,5,3,31,29,51,93.5,37,37,100.0,84,5089,30,35.7,61,,BailDa00
16,Rob Bironas,34,TEN,K,16,0,0.0,0,6,6,13,13,10,5,2,1,31,25,53,80.6,35,35,100.0,74,4583,37,50.0,62,,bironrob01
17,Phil Dawson,37,CLE,K,16,0,0.0,0,9,8,9,8,6,6,7,7,31,29,53,93.5,29,29,100.0,77,4820,30,39.0,63,PBAP-2,dawsophi01
18,Alex Henery,25,PHI,K,16,0,0.0,0,9,8,9,8,12,11,1,0,31,27,49,87.1,26,25,96.2,70,4405,26,37.1,63,,HeneAl00
19,Shaun Suisham,31,PIT,K,16,0,0.0,0,8,7,8,8,12,12,3,1,31,28,52,90.3,34,34,100.0,75,4746,29,38.7,63,,suishsha01
20,Greg Zuerlein,25,STL,K,16,0,1.0,1,4,4,6,4,7,7,13,7,31,23,60,74.2,26,26,100.0,67,4388,37,55.2,66,,ZuerGr00
21,Jay Feely,36,ARI,K,16,0,0.0,0,6,6,10,9,10,8,2,2,28,25,61,89.3,25,25,100.0,63,3928,29,46.0,62,,feelyjay01
22,Josh Scobee,30,JAX,K,16,0,1.0,1,4,4,8,8,13,11,2,1,28,25,50,89.3,19,18,94.7,69,4356,26,37.7,63,,scobejos01
23,Dan Carpenter,27,MIA,K,14,0,0.0,0,3,3,9,9,10,8,5,2,27,22,53,81.5,26,26,100.0,65,4169,30,46.2,64,,CarpDa44
24,Nick Folk,28,NYJ,K,16,0,0.0,0,8,7,8,6,7,5,4,3,27,21,54,77.8,30,30,100.0,68,4231,12,17.6,62,,FolkNi20
25,Stephen Hauschka,27,SEA,K,16,0,1.0,1,7,7,10,10,5,5,4,1,27,24,52,88.9,48,46,95.8,87,5623,36,41.4,65,,HausSt00
26,Robbie Gould,30,CHI,K,13,0,0.0,0,7,7,7,5,9,7,2,2,25,21,54,84.0,33,33,100.0,66,4306,38,57.6,65,,gouldrob01
27,Rian Lindell,35,BUF,K,16,0,1.0,1,3,3,11,10,7,6,2,1,24,21,50,87.5,39,39,100.0,47,2878,7,14.9,61,,linderia01
28,Mike Nugent,30,CIN,K,12,0,2.0,2,5,5,5,5,9,6,2,1,23,19,55,82.6,35,35,100.0,65,4252,21,32.3,65,,nugenmik01
29,Garrett Hartley,26,NOR,K,16,0,0.0,0,9,9,6,4,3,2,4,3,22,18,53,81.8,57,57,100.0,2,24,0,0.0,12,,HartGa00
30,Nick Novak,31,SDG,K,13,0,1.0,1,5,5,6,6,4,4,4,2,20,18,51,90.0,33,33,100.0,62,3951,22,35.5,64,,novaknic01
31,Kai Forbath,25,WAS,K,11,0,0.0,0,3,3,3,2,11,11,1,1,18,17,50,94.4,34,33,97.1,62,3853,15,24.2,62,,ForbKa00
32,Josh Brown,33,CIN,K,4,0,0.0,0,3,3,4,4,3,3,2,1,12,11,52,91.7,8,8,100.0,23,1475,6,26.1,64,,brownjos01
33,Billy Cundiff,32,WAS,K,5,0,0.0,0,1,1,5,3,4,3,2,0,12,7,45,58.3,17,17,100.0,29,1841,18,62.1,64,,cundibil01
34,Graham Gano,25,CAR,K,6,0,0.0,0,3,3,3,3,3,2,2,1,11,9,51,81.8,21,20,95.2,35,2320,20,57.1,66,,GanoGr44
35,Justin Medlock,29,CAR,K,10,0,0.0,0,2,2,3,3,4,2,1,0,10,7,45,70.0,23,23,100.0,41,2388,17,41.5,58,,MedlJu20
36,Olindo Mare,39,CHI,K,3,0,0.0,0,3,2,3,3,2,1,0,0,8,6,40,75.0,7,7,100.0,16,1045,10,62.5,65,,marexoli01
37,Nate Kaeding,30,2TM,K,5,0,1.0,1,3,3,0,0,6,4,0,0,10,8,45,80.0,9,9,100.0,22,1408,12,54.5,64,,kaedinat01
37,Nate Kaeding,30,SDG,K,3,0,1.0,1,3,3,0,0,3,3,0,0,7,7,45,100.0,6,6,100.0,16,1032,8,50.0,65,,kaedinat01
37,Nate Kaeding,30,MIA,K,2,0,0.0,0,0,0,0,0,3,1,0,0,3,1,45,33.3,3,3,100.0,6,376,4,66.7,63,,kaedinat01
38,Matthew Bosher,25,ATL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,94,6094,45,47.9,65,,BoshMa00
39,Britton Colquitt,27,DEN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,60,0,0.0,60,,ColqBr00
40,Johnny Hekker,22,STL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,9,0,0.0,9,,HekkJo00
41,Donnie Jones,32,HOU,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,58,0,0.0,58,,JoneDo21
42,Sam Koch,30,BAL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,64,0,0.0,64,,KochSa20
43,Michael Koenen,30,TAM,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,87,5593,58,66.7,64,,koenemic01
44,Andy Lee,30,SFO,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,63,0,0.0,63,AP-1,LeexAn20
45,Robert Malone,24,NYJ,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,67,0,0.0,67,,MaloRo00
46,Pat McAfee,25,IND,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,79,5213,45,57.0,66,,McAfPa44
47,Zoltan Mesko,26,NWE,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,60,0,0.0,60,,MeskZo99
48,Thomas Morstead,26,NOR,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,90,5698,45,50.0,63,PBAP-2,MorsTh00
49,Brad Nortman,23,CAR,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,68,0,0.0,68,,NortBr00
50,Adam Podlesh,29,CHI,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,4,245,1,25.0,61,,PodlAd20
51,Jon Ryan,31,SEA,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,66,0,0.0,66,,RyanJo21
52,Dave Zastudil,34,ARI,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,62,0,0.0,62,,ZastDa20
53,John Potter,22,BUF,K,6,0,0.0,0,0,0,0,0,0,0,0,0,,,0,,,,,26,1615,13,50.0,62,,PottJo00
1,David Akers,37,SFO,K,16,0,2.0,2,16,16,14,13,11,6,9,7,52,44,55,84.6,34,34,100.0,93,6077,47,50.5,65,PBAP-1,akersdav01
2,Graham Gano,24,WAS,K,16,0,0.0,0,15,14,9,5,11,8,6,4,41,31,59,75.6,26,25,96.2,73,4426,32,43.8,61,,GanoGr44
3,Mike Nugent,29,CIN,K,16,0,0.0,0,14,14,8,5,16,14,0,0,38,33,49,86.8,34,33,97.1,80,5215,36,45.0,65,,nugenmik01
4,Neil Rackers,35,HOU,K,16,0,0.0,0,14,14,11,10,8,4,5,4,38,32,54,84.2,40,39,97.5,36,2182,15,41.7,61,,rackenei01
5,Dan Bailey,23,DAL,K,16,0,1.0,1,9,8,11,11,12,10,4,2,37,32,51,86.5,39,39,100.0,67,4243,24,35.8,63,,BailDa00
6,Billy Cundiff,31,BAL,K,15,0,1.0,1,9,9,12,10,9,7,6,1,37,28,51,75.7,38,38,100.0,76,4881,44,57.9,64,,cundibil01
7,Sebastian Janikowski,33,OAK,K,15,0,1.0,1,8,8,5,5,11,10,10,7,35,31,63,88.6,36,36,100.0,80,4968,32,40.0,62,PBAP-2,janikseb01
8,Dan Carpenter,26,MIA,K,14,0,0.0,0,11,10,7,6,12,11,4,2,34,29,58,85.3,26,26,100.0,68,4420,39,57.4,65,,CarpDa44
9,John Kasay,42,NOR,K,16,0,0.0,0,11,11,10,10,8,5,5,2,34,28,53,82.4,63,63,100.0,2,18,0,0.0,9,,kasayjoh01
10,Nick Novak,30,SDG,K,15,0,0.0,0,11,11,5,4,11,8,7,4,34,27,53,79.4,42,41,97.6,86,5551,30,34.9,65,,novaknic01
11,Stephen Gostkowski,27,NWE,K,16,0,1.0,1,13,12,6,5,11,9,2,1,33,28,50,84.8,59,59,100.0,103,6568,41,39.8,64,,GostSt20
12,Rob Bironas,33,TEN,K,16,0,0.0,0,5,5,10,9,10,9,7,6,32,29,53,90.6,34,34,100.0,78,4847,44,56.4,62,,bironrob01
13,Robbie Gould,29,CHI,K,16,0,0.0,0,10,10,6,6,10,6,6,6,32,28,57,87.5,37,37,100.0,81,5119,43,53.1,63,,gouldrob01
14,Shaun Suisham,30,PIT,K,16,0,2.0,2,8,8,8,6,11,6,2,1,31,23,51,74.2,36,36,100.0,72,4698,28,38.9,65,,suishsha01
15,Stephen Hauschka,26,SEA,K,16,0,2.0,2,6,5,10,9,8,7,4,2,30,25,52,83.3,34,34,100.0,75,4899,26,34.7,65,,HausSt00
16,Ryan Succop,25,KAN,K,16,0,1.0,1,7,7,7,6,12,7,3,3,30,24,54,80.0,20,20,100.0,59,3589,31,52.5,61,,SuccRy44
17,Matt Bryant,36,ATL,K,16,0,2.0,2,9,9,9,9,7,5,2,2,29,27,51,93.1,45,45,100.0,0,0,0,,,,bryanmat01
18,Phil Dawson,36,CLE,K,16,0,0.0,0,9,7,4,3,8,7,8,7,29,24,54,82.8,20,20,100.0,59,3661,10,16.9,62,,dawsophi01
19,Jason Hanson,41,DET,K,16,0,0.0,0,9,9,9,8,4,2,7,5,29,24,51,82.8,54,54,100.0,96,6156,45,46.9,64,,hansojas01
20,Connor Barth,25,TAM,K,16,0,0.0,0,5,5,6,6,14,13,3,2,28,26,55,92.9,23,23,100.0,0,0,0,,,,barthco01
21,Josh Brown,32,STL,K,16,0,0.0,0,7,7,7,6,12,8,2,0,28,21,49,75.0,18,18,100.0,48,3072,12,25.0,64,,brownjos01
22,Mason Crosby,27,GNB,K,16,0,1.0,1,5,4,14,14,5,3,3,2,28,24,58,85.7,69,68,98.6,108,6892,49,45.4,64,,CrosMa20
23,Ryan Longwell,37,MIN,K,16,0,0.0,0,7,7,8,7,10,6,3,2,28,22,53,78.6,39,38,97.4,77,4878,19,24.7,63,,longwrya01
24,Olindo Mare,38,CAR,K,16,0,1.0,1,7,7,9,6,9,8,2,0,28,22,45,78.6,45,44,97.8,84,5366,53,63.1,64,,marexoli01
25,Alex Henery,24,PHI,K,16,0,0.0,0,10,10,11,9,4,4,2,1,27,24,51,88.9,46,46,100.0,85,5433,32,37.6,64,,HeneAl00
26,Adam Vinatieri,39,IND,K,16,0,0.0,0,7,7,7,6,10,8,3,2,27,23,53,85.2,24,24,100.0,0,0,0,,,,vinatada01
27,Nick Folk,27,NYJ,K,16,0,0.0,0,6,5,6,6,7,5,6,3,25,19,51,76.0,44,44,100.0,81,5094,17,21.0,63,,FolkNi20
28,Matt Prater,27,DEN,K,16,0,0.0,0,6,5,8,8,7,3,4,3,25,19,59,76.0,30,30,100.0,69,4393,47,68.1,64,,PratMa20
29,Josh Scobee,29,JAX,K,16,0,1.0,1,5,5,5,5,8,7,6,5,25,23,55,92.0,24,24,100.0,62,4097,39,62.9,66,,scobejos01
30,Jay Feely,35,ARI,K,16,0,0.0,0,9,9,6,4,7,5,2,1,24,19,51,79.2,33,33,100.0,71,4779,22,31.0,67,,feelyjay01
31,Lawrence Tynes,33,NYG,K,16,0,0.0,0,12,12,4,3,5,3,3,1,24,19,50,79.2,43,43,100.0,79,5077,34,43.0,64,,tyneslaw01
32,Rian Lindell,34,BUF,K,8,0,0.0,0,6,6,3,2,6,5,0,0,15,13,49,86.7,25,25,100.0,43,2733,12,27.9,64,,linderia01
33,Dave Rayner,29,2TM,K,8,0,0.0,0,6,5,4,3,1,0,4,2,15,10,56,66.7,13,13,100.0,30,1740,7,23.3,58,,raynedav01
33,Dave Rayner,29,BUF,K,7,0,0.0,0,6,5,4,3,1,0,4,2,15,10,56,66.7,13,13,100.0,30,1740,7,23.3,58,,raynedav01
34,Shayne Graham,34,2TM,K,3,0,0.0,0,4,4,0,0,3,2,0,0,7,6,48,85.7,8,8,100.0,16,1003,1,6.3,63,,grahasha01
34,Shayne Graham,34,MIA,K,2,0,0.0,0,4,4,0,0,1,0,0,0,5,4,28,80.0,6,6,100.0,11,709,1,9.1,65,,grahasha01
34,Shayne Graham,34,BAL,K,1,0,0.0,0,0,0,0,0,2,2,0,0,2,2,48,100.0,2,2,100.0,5,294,0,0.0,59,,grahasha01
35,Brandon Coutu,27,BUF,K,1,0,0.0,0,0,0,0,0,1,0,0,0,1,0,,0.0,3,3,100.0,4,246,0,0.0,62,,CoutBr00
36,Mike Scifres,31,SDG,P,16,0,0.0,0,0,0,0,0,1,1,0,0,1,1,40,100.0,3,3,100.0,4,239,2,50.0,60,,ScifMi20
37,Russell Allen,25,JAX,RLB,16,6,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,20,0,0.0,20,,AlleRu00
38,Matthew Bosher,24,ATL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,88,5671,25,28.4,64,,BoshMa00
39,David Buehler,24,DAL,K,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,18,1179,9,50.0,66,,BuehDa44
40,Britton Colquitt,26,DEN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,66,0,0.0,66,,ColqBr00
41,Dustin Colquitt,29,KAN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,57,0,0.0,57,,ColqDu20
42,Ryan Donahue,23,DET,P,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,59,0,0.0,59,,DonaRy00
43,Brandon Fields,27,MIA,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,3,156,0,0.0,52,,FielBr20
44,Brett Hartmann,24,HOU,P,12,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,50,3275,23,46.0,66,,HartBr01
45,Chris Kluwe,30,MIN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,36,0,0.0,36,,KluwCh20
46,Sam Koch,29,BAL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,113,1,50.0,57,,KochSa20
47,Michael Koenen,29,TAM,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,69,4177,37,53.6,61,,koenemic01
48,Andy Lee,29,SFO,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,51,0,0.0,51,PBAP-1,LeexAn20
49,Tim Masthay,24,GNB,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,113,0,0.0,57,,MastTi99
50,Pat McAfee,24,IND,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,63,4010,41,65.1,64,,McAfPa44
51,Mat McBriar,32,DAL,P,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,62,0,0.0,62,,McBrMa20
52,Zoltan Mesko,25,NWE,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,64,0,0.0,64,,MeskZo99
53,Brian Moorman,35,BUF,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,85,0,0.0,43,,MoorBr24
54,Thomas Morstead,25,NOR,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,105,6807,68,64.8,65,,MorsTh00
55,Adam Podlesh,28,CHI,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,50,0,0.0,50,,PodlAd20
56,Matt Turk,43,2TM,P,9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,116,0,0.0,58,,TurkMa20
