Rk,Player,Age,Team,Pos,G,GS,FGA_0_19,FGM_0_19,FGA_20_29,FGM_20_29,FGA_30_39,FGM_30_39,FGA_40_49,FGM_40_49,FGA_50_plus,FGM_50_plus,FGA_Total,FGM_Total,Lng,FG_Pct,XPA,XPM,XP_Pct,KO,KO_Yds,TB,TB_Pct,KO_Avg,Awards,Player_ID
5,Graham Gano,29,CAR,K,16,0,0.0,0,4,4,11,9,17,14,6,3,38,30,54,78.9,34,31,91.2,86,5497,63,73.3,64,,GanoGr44
6,Matt Bryant,41,ATL,K,16,0,0.0,0,12,12,8,7,9,9,8,6,37,34,59,91.9,57,56,98.2,0,0,0,,,PB,bryanmat01
7,Stephen Hauschka,31,SEA,K,16,0,0.0,0,13,11,13,13,10,8,1,1,37,33,53,89.2,35,29,82.9,86,5477,54,62.8,64,,HausSt00
8,Matt Prater,32,DET,K,16,0,0.0,0,10,10,5,4,14,10,7,7,36,31,58,86.1,33,31,93.9,2,116,1,50.0,58,PB,PratMa20
9,Sebastian Janikowski,38,OAK,K,16,0,1.0,1,9,9,6,6,11,10,8,3,35,29,56,82.9,39,37,94.9,88,5630,43,48.9,64,,janikseb01
10,Cairo Santos,25,KAN,K,16,0,0.0,0,9,8,17,15,7,6,2,2,35,31,53,88.6,39,36,92.3,86,5355,48,55.8,62,,SantCa01
11,Wil Lutz,22,NOR,K,16,0,1.0,1,7,7,11,9,8,8,7,3,34,28,57,82.4,50,49,98.0,93,5693,49,52.7,61,,LutzWi00
12,Brandon McManus,25,DEN,K,16,0,0.0,0,9,9,10,10,9,7,6,3,34,29,55,85.3,33,32,97.0,79,4836,51,64.6,61,,McMaBr01
13,Jason Myers,25,JAX,K,16,0,0.0,0,7,7,4,3,11,10,12,7,34,27,56,79.4,32,29,90.6,76,4673,60,78.9,62,,MyerJa00
14,Dan Bailey,28,DAL,K,16,0,0.0,0,9,9,8,8,9,7,6,3,32,27,56,84.4,46,46,100.0,91,5827,57,62.6,64,,BailDa00
15,Stephen Gostkowski,32,NWE,K,16,0,0.0,0,9,9,9,6,10,9,4,3,32,27,53,84.4,49,46,93.9,93,5924,52,55.9,64,,GostSt20
16,Josh Lambo,26,SDG,K,16,0,0.0,0,7,7,14,13,8,6,3,0,32,26,47,81.3,46,42,91.3,91,5694,67,73.6,63,,LambJo00
17,Roberto Aguayo,22,TAM,K,16,0,0.0,0,5,5,15,13,10,4,1,0,31,22,43,71.0,34,32,94.1,79,4993,52,65.8,63,,AguaRo00
18,Nick Folk,32,NYJ,K,16,0,0.0,0,13,12,11,10,3,3,4,2,31,27,51,87.1,26,24,92.3,70,4425,39,55.7,63,,FolkNi20
19,Adam Vinatieri,44,IND,K,16,0,0.0,0,3,3,7,7,12,10,9,7,31,27,54,87.1,44,44,100.0,0,0,0,,,,vinatada01
20,Mason Crosby,32,GNB,K,16,0,1.0,1,6,6,14,12,7,6,2,1,30,26,53,86.7,47,44,93.6,89,5608,46,51.7,63,,CrosMa20
21,Mike Nugent,34,CIN,K,13,0,0.0,0,9,9,10,9,7,5,3,0,29,23,47,79.3,29,23,79.3,63,3970,28,44.4,63,,nugenmik01
22,Chandler Catanzaro,25,ARI,K,16,0,1.0,1,6,5,7,6,8,6,6,3,28,21,60,75.0,47,43,91.5,83,5220,52,62.7,63,,CataCh00
23,Chris Boswell,25,PIT,K,15,0,0.0,0,2,2,9,8,12,11,2,0,25,21,49,84.0,36,36,100.0,80,4953,49,61.3,62,,BoswCh00
24,Dan Carpenter,31,BUF,K,16,0,1.0,1,8,8,5,5,9,4,2,1,25,19,54,76.0,45,40,88.9,69,4154,28,40.6,60,,CarpDa44
25,Cody Parkey,24,CLE,K,14,0,0.0,0,6,6,6,6,12,7,1,1,25,20,51,80.0,21,20,95.2,57,3475,34,59.6,61,,ParkCo03
26,Ryan Succop,30,TEN,K,16,0,1.0,1,5,5,5,5,8,8,5,3,24,22,53,91.7,41,39,95.1,82,5086,58,70.7,62,,SuccRy44
27,Connor Barth,30,CHI,K,16,0,0.0,0,8,7,8,7,4,3,3,1,23,18,54,78.3,32,31,96.9,64,3973,26,40.6,62,,barthco01
28,Greg Zuerlein,29,LAR,K,16,0,0.0,0,5,5,9,9,4,3,4,2,22,19,54,86.4,23,23,100.0,59,3794,36,61.0,64,,ZuerGr00
29,Phil Dawson,41,SFO,K,16,0,0.0,0,4,4,6,6,9,7,2,1,21,18,53,85.7,34,33,97.1,41,2304,4,9.8,56,,dawsophi01
30,Andrew Franks,23,MIA,K,16,0,0.0,0,10,8,6,6,3,1,2,1,21,16,55,76.2,42,41,97.6,74,4768,43,58.1,64,,FranAn01
31,Blair Walsh,26,MIN,K,9,0,1.0,1,1,1,6,5,6,4,2,1,16,12,50,75.0,19,15,78.9,41,2569,19,46.3,63,,WalsBl00
32,Kai Forbath,29,MIN,K,7,0,0.0,0,5,5,5,5,4,4,1,1,15,15,51,100.0,14,11,78.6,38,2363,19,50.0,62,,ForbKa00
33,Josh Brown,37,NYG,K,5,0,1.0,1,3,3,3,3,4,4,1,0,12,11,48,91.7,9,9,100.0,24,1452,15,62.5,61,,brownjos01
34,Robbie Gould,34,NYG,K,10,0,0.0,0,3,3,3,3,4,4,0,0,10,10,47,100.0,23,20,87.0,43,2671,19,44.2,62,,gouldrob01
35,Randy Bullock,27,3TM,K,5,0,0.0,0,4,4,2,2,3,2,0,0,9,8,44,88.9,10,9,90.0,23,1450,14,60.9,63,,BullRa00
35,Randy Bullock,27,NYG,K,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,3,2,66.7,4,255,3,75.0,64,,BullRa00
35,Randy Bullock,27,PIT,K,1,0,0.0,0,0,0,2,2,1,1,0,0,3,3,44,100.0,1,1,100.0,6,375,3,50.0,63,,BullRa00
35,Randy Bullock,27,CIN,K,3,0,0.0,0,4,4,0,0,2,1,0,0,6,5,43,83.3,6,6,100.0,13,820,8,61.5,63,,BullRa00
36,Patrick Murray,25,CLE,K,2,0,0.0,0,0,0,1,1,0,0,1,0,2,1,35,50.0,4,3,75.0,7,463,4,57.1,66,,MurrPa01
37,Bryan Anger,28,TAM,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,97,0,0.0,49,,AngeBr00
38,Matthew Bosher,29,ATL,P,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,105,6781,65,61.9,65,,BoshMa00
39,Britton Colquitt,31,CLE,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,125,0,0.0,63,,ColqBr00
40,Riley Dixon,23,DEN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,100,0,0.0,50,,DixoRi00
41,Kevin Huber,31,CIN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,64,0,0.0,64,,HubeKe20
42,Drew Kaser,23,SDG,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,60,0,0.0,60,,KaseDr00
43,Brett Kern,30,TEN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,59,0,0.0,59,,KernBr20
44,Sam Koch,34,BAL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,65,0,0.0,65,,KochSa20
45,Andy Lee,34,CAR,P,9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,71,0,0.0,71,,LeexAn20
46,Sam Martin,26,DET,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,78,4819,52,66.7,62,,MartSa01
47,Pat McAfee,29,IND,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,89,5697,49,55.1,64,PB,McAfPa44
48,Brad Nortman,27,JAX,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,54,0,0.0,54,,NortBr00
49,Pat O'Donnell,25,CHI,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,51,0,0.0,51,,ODonPa00
50,Brian Peters,28,HOU,LB,12,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,123,0,0.0,62,,PeteBr00
51,Bradley Pinion,22,SFO,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,31,1955,20,64.5,63,,PiniBr00
52,Jon Ryan,35,SEA,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,65,0,0.0,65,,RyanJo21
53,Colton Schmidt,26,BUF,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,45,0,0.0,45,,SchmCo00
54,Matt Wile,24,2TM,P,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,7,455,7,100.0,65,,WileMa01
54,Matt Wile,24,ATL,P,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,7,455,7,100.0,65,,WileMa01
55,Brad Wing,25,NYG,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,67,0,0.0,67,,WingBr00
56,Jordan Gay,26,BUF,P,3,0,0.0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,14,875,7,50.0,63,,GayxJo00
1,Justin Tucker,26,BAL,K,16,0,0.0,0,10,10,9,9,11,10,10,4,40,33,52,82.5,29,29,100.0,74,4753,63,85.1,64,,TuckJu00
2,Robbie Gould,33,CHI,K,16,0,1.0,1,8,8,12,10,9,7,9,7,39,33,55,84.6,29,28,96.6,83,5003,39,47.0,60,,gouldrob01
3,Blair Walsh,25,MIN,K,16,0,0.0,0,9,9,15,13,7,6,8,6,39,34,54,87.2,37,33,89.2,86,5651,47,54.7,66,,WalsBl00
4,Cairo Santos,24,KAN,K,16,0,0.0,0,8,7,10,10,11,9,8,4,37,30,53,81.1,41,39,95.1,90,5721,40,44.4,64,,SantCa01
5,Graham Gano,28,CAR,K,16,0,1.0,1,10,10,5,4,16,13,4,2,36,30,52,83.3,59,56,94.9,102,6706,69,67.6,66,,GanoGr44
6,Stephen Gostkowski,31,NWE,K,16,0,0.0,0,6,6,11,11,14,12,5,4,36,33,57,91.7,52,52,100.0,99,6249,69,69.7,63,PBAP-1,GostSt20
7,Brandon McManus,24,DEN,K,16,0,0.0,0,12,12,8,8,8,5,7,5,35,30,57,85.7,36,35,97.2,81,5046,55,67.9,62,,McMaBr01
8,Dan Bailey,27,DAL,K,16,0,0.0,0,9,9,10,10,7,6,6,5,32,30,54,93.8,25,25,100.0,73,4620,49,67.1,63,PBAP-2,BailDa00
9,Chris Boswell,24,PIT,K,12,0,1.0,1,9,9,8,8,12,9,2,2,32,29,51,90.6,27,26,96.3,74,4680,26,35.1,63,,BoswCh00
10,Josh Brown,36,NYG,K,16,0,1.0,1,6,6,12,12,10,8,3,3,32,30,53,93.8,45,44,97.8,93,5697,37,39.8,61,PB,brownjos01
11,Travis Coons,23,CLE,K,16,0,0.0,0,11,11,10,10,9,7,2,0,32,28,47,87.5,24,22,91.7,70,4420,27,38.6,63,,CoonTr00
12,Josh Lambo,25,SDG,K,16,0,0.0,0,4,4,7,7,16,11,5,4,32,26,54,81.3,32,28,87.5,75,4783,41,54.7,64,,LambJo00
13,Chandler Catanzaro,24,ARI,K,16,0,1.0,1,12,12,9,9,7,6,2,0,31,28,47,90.3,58,53,91.4,99,6445,50,50.5,65,,CataCh00
14,Stephen Hauschka,30,SEA,K,16,0,0.0,0,9,9,7,7,9,7,6,6,31,29,54,93.5,44,40,90.9,91,5869,47,51.6,65,,HausSt00
15,Jason Myers,24,JAX,K,16,0,0.0,0,10,9,8,8,8,6,4,3,30,26,58,86.7,39,32,82.1,84,5208,55,65.5,62,,MyerJa00
16,Greg Zuerlein,28,STL,K,14,0,1.0,1,2,2,10,9,8,5,9,3,30,20,61,66.7,28,26,92.9,64,4168,38,59.4,65,,ZuerGr00
17,Connor Barth,29,TAM,K,12,0,0.0,0,9,9,8,8,6,3,5,3,28,23,53,82.1,26,25,96.2,64,4062,32,50.0,64,,barthco01
18,Mason Crosby,31,GNB,K,16,0,1.0,1,7,7,4,4,11,8,5,4,28,24,56,85.7,36,36,100.0,80,5050,41,51.3,63,,CrosMa20
19,Dustin Hopkins,25,WAS,K,15,0,0.0,0,7,7,9,9,8,7,4,2,28,25,54,89.3,40,39,97.5,80,4967,52,65.0,62,,HopkDu00
20,Mike Nugent,33,CIN,K,16,0,0.0,0,6,6,6,5,13,10,3,2,28,23,52,82.1,49,48,98.0,89,5786,42,47.2,65,,nugenmik01
21,Dan Carpenter,30,BUF,K,16,0,0.0,0,5,5,9,8,8,7,5,3,27,23,52,85.2,40,34,85.0,4,213,0,0.0,53,,CarpDa44
22,Phil Dawson,40,SFO,K,16,0,0.0,0,10,9,6,6,8,6,3,3,27,24,54,88.9,21,20,95.2,6,268,0,0.0,45,,dawsophi01
23,Adam Vinatieri,43,IND,K,16,0,0.0,0,8,7,6,6,8,8,5,4,27,25,55,92.6,35,32,91.4,0,0,0,,,,vinatada01
24,Sebastian Janikowski,37,OAK,K,16,0,0.0,0,7,7,6,5,8,5,5,4,26,21,56,80.8,39,38,97.4,79,4941,44,55.7,63,,janikseb01
25,Matt Prater,31,DET,K,16,0,0.0,0,3,3,9,8,6,6,6,5,24,22,59,91.7,39,36,92.3,4,223,0,0.0,56,,PratMa20
26,Caleb Sturgis,26,PHI,K,13,0,0.0,0,4,4,10,8,4,4,4,2,22,18,53,81.8,37,35,94.6,68,4171,39,57.4,61,,SturCa00
27,Nick Novak,34,HOU,K,13,0,0.0,0,6,6,6,6,4,4,5,2,21,18,51,85.7,31,29,93.5,62,4006,23,37.1,65,,novaknic01
28,Matt Bryant,40,ATL,K,10,0,1.0,1,4,4,4,3,9,6,0,0,18,14,47,77.8,26,26,100.0,0,0,0,,,,bryanmat01
29,Randy Bullock,26,2TM,K,11,0,1.0,1,4,4,6,6,11,8,1,0,23,19,49,82.6,25,22,88.0,56,3617,30,53.6,65,,BullRa00
29,Randy Bullock,26,HOU,K,3,0,1.0,1,0,0,2,2,3,2,0,0,6,5,47,83.3,5,3,60.0,14,875,10,71.4,63,,BullRa00
29,Randy Bullock,26,NYJ,K,8,0,0.0,0,4,4,4,4,8,6,1,0,17,14,49,82.4,20,19,95.0,42,2742,20,47.6,65,,BullRa00
30,Nick Folk,31,NYJ,K,8,0,0.0,0,2,2,6,6,6,3,2,2,16,13,55,81.3,19,19,100.0,39,2466,13,33.3,63,,FolkNi20
31,Andrew Franks,22,MIA,K,16,0,1.0,1,3,3,4,4,6,4,2,1,16,13,53,81.3,36,33,91.7,66,4133,44,66.7,63,,FranAn01
32,Ryan Succop,29,TEN,K,16,0,0.0,0,3,3,3,3,7,7,3,1,16,14,51,87.5,31,29,93.5,66,4272,43,65.2,65,,SuccRy44
33,Kai Forbath,28,2TM,K,11,0,0.0,0,3,2,4,3,5,3,3,2,15,10,57,66.7,35,34,97.1,52,3410,22,42.3,66,,ForbKa00
33,Kai Forbath,28,WAS,K,1,0,0.0,0,0,0,0,0,2,1,0,0,2,1,45,50.0,1,1,100.0,3,201,1,33.3,67,,ForbKa00
33,Kai Forbath,28,NOR,K,10,0,0.0,0,3,2,4,3,3,2,3,2,13,9,57,69.2,34,33,97.1,49,3209,21,42.9,66,,ForbKa00
34,Shayne Graham,38,ATL,K,5,0,0.0,0,2,2,4,4,4,2,3,3,13,11,54,84.6,8,8,100.0,0,0,0,,,,grahasha01
35,Zach Hocker,24,2TM,K,8,0,0.0,0,3,3,6,5,3,1,2,1,14,10,51,71.4,13,12,92.3,12,777,9,75.0,65,,HockZa00
35,Zach Hocker,24,NOR,K,6,0,0.0,0,3,3,5,4,3,1,2,1,13,9,51,69.2,12,11,91.7,10,647,7,70.0,65,,HockZa00
35,Zach Hocker,24,STL,K,2,0,0.0,0,0,0,1,1,0,0,0,0,1,1,35,100.0,1,1,100.0,2,130,2,100.0,65,,HockZa00
36,Kyle Brindza,22,TAM,K,4,0,0.0,0,2,1,3,2,3,1,4,2,12,6,58,50.0,8,6,75.0,18,1131,12,66.7,63,,BrinKy00
37,Josh Scobee,33,PIT,K,4,0,0.0,0,2,2,1,1,7,3,0,0,10,6,45,60.0,7,6,85.7,20,1251,12,60.0,63,,scobejos01
38,Cody Parkey,23,PHI,K,3,0,0.0,0,1,1,1,1,2,1,0,0,4,3,46,75.0,7,7,100.0,13,754,3,23.1,58,,ParkCo03
39,Matthew Bosher,28,ATL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,76,4875,52,68.4,64,,BoshMa00
40,Britton Colquitt,30,DEN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,63,0,0.0,63,,ColqBr00
41,Matt Darr,23,MIA,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,6,258,0,0.0,43,,DarrMa00
42,Nate Ebner,27,NWE,DB,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,35,0,0.0,18,,EbneNa00
43,Jordan Gay,25,BUF,P,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,77,4815,42,54.5,63,,GayxJo00
44,Johnny Hekker,25,STL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,133,1,50.0,67,PBAP-1,HekkJo00
45,Marquette King,27,OAK,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,123,0,0.0,62,,KingMa00
46,Jeff Locke,26,MIN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,44,0,0.0,44,,LockJe00
47,Sam Martin,25,DET,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,73,4603,40,54.8,63,,MartSa01
48,Tim Masthay,28,GNB,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,56,0,0.0,56,,MastTi99
49,Pat McAfee,28,IND,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,77,4832,67,87.0,63,,McAfPa44
50,Thomas Morstead,29,NOR,P,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,23,1455,16,69.6,63,,MorsTh00
51,Brad Nortman,26,CAR,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,51,0,0.0,51,,NortBr00
52,Bradley Pinion,21,SFO,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,57,3707,38,66.7,65,,PiniBr00
53,Ryan Quigley,25,NYJ,P,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,4,4,100.0,5,337,1,20.0,67,,QuigRy00
54,Jon Ryan,34,SEA,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,61,0,0.0,61,,RyanJo21
55,Mike Scifres,35,SDG,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,56,0,0.0,56,,ScifMi20
56,Tress Way,25,WAS,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,120,0,0.0,60,,WayxTr00
57,Billy Cundiff,35,BUF,K,1,0,0.0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,3,207,0,0.0,69,,cundibil01
1,Nick Folk,30,NYJ,K,16,0,0.0,0,13,13,7,7,13,9,6,3,39,32,55,82.1,23,23,100.0,69,4340,21,30.4,63,,FolkNi20
2,Dan Carpenter,29,BUF,K,16,0,0.0,0,10,10,12,11,8,7,8,6,38,34,58,89.5,32,31,96.9,0,0,0,,,,CarpDa44
3,Stephen Gostkowski,30,NWE,K,16,0,1.0,1,11,11,11,10,13,12,1,1,37,35,53,94.6,51,51,100.0,99,6328,53,53.5,64,PBAP-2,GostSt20
4,Stephen Hauschka,29,SEA,K,16,0,0.0,0,10,10,10,10,13,9,4,2,37,31,58,83.8,41,41,100.0,88,5728,46,52.3,65,,HausSt00
5,Caleb Sturgis,25,MIA,K,16,0,1.0,1,12,12,8,7,10,6,6,3,37,29,53,78.4,41,41,100.0,85,5448,37,43.5,64,,SturCa00
6,Cody Parkey,22,PHI,K,16,0,0.0,0,10,10,16,14,6,4,4,4,36,32,54,88.9,54,54,100.0,98,6401,46,46.9,65,PB,ParkCo03
7,Randy Bullock,25,HOU,K,16,0,0.0,0,7,6,15,13,8,7,5,4,35,30,55,85.7,40,40,100.0,86,5613,40,46.5,65,,BullRa00
8,Graham Gano,27,CAR,K,16,0,0.0,0,7,7,14,13,11,8,3,1,35,29,53,82.9,34,34,100.0,79,5196,61,77.2,66,,GanoGr44
9,Blair Walsh,24,MIN,K,16,0,2.0,2,5,4,10,8,9,7,9,5,35,26,55,74.3,29,29,100.0,76,4792,48,63.2,63,,WalsBl00
10,Justin Tucker,25,BAL,K,16,0,0.0,0,10,10,11,11,4,4,9,4,34,29,55,85.3,42,42,100.0,88,5704,60,68.2,65,,TuckJu00
11,Chandler Catanzaro,23,ARI,K,16,0,0.0,0,5,5,14,12,11,10,3,2,33,29,51,87.9,27,27,100.0,76,5054,38,50.0,67,,CataCh00
12,Mason Crosby,30,GNB,K,16,0,0.0,0,7,7,11,10,8,6,7,4,33,27,55,81.8,55,53,96.4,102,6288,41,40.2,62,,CrosMa20
13,Mike Nugent,32,CIN,K,16,0,0.0,0,6,6,12,10,12,10,3,0,33,26,49,78.8,39,39,100.0,81,5316,37,45.7,66,,nugenmik01
14,Matt Bryant,39,ATL,K,16,0,0.0,0,10,10,4,4,8,8,10,7,32,29,54,90.6,40,40,100.0,0,0,0,,,,bryanmat01
15,Shaun Suisham,33,PIT,K,16,0,0.0,0,13,12,6,6,10,10,3,1,32,29,53,90.6,45,45,100.0,89,5552,32,36.0,62,,suishsha01
16,Phil Dawson,39,SFO,K,16,0,0.0,0,6,6,9,8,7,5,9,6,31,25,55,80.6,33,33,100.0,73,4721,32,43.8,65,,dawsophi01
17,Adam Vinatieri,42,IND,K,16,0,0.0,0,10,10,10,10,8,7,3,3,31,30,53,96.8,50,50,100.0,0,0,0,,,PBAP-1,vinatada01
18,Cairo Santos,23,KAN,K,16,0,1.0,1,10,10,6,5,11,8,2,1,30,25,53,83.3,38,38,100.0,80,5085,26,32.5,64,,SantCa01
19,Greg Zuerlein,27,STL,K,16,0,1.0,1,7,6,12,10,3,2,7,5,30,24,56,80.0,35,34,97.1,73,4862,38,52.1,67,,ZuerGr00
20,Dan Bailey,26,DAL,K,16,0,0.0,0,6,6,7,6,9,8,7,5,29,25,56,86.2,56,56,100.0,98,6175,52,53.1,63,,BailDa00
21,Billy Cundiff,34,CLE,K,13,0,0.0,0,6,6,13,10,7,5,3,1,29,22,52,75.9,28,28,100.0,63,4169,39,61.9,66,,cundibil01
22,Kai Forbath,27,WAS,K,16,0,0.0,0,11,11,7,6,8,7,1,0,27,24,49,88.9,32,31,96.9,54,3309,18,33.3,61,,ForbKa00
23,Josh Brown,35,NYG,K,16,0,1.0,1,7,6,9,9,5,4,4,4,26,24,53,92.3,44,44,100.0,82,5021,46,56.1,61,,brownjos01
24,Nick Novak,33,SDG,K,16,0,1.0,1,6,6,9,8,6,4,4,3,26,22,52,84.6,40,40,100.0,78,4751,10,12.8,61,,novaknic01
25,Matt Prater,30,DET,K,11,0,0.0,0,8,8,5,4,8,6,5,3,26,21,52,80.8,21,21,100.0,0,0,0,,,,PratMa20
26,Josh Scobee,32,JAX,K,16,0,0.0,0,3,3,8,7,9,7,6,3,26,20,53,76.9,23,23,100.0,63,3819,37,58.7,61,,scobejos01
27,Patrick Murray,23,TAM,K,16,0,0.0,0,3,2,8,7,7,6,6,5,24,20,55,83.3,31,31,100.0,0,0,0,,,,MurrPa01
28,Shayne Graham,37,NOR,K,16,0,0.0,0,6,6,9,9,5,3,2,1,22,19,50,86.4,47,46,97.9,2,20,0,0.0,10,,grahasha01
29,Sebastian Janikowski,36,OAK,K,16,0,0.0,0,2,2,6,5,9,9,5,3,22,19,57,86.4,28,28,100.0,61,3723,34,55.7,61,,janikseb01
30,Ryan Succop,28,TEN,K,16,0,0.0,0,5,5,7,7,8,5,2,2,22,19,51,86.4,27,27,100.0,63,3967,31,49.2,63,,SuccRy44
31,Connor Barth,28,DEN,K,5,0,2.0,2,4,4,5,5,4,3,1,1,16,15,50,93.8,15,15,100.0,8,456,0,0.0,57,,barthco01
32,Brandon McManus,23,DEN,K,15,0,0.0,0,5,5,3,2,3,2,2,0,13,9,44,69.2,41,41,100.0,91,5981,64,70.3,66,,McMaBr01
33,Robbie Gould,32,CHI,K,12,0,0.0,0,4,4,3,2,4,3,1,0,12,9,45,75.0,29,28,96.6,53,3179,21,39.6,60,,gouldrob01
34,Nate Freese,24,DET,K,3,0,0.0,0,2,2,1,1,4,0,0,0,7,3,30,42.9,6,6,100.0,0,0,0,,,,FreeNa00
35,Alex Henery,27,DET,K,2,0,0.0,0,0,0,0,0,2,0,3,1,5,1,51,20.0,5,5,100.0,0,0,0,,,,HeneAl00
36,Jay Feely,38,CHI,K,4,0,0.0,0,1,1,1,1,2,1,0,0,4,3,48,75.0,6,5,83.3,14,580,3,21.4,41,,feelyjay01
37,Garrett Hartley,28,CLE,K,2,0,0.0,0,0,0,2,2,1,1,0,0,3,3,43,100.0,2,2,100.0,2,123,0,0.0,62,,HartGa00
38,Bryan Anger,26,JAX,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,136,0,0.0,68,,AngeBr00
39,Matthew Bosher,27,ATL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,83,5172,46,55.4,62,,BoshMa00
40,Dustin Colquitt,32,KAN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,71,0,0.0,71,,ColqDu20
41,Jordan Gay,24,BUF,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,83,5222,49,59.0,63,,GayxJo00
42,Johnny Hekker,24,STL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,30,0,0.0,15,AP-2,HekkJo00
43,Chris Jones,25,DAL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,57,0,0.0,57,,JoneCh02
44,Brett Kern,28,TEN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,119,0,0.0,60,,KernBr20
45,Michael Koenen,32,TAM,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,69,4429,31,44.9,64,,koenemic01
46,Spencer Lanning,26,CLE,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,6,387,1,16.7,65,,LannSp00
47,Shane Lechler,38,HOU,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,67,0,0.0,67,,LechSh20
48,Jeff Locke,25,MIN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,50,0,0.0,50,,LockJe00
49,Sam Martin,24,DET,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,75,4803,53,70.7,64,,MartSa01
50,Tim Masthay,27,GNB,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,119,0,0.0,60,,MastTi99
51,Pat McAfee,27,IND,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,99,6335,70,70.7,64,PBAP-1,McAfPa44
52,Thomas Morstead,28,NOR,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,79,5238,40,50.6,66,,MorsTh00
53,Pat O'Donnell,23,CHI,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,65,1,100.0,65,,ODonPa00
