Rk,Player,Age,Team,Pos,G,GS,Pnt,Yds,Y/P,RetYds,NetYds,NY/P,Lng,TB,TB%,Pnt20,In20%,Blck,Awards,Year
29,Thomas Morstead,35,2TM,P,14,0,45,2123,47.2,201,1882,41.8,64,2,4.4,18,40.0,0,2025
29,Thomas Morstead,35,NYJ,P,7,0,23,1108,48.2,119,989,43.0,59,0,0.0,7,30.4,0,2025
29,Thomas Morstead,35,ATL,P,7,0,22,1015,46.1,82,893,40.6,64,2,9.1,11,50.0,0,2025
30,Jamie Gillan,24,CLE,P,12,0,42,1842,43.9,175,1647,39.2,65,1,2.4,15,35.7,0,2025
31,Braden Mann,24,NYJ,P,10,0,41,1875,45.7,151,1704,40.6,63,1,2.4,14,34.1,1,2025
32,Lac Edwards,29,CAR,P,10,0,38,1821,47.9,246,1535,39.4,62,2,5.3,8,21.1,1,2025
33,Tommy Townsend,25,KAN,P,16,0,37,1766,47.7,64,1622,43.8,68,3,8.1,20,54.1,0,2025
34,Joseph Charlton,24,2TM,P,6,0,24,973,40.5,40,913,38.0,57,1,4.2,8,33.3,0,2025
34,Joseph Charlton,24,CAR,P,5,0,21,821,39.1,33,788,37.5,54,0,0.0,8,38.1,0,2025
34,Joseph Charlton,24,JAX,P,1,0,3,152,50.7,7,125,41.7,57,1,33.3,0,0.0,0,2025
35,Cameron Nizialek,26,ATL,P,4,0,18,817,45.4,61,716,39.8,62,2,11.1,6,33.3,0,2025
36,Ryan Winslow,27,3TM,P,4,0,16,625,39.1,26,599,37.4,46,0,0.0,3,18.8,0,2025
36,Ryan Winslow,27,CAR,P,2,0,13,502,38.6,19,483,37.2,46,0,0.0,3,23.1,0,2025
36,Ryan Winslow,27,ARI,P,1,0,1,39,39.0,0,39,39.0,39,0,0.0,0,0.0,0,2025
36,Ryan Winslow,27,WAS,P,1,0,2,84,42.0,7,77,38.5,46,0,0.0,0,0.0,0,2025
37,Johnny Townsend,26,2TM,P,4,0,13,556,42.8,58,478,36.8,63,1,7.7,2,15.4,0,2025
37,Johnny Townsend,26,TEN,P,3,0,11,465,42.3,38,407,37.0,63,1,9.1,2,18.2,0,2025
37,Johnny Townsend,26,KAN,P,1,0,2,91,45.5,20,71,35.5,50,0,0.0,0,0.0,0,2025
38,Corliss Waitman,26,PIT,P,2,0,7,365,52.1,47,298,42.6,63,1,14.3,1,14.3,0,2025
39,Matt Ammendola,25,NYJ,K,11,0,6,291,48.5,36,255,42.5,65,0,0.0,2,33.3,0,2025
40,Sterling Hofrichter,25,TAM,P,2,0,6,227,37.8,16,205,34.2,45,0,0.0,3,50.0,0,2025
41,JK Scott,26,JAX,P,1,0,4,159,39.8,0,159,39.8,47,0,0.0,0,0.0,0,2025
42,Robbie Gould,39,SFO,K,13,0,2,90,45.0,0,90,45.0,47,0,0.0,1,50.0,0,2025
43,Younghoe Koo,27,ATL,K,17,0,2,70,35.0,0,70,35.0,45,0,0.0,0,0.0,0,2025
44,Harrison Butker,26,KAN,K,16,0,1,31,31.0,0,31,31.0,31,0,0.0,1,100.0,0,2025
45,Zane Gonzalez,26,CAR,K,12,0,1,40,40.0,0,20,20.0,40,1,100.0,0,0.0,0,2025
46,Tristan Vizcaino,25,LAC,K,6,0,1,32,32.0,6,26,26.0,32,0,0.0,1,100.0,0,2025
1,Braden Mann,23,NYJ,P,16,0,82,3598,43.9,446,3052,37.2,60,5,6.1,19,23.2,0,2025
2,Tress Way,30,WAS,P,16,0,73,3504,48.0,209,3235,44.3,65,3,4.1,23,31.5,0,2025
3,Kevin Huber,35,CIN,P,16,0,71,3350,47.2,170,3040,42.8,72,7,9.9,19,26.8,0,2025
4,Cameron Johnston,28,PHI,P,16,0,71,3318,46.7,274,2924,40.6,66,6,8.5,26,36.6,1,2025
5,Matt Haack,26,MIA,P,16,0,68,3040,44.7,297,2703,39.8,63,2,2.9,26,38.2,0,2025
6,Johnny Hekker,30,LAR,P,16,0,68,3099,45.6,297,2702,39.2,63,5,7.4,28,41.2,1,2025
7,Mitch Wishnowsky,28,SFO,P,16,0,66,3093,46.9,183,2790,41.6,60,6,9.1,25,37.9,1,2025
8,Riley Dixon,27,NYG,P,16,0,65,2911,44.8,232,2559,38.8,71,6,9.2,28,43.1,1,2025
9,Sam Martin,30,DEN,P,16,0,65,3040,46.8,226,2734,41.4,69,4,6.2,19,29.2,1,2025
10,Pat O'Donnell,29,CHI,P,16,0,64,2924,45.7,294,2530,39.5,64,5,7.8,28,43.8,0,2025
11,Thomas Morstead,34,NOR,P,16,0,62,2674,43.1,46,2588,41.7,58,2,3.2,23,37.1,0,2025
12,Michael Dickson,24,SEA,P,16,0,61,3028,49.6,199,2709,44.4,67,6,9.8,32,52.5,0,2025
13,Jack Fox,24,DET,P,16,0,59,2897,49.1,116,2641,44.8,67,7,11.9,26,44.1,0,2025
14,Andy Lee,38,ARI,P,16,0,58,2600,44.8,201,2299,39.6,61,5,8.6,21,36.2,0,2025
15,Jordan Berry,29,PIT,P,11,0,57,2609,45.8,242,2307,40.5,62,3,5.3,23,40.4,0,2025
16,Ty Long,27,LAC,P,16,0,57,2669,46.8,564,2045,34.1,63,3,5.3,12,21.1,3,2025
17,Logan Cooke,25,JAX,P,14,0,56,2669,47.7,148,2421,43.2,67,5,8.9,19,33.9,0,2025
