Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,MarsBr00,,,,
13,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0,0.0,0.0,8.5,35.0,28.0,7.0,13.0,13.0,0,PBAP-2,McCoGe99,,,,
13,1.0,3.0,0.0,3.0,2.0,0.0,0.0,2,4.0,0.0,5.0,45.0,34.0,11.0,9.0,8.0,0,,McDoCl99,,,,
13,1.0,3.0,0.0,3.0,14.0,0.0,0.0,0,0.0,0.0,0.0,72.0,48.0,24.0,0.0,0.0,0,,NewmTe20,,,,
13,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,20.0,11.0,9.0,0.0,0.0,0,,PickRy20,,,,
13,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0.0,0.0,1.5,109.0,71.0,38.0,6.0,9.0,0,,RobiKe01,,,,
13,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0,0.0,0.0,6.0,56.0,31.0,25.0,13.0,21.0,0,,WilkMu00,,,,
12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,BridTe00,,,,
12,1.0,81.0,1.0,81.0,3.0,0.0,0.0,2,0.0,0.0,1.0,63.0,51.0,12.0,2.0,1.0,0,,DelmLo99,,,,
12,2.0,23.0,0.0,21.0,12.0,1.0,0.0,1,0.0,0.0,0.0,39.0,35.0,4.0,0.0,0.0,0,,MaxwBy00,,,,
12,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0,0.0,0.0,1.0,81.0,65.0,16.0,9.0,3.0,0,AP CPoY-2,McClRo00,,,,
12,1.0,26.0,0.0,26.0,3.0,0.0,0.0,0,0.0,0.0,8.0,30.0,28.0,2.0,11.0,13.0,0,,OkafAl00,,,,
12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,ShorCe00,,,,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,32.0,17.0,15.0,5.0,6.0,0,,WimbKa20,,,,
11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,28.0,14.0,14.0,1.0,4.0,0,,RubiAh99,,,,
11,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,0.0,46.0,36.0,10.0,0.0,0.0,0,,WebbLa99,,,,
10,2.0,7.0,0.0,7.0,6.0,1.0,0.0,0,0.0,0.0,0.0,55.0,40.0,15.0,1.0,2.0,0,,RossBr00,,,,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,SchrRy00,,,,
10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB,ThomJu00,,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0,,GreeVi00,,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB,IngrMa01,,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,,RobiDe00,,,,
8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,84.0,58.0,26.0,4.0,0.0,0,,BostJo00,,,,
8,5.0,72.0,1.0,35.0,8.0,0.0,0.0,0,0.0,0.0,1.0,68.0,48.0,20.0,5.0,3.0,0,,CartBr00,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,HarbCl00,,,,
12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,HarvPe00,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,HarvPe00,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,HarvPe00,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,StewJo00,,,,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,,StocLu00,,,,
6,1.0,9.0,0.0,9.0,4.0,0.0,0.0,1,9.0,0.0,0.0,38.0,35.0,3.0,2.0,4.0,0,,MathTy00,,,,
6,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1,0.0,0.0,1.0,47.0,39.0,8.0,1.0,1.0,0,,SensCo00,,,,
5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,20.0,20.0,0.0,3.0,2.0,0,,GainPh00,,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,GreeSh00,,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,StacZa00,,,,
5,2.0,70.0,0.0,45.0,5.0,0.0,0.0,1,0.0,0.0,0.0,18.0,16.0,2.0,1.0,0.0,0,,VaugCa00,,,,
5,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0.0,0.0,0.0,31.0,17.0,14.0,4.0,2.0,0,,WinnBi00,,,,
4,1.0,28.0,0.0,28.0,9.0,1.0,2.0,2,0.0,0.0,0.0,44.0,37.0,7.0,2.0,1.0,0,,CarrTr00,,,,
4,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0,,CoopMa00,,,,
4,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0,0.0,0.0,0.0,27.0,27.0,0.0,1.0,0.0,0,,HousDa00,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,,JacoNi00,,,,
4,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,1.0,38.0,29.0,9.0,1.0,3.0,0,,WillKW00,,,,
3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0,,BoykJa00,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,,BrowPh00,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0,,BrowDo00,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40.0,1.0,0.0,12.0,10.0,2.0,1.0,0.0,0,,CareDo00,,,,
6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,37.0,24.0,13.0,2.0,1.0,0,,CasiJo99,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,5.0,4.0,1.0,0.0,0,,CasiJo99,,,,
3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,28.0,19.0,9.0,1.0,1.0,0,,CasiJo99,,,,
3,1.0,18.0,0.0,18.0,2.0,0.0,0.0,0,0.0,0.0,1.5,20.0,15.0,5.0,3.0,4.0,0,,JoneDa03,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0,,BarnGa01,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0,,DeadBr99,,,,
2,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0.0,0.0,0.0,16.0,13.0,3.0,1.0,1.0,0,,MartSh99,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,PierBe00,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,19.0,12.0,7.0,1.0,3.0,0,,JamiTi99,,,,
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,18.0,12.0,6.0,2.0,1.0,0,,JoneBr99,,,,
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,0,,MartEr02,,,,
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,15.0,8.0,7.0,1.0,1.0,0,,StudAn99,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,,,0,,Sua-Xa00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0,,BostBr00,,,,
0,1.0,24.0,0.0,24.0,5.0,0.0,0.0,0,0.0,0.0,1.0,35.0,25.0,10.0,2.0,1.0,0,,BurlMa00,,,,
0,1.0,17.0,0.0,17.0,1.0,0.0,0.0,1,0.0,0.0,0.0,22.0,18.0,4.0,2.0,1.0,0,,ByneJo00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.0,6.0,5.0,0.0,0.0,0,,DaviAk00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,0,,DeanLa00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,ElliBr00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.0,14.0,1.0,0.0,1.0,0,,ElliJa02,,,,
0,1.0,8.0,0.0,8.0,4.0,0.0,0.0,3,0.0,0.0,5.5,19.0,15.0,4.0,6.0,10.0,0,,HillJo01,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,10.0,8.0,2.0,3.0,1.0,0,,JackAn02,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0,,JoneDo02,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,,JoneDo02,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,,JoneDo02,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0,,LostCr00,,,,
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,19.0,14.0,5.0,3.0,3.0,0,,McClTe00,,,,
0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,6.0,4.0,2.0,0.0,2.0,0,,McCrLe01,,,,
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0,,MoorMa02,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0,,MuamHe00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,,OsgoKa00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,7.0,1.0,1.0,2.0,0,,PennMi00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0,,SeisMo00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,,SmitBr01,,,,
0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,5.0,1.0,0.5,22.0,12.0,10.0,2.0,7.0,0,,SpenAn99,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0,,TaliLo00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,,TaylRy00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,,TaylRy00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,,TaylRy00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0,,TripJo00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,9.0,6.0,3.0,2.0,2.0,0,,WashCo00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,0,,WhitCh03,,,,
0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0,,WillSt02,,,,
12,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3,27.0,1.0,4.0,70.0,55.0,15.0,6.0,7.0,0,,BarrAn00,,,,
12,3.0,6.0,0.0,5.0,3.0,0.0,0.0,0,0.0,0.0,0.0,43.0,32.0,11.0,0.0,0.0,0,,ContCh00,,,,
12,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,3.0,93.0,47.0,46.0,10.0,3.0,0,,DansKa20,,,,
12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,ElliAn00,,,,
12,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1,50.0,1.0,0.0,44.0,33.0,11.0,1.0,0.0,0,,FinnCo20,,,,
12,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,FitzRy00,,,,
12,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0,0.0,0.0,1.5,95.0,58.0,37.0,4.0,4.0,0,,FreeJe00,,,,
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,GilbMa00,,,,
12,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0.0,0.0,1.0,93.0,56.0,37.0,4.0,5.0,0,,GreeCh99,,,,
12,1.0,10.0,0.0,10.0,3.0,0.0,0.0,0,0.0,0.0,3.0,83.0,52.0,31.0,7.0,5.0,0,,HawtDa20,,,,
12,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0.0,0.0,6.0,89.0,51.0,38.0,9.0,13.0,0,,HighDo01,,,,
12,3.0,62.0,0.0,50.0,7.0,1.0,1.0,0,0.0,0.0,1.0,80.0,70.0,10.0,5.0,1.0,0,,JoneRe99,,,,
12,1.0,4.0,0.0,4.0,4.0,0.0,0.0,0,0.0,0.0,0.0,59.0,33.0,26.0,5.0,0.0,0,,MauaRe99,,,,
12,2.0,16.0,0.0,13.0,7.0,2.0,0.0,0,0.0,0.0,2.0,32.0,19.0,13.0,2.0,3.0,0,,NgatHa20,,,,
12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AP CPoY-7,OrtoKy00,,,,
12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,13.0,0.0,0.0,61.0,40.0,21.0,5.0,1.0,0,,PolaTr99,,,,
11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,PBAP ORoY-1,BeckOd00,,,,
11,2.0,81.0,0.0,80.0,6.0,4.0,0.0,2,0.0,0.0,0.0,58.0,44.0,14.0,0.0,0.0,0,,CasoAn99,,,,
11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,15.0,7.0,8.0,3.0,6.0,0,,JenkCu20,,,,
11,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.0,0.0,4.0,82.0,61.0,21.0,10.0,9.0,0,,KendMy00,,,,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,21.0,12.0,9.0,4.0,2.0,0,,McLeSt00,,,,
11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,2.0,29.0,15.0,14.0,5.0,2.0,0,,PitoRo00,,,,
10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,36.0,24.0,12.0,6.0,1.0,0,,McClSh00,,,,
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,46.0,30.0,16.0,1.0,0.0,0,,WillD.20,,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,MasoTr00,,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,WatsMe00,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,HuntJu00,,,,
7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,52.0,35.0,17.0,2.0,0.0,0,,WrigMa99,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,,,0,,JohnCh08,,,,
6,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0.0,0.0,4.5,43.0,36.0,7.0,10.0,5.0,0,,KennDe00,,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,HarrMi01,,,,
4,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1,-1.0,0.0,0.0,24.0,21.0,3.0,0.0,0.0,0,,AdamPh00,,,,
4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,30.0,20.0,10.0,3.0,1.0,0,,JenkJo00,,,,
4,1.0,16.0,0.0,16.0,5.0,0.0,0.0,0,0.0,0.0,1.0,17.0,8.0,9.0,1.0,5.0,0,,KeisBr20,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,23.0,11.0,12.0,3.0,10.0,0,,JernTi00,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,43.0,13.0,30.0,0.0,1.0,0,,KitcIs00,,,,
3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0,,LeonBr01,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,7.0,6.0,0.0,1.0,0,,MartMi01,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.0,11.0,5.0,3.0,1.0,0,,RiveKe99,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,31.0,30.0,1.0,3.0,0.0,0,,TaylJa01,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,ThomDe05,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,16.0,12.0,4.0,2.0,0.0,0,,BallMa00,,,,
2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,1.5,21.0,15.0,6.0,3.0,5.0,0,,MathRi99,,,,
2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,,WilsAl02,,,,
1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,5.0,22.0,18.0,4.0,4.0,14.0,0,,AyerRo99,,,,
1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,15.0,13.0,2.0,0.0,0.0,0,,DaviCh05,,,,
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,10.0,6.0,4.0,1.0,1.0,0,,DiMaJa00,,,,
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,12.0,7.0,5.0,0.0,3.0,0,,EnglLa99,,,,
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,11.0,8.0,3.0,1.0,0.0,0,,HughMo00,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,DrewMa00,,,,
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,18.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,0,,McGiKe00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,9.0,8.0,1.0,1.0,2.0,0,,BenaMa00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,BursIs01,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.0,7.0,4.0,0.0,0.0,0,,EbneNa00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,16.0,12.0,4.0,1.0,1.0,0,,FreeJo01,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,11.0,8.0,3.0,0.0,0.0,0,,GrahT.00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0,,HerrWi99,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0,,HuffJo00,,,,
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,7.0,5.0,2.0,2.0,1.0,0,,HuntMa00,,,,
0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,3.0,16.0,11.0,5.0,2.0,2.0,0,,KerrZa00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0,,KnoxKy00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0,,MapoSt00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,0,,McDoDe01,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,12.0,10.0,2.0,0.0,1.0,0,,McMaSh99,,,,
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0,,ReidCa00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,SandAc00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19.0,11.0,8.0,0.0,0.0,0,,StilDe00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,ThomDa03,,,,
0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,23.0,22.0,1.0,0.0,0.0,0,,WebsKa00,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,,WinnGe00,,,,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,18.0,8.0,10.0,0.0,0.0,0,,BunkBr20,,,,
11,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0.0,0.0,0.5,33.0,13.0,20.0,1.0,1.0,0,,CantCh21,,,,
11,6.0,158.0,1.0,62.0,8.0,1.0,0.0,0,0.0,0.0,0.0,52.0,28.0,24.0,2.0,0.0,0,PB,GipsTa00,,,,
11,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,2.5,28.0,20.0,8.0,2.0,6.0,0,,KiwaMa20,,,,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,LoadPh20,,,,
11,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,McCoJo01,,,,
11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,64.0,49.0,15.0,4.0,4.0,0,,MisiKo99,,,,
11,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,3.0,90.0,67.0,23.0,9.0,4.0,0,,MoorSi00,,,,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.5,37.0,21.0,16.0,10.0,14.0,0,,RatlJa20,,,,
11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,SchwBr00,,,,
11,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,2.0,104.0,67.0,37.0,10.0,6.0,0,PBAP-1AP MVP-5,WagnBo00,,,,
11,1.0,34.0,0.0,34.0,10.0,0.0,0.0,0,0.0,0.0,0.0,57.0,48.0,9.0,0.0,0.0,0,,WrehBl00,,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,JennRa00,,,,
7,2.0,27.0,0.0,27.0,11.0,0.0,0.0,1,0.0,0.0,0.0,41.0,36.0,5.0,3.0,7.0,0,,AlleCo00,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.5,47.0,38.0,9.0,5.0,5.0,0,,LandLa99,,,,
5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0,1.0,48.0,35.0,13.0,1.0,1.0,0,,AddaJa00,,,,
5,1.0,84.0,1.0,84.0,3.0,0.0,0.0,0,0.0,0.0,0.0,26.0,18.0,8.0,1.0,0.0,0,,BostTr00,,,,
5,1.0,10.0,0.0,10.0,1.0,0.0,0.0,0,0.0,0.0,0.0,39.0,23.0,16.0,0.0,0.0,0,,LattJa00,,,,
4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,4.0,23.0,17.0,6.0,6.0,5.0,0,,AyerAk00,,,,
