Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
9,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,5.0,3.0,1.0,2.5,11,28,3.0,9.7,,WillQu00
8,1.0,53.0,30.0,56.6,376.0,12.5,7.1,6,108.7,10.9,215.0,161.0,3.0,0.0,0.0,0.0,0.0,0,28,7.0,20.0,,WithAh00
1,0.0,12.0,8.0,66.7,86.0,10.8,7.2,0,87.5,2.9,46.0,40.0,15.0,1.0,1.0,0.0,0.0,2,28,3.0,9.7,,BucaDe00
0,0.0,1.0,1.0,100.0,15.0,15.0,15.0,0,118.7,5.0,5.0,10.0,1.0,1.0,0.0,0.0,0.0,1,3,0.0,0.0,,BucaDe00
1,0.0,11.0,7.0,63.6,71.0,10.1,6.5,0,82.0,2.7,41.0,30.0,14.0,0.0,1.0,0.0,0.0,1,25,3.0,10.7,,BucaDe00
2,0.0,2.0,2.0,100.0,13.0,6.5,6.5,0,93.7,5.0,10.0,3.0,0.0,7.0,6.0,0.0,5.0,18,27,1.0,3.6,,CurrVi00
0,0.0,1.0,1.0,100.0,7.0,7.0,7.0,0,95.8,6.0,6.0,1.0,0.0,2.0,2.0,1.0,1.0,5,27,1.0,3.6,,FatuFo00
4,0.0,21.0,15.0,71.4,149.0,9.9,7.1,1,107.0,2.3,33.0,116.0,12.0,1.0,0.0,0.0,1.0,2,27,6.0,18.2,,GoodNa00
8,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,10.0,1.0,2.0,4.0,15,27,3.0,10.0,,GreeRa01
4,0.0,12.0,10.0,83.3,130.0,13.0,10.8,2,151.4,6.3,71.0,59.0,8.0,1.0,0.0,0.0,0.0,1,27,2.0,6.9,,JoneRe99
13,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,3.0,1.0,0.0,1.0,5,27,5.0,15.6,,MebaBr99
12,0.0,1.0,1.0,100.0,2.0,2.0,2.0,0,79.2,-3.0,-3.0,5.0,0.0,2.0,2.0,1.0,0.0,4,27,2.0,6.9,,NichBi00
8,0.0,4.0,4.0,100.0,38.0,9.5,9.5,0,106.2,3.3,13.0,25.0,23.0,9.0,6.0,3.0,8.5,24,27,8.0,22.9,,PierJa99
10,0.0,1.0,0.0,0.0,0.0,,0.0,0,39.6,9.0,0.0,0.0,0.0,5.0,5.0,1.0,2.0,13,27,5.0,15.6,,ReedJa02
8,0.0,6.0,4.0,66.7,32.0,8.0,5.3,0,79.9,3.2,-6.0,38.0,38.0,6.0,3.0,0.0,2.0,9,27,2.0,6.9,,ReedMa01
1,1.0,14.0,13.0,92.9,97.0,7.5,6.9,1,89.6,3.7,40.0,57.0,14.0,0.0,1.0,0.0,1.0,2,27,6.0,18.2,,RobeCr00
4,0.0,4.0,3.0,75.0,28.0,9.3,7.0,0,93.7,-4.8,-13.0,41.0,0.0,2.0,1.0,1.0,0.0,3,27,4.0,12.9,,SquaDa00
7,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4,27,1.0,3.6,,TupoJo00
2,1.0,6.0,4.0,66.7,50.0,12.5,8.3,0,52.8,6.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0,26,3.0,10.3,,ApkeTr00
5,0.0,1.0,0.0,0.0,0.0,,0.0,0,39.6,-5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3,26,8.0,23.5,,BailAl00
2,0.0,42.0,27.0,64.3,393.0,14.6,9.4,4,126.4,11.6,247.0,146.0,7.0,0.0,1.0,0.0,0.0,1,26,1.0,3.7,,BallCo00
3,0.0,21.0,16.0,76.2,171.0,10.7,8.1,1,115.4,9.1,128.0,43.0,0.0,0.0,0.0,0.0,0.0,0,26,0.0,0.0,,BealSa00
2,0.0,1.0,0.0,0.0,0.0,,0.0,0,39.6,1.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,9,26,1.0,3.7,,ButlAd00
12,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,3.0,1.0,0.0,1.5,6,26,5.0,16.1,,HallP.00
12,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,5.0,7.0,3.0,3.5,16,26,5.0,16.1,,JeffQu00
3,0.0,22.0,15.0,68.2,160.0,10.7,7.3,1,104.4,9.9,105.0,55.0,0.0,0.0,0.0,0.0,0.0,0,26,0.0,0.0,,SmitTy01
1,0.0,35.0,20.0,57.1,244.0,12.2,7.0,2,97.8,9.9,172.0,72.0,1.0,0.0,0.0,0.0,0.0,0,26,0.0,0.0,,TellMa00
8,0.0,5.0,4.0,80.0,20.0,5.0,4.0,0,83.3,-0.2,-5.0,25.0,9.0,5.0,0.0,0.0,4.0,9,26,4.0,13.3,,ThomCh06
10,0.0,2.0,1.0,50.0,-1.0,-1.0,-0.5,0,56.2,-0.5,-1.0,0.0,21.0,8.0,5.0,0.0,3.5,17,26,8.0,23.5,,VernOl00
0,0.0,2.0,2.0,100.0,17.0,8.5,8.5,0,102.1,-2.0,-4.0,21.0,6.0,9.0,3.0,0.0,5.5,19,26,2.0,7.1,,WinoCh00
3,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,7.0,5.0,0.0,2.0,14,26,2.0,7.1,,WiseDe00
13,0.0,3.0,3.0,100.0,19.0,6.3,6.3,0,93.1,4.7,14.0,5.0,0.0,6.0,7.0,0.0,1.0,14,25,2.0,7.4,,AndeHe00
6,0.0,37.0,23.0,62.2,265.0,11.5,7.2,1,92.7,8.5,173.0,92.0,0.0,0.0,0.0,0.0,0.0,0,25,6.0,19.4,,AustBl00
5,0.0,1.0,1.0,100.0,4.0,4.0,4.0,0,83.3,-6.0,-6.0,10.0,12.0,8.0,7.0,0.0,7.5,23,25,3.0,10.7,,BurnBr00
6,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,1.0,2.0,0.0,1.0,4,25,3.0,10.7,,DunnBr00
4,0.0,6.0,3.0,50.0,76.0,25.3,12.7,0,95.8,19.2,61.0,15.0,2.0,1.0,0.0,0.0,0.0,1,25,5.0,16.7,,HillDe02
5,1.0,27.0,20.0,74.1,219.0,11.0,8.1,1,94.5,10.4,152.0,67.0,2.0,0.0,0.0,0.0,0.0,0,25,0.0,0.0,,JohnTr05
12,0.0,8.0,8.0,100.0,49.0,6.1,6.1,0,92.2,2.5,20.0,29.0,35.0,11.0,6.0,1.0,5.5,25,25,2.0,7.4,,KerrRy00
2,0.0,11.0,8.0,72.7,150.0,18.8,13.6,0,114.8,18.7,129.0,21.0,0.0,0.0,0.0,0.0,0.0,0,25,1.0,3.8,,MarsTr00
8,2.0,18.0,12.0,66.7,157.0,13.1,8.7,3,94.0,13.3,121.0,36.0,13.0,1.0,0.0,0.0,0.0,1,25,10.0,28.6,,McCaBo01
3,0.0,5.0,1.0,20.0,7.0,7.0,1.4,0,39.6,12.8,-1.0,8.0,1.0,0.0,0.0,0.0,0.0,0,25,5.0,16.7,,MoorTa00
8,0.0,1.0,1.0,100.0,1.0,1.0,1.0,0,79.2,-2.0,-2.0,3.0,10.0,0.0,0.0,0.0,0.0,0,25,4.0,13.8,,MossAv00
12,0.0,5.0,4.0,80.0,21.0,5.3,4.2,0,84.2,4.6,7.0,14.0,0.0,11.0,4.0,0.0,4.5,20,25,7.0,21.9,,SheaJa00
2,0.0,33.0,15.0,45.5,226.0,15.1,6.8,1,78.6,11.3,151.0,75.0,0.0,0.0,0.0,0.0,0.0,0,25,4.0,13.8,,WrehBl00
2,0.0,2.0,1.0,50.0,14.0,14.0,7.0,1,112.5,0.5,-3.0,17.0,28.0,2.0,3.0,1.0,4.5,12,25,0.0,0.0,,XimiOs00
0,0.0,5.0,2.0,40.0,8.0,4.0,1.6,0,47.9,0.8,-1.0,9.0,84.0,4.0,5.0,1.0,5.0,14,24,1.0,4.0,,BowsTy00
0,1.0,18.0,11.0,61.1,112.0,10.2,6.2,0,55.8,5.6,75.0,37.0,13.0,0.0,3.0,0.0,0.0,3,24,1.0,4.0,,BrooTe00
4,0.0,5.0,3.0,60.0,15.0,5.0,3.0,0,64.6,4.0,14.0,1.0,0.0,5.0,3.0,1.0,0.5,9,24,1.0,4.0,,CrawJa00
6,1.0,34.0,24.0,70.6,390.0,16.3,11.5,3,125.9,10.3,202.0,188.0,4.0,0.0,1.0,0.0,0.0,1,24,8.0,25.0,,HairNa00
5,0.0,26.0,14.0,53.8,198.0,14.1,7.6,2,104.3,11.3,133.0,65.0,5.0,0.0,0.0,0.0,0.0,0,24,2.0,7.7,,LawsNe00
3,1.0,36.0,21.0,58.3,344.0,16.4,9.6,1,88.2,15.9,272.0,72.0,0.0,0.0,0.0,0.0,0.0,0,24,1.0,4.0,,LewiRy01
4,0.0,20.0,13.0,65.0,119.0,9.2,6.0,0,81.0,9.4,76.0,43.0,16.0,0.0,0.0,0.0,1.0,1,24,8.0,25.0,,MurrEr00
0,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,3.0,3.0,1.0,0.0,6,24,1.0,4.0,,ObadEf00
0,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,1.0,2.0,1.0,0.0,1.0,4,24,1.0,4.0,,PennMi00
8,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,1.0,7.0,12.0,3.0,4.0,24,24,3.0,11.1,,WattJ.00
1,0.0,1.0,1.0,100.0,23.0,23.0,23.0,0,118.7,10.0,10.0,13.0,0.0,5.0,6.0,0.0,3.0,15,24,1.0,4.0,,WeatSt00
2,0.0,10.0,5.0,50.0,100.0,20.0,10.0,0,85.4,13.0,70.0,30.0,4.0,0.0,0.0,0.0,0.0,0,24,3.0,11.1,,WilsBr01
2,0.0,9.0,7.0,77.8,85.0,12.1,9.4,0,106.0,0.9,6.0,79.0,8.0,1.0,1.0,1.0,0.0,2,23,2.0,8.0,,BartCo00
1,0.0,13.0,11.0,84.6,82.0,7.5,6.3,0,92.9,4.9,35.0,47.0,2.0,0.0,0.0,0.0,0.0,0,23,0.0,0.0,,BrotKe00
0,0.0,10.0,8.0,80.0,42.0,5.3,4.2,0,84.2,2.5,8.0,34.0,17.0,3.0,7.0,0.0,1.0,12,23,3.0,11.5,,FackKy00
6,0.0,14.0,12.0,85.7,83.0,6.9,5.9,0,91.4,1.7,11.0,72.0,18.0,1.0,0.0,0.0,0.0,1,23,3.0,11.5,,GrugKa00
5,0.0,1.0,1.0,100.0,5.0,5.0,5.0,0,87.5,-3.0,-3.0,8.0,1.0,1.0,5.0,0.0,0.5,7,23,3.0,11.5,,HarrCh03
16,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,1.0,8.0,4.0,2.0,4.5,17,23,6.0,20.7,,HughJe99
1,0.0,1.0,1.0,100.0,1.0,1.0,1.0,0,79.2,-5.0,-5.0,6.0,0.0,3.0,1.0,1.0,0.0,4,23,4.0,14.8,,JohnAu01
11,0.0,1.0,1.0,100.0,4.0,4.0,4.0,0,83.3,-2.0,-2.0,6.0,0.0,2.0,0.0,0.0,2.0,4,23,2.0,8.0,,JoneD.01
4,2.0,31.0,16.0,51.6,189.0,11.8,6.1,2,65.1,11.0,98.0,91.0,1.0,0.0,0.0,1.0,0.0,0,23,2.0,8.0,,JoneSi00
2,0.0,9.0,7.0,77.8,95.0,13.6,10.6,0,110.6,3.4,30.0,65.0,9.0,4.0,14.0,0.0,5.0,23,23,4.0,14.8,,LawsCa00
0,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,4.0,7.0,0.0,7.0,19,23,1.0,4.2,,OdenIf00
1,0.0,2.0,2.0,100.0,18.0,9.0,9.0,0,104.2,-3.5,-7.0,25.0,0.0,2.0,1.0,1.0,1.0,4,23,3.0,11.5,,WatkCa00
10,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,23,3.0,11.5,,WoodAn02
0,0.0,41.0,25.0,61.0,275.0,11.0,6.7,1,89.0,9.8,157.0,118.0,14.0,0.0,0.0,0.0,0.0,0,23,2.0,8.0,,TaylJa01
0,0.0,40.0,25.0,62.5,275.0,11.0,6.9,1,91.1,9.4,157.0,118.0,14.0,0.0,0.0,0.0,0.0,0,22,2.0,8.3,,TaylJa01
0,0.0,1.0,0.0,0.0,0.0,,0.0,0,39.6,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,,TaylJa01
0,0.0,13.0,9.0,69.2,93.0,10.3,7.2,0,89.6,8.1,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0,22,2.0,8.3,,BoydKr00
6,0.0,1.0,1.0,100.0,23.0,23.0,23.0,0,118.7,5.0,5.0,18.0,0.0,2.0,5.0,0.0,1.5,9,22,6.0,21.4,,BullJo00
5,0.0,6.0,2.0,33.3,11.0,5.5,1.8,1,81.9,30.7,9.0,2.0,1.0,1.0,0.0,0.0,0.0,1,22,5.0,18.5,,ColbAd00
5,0.0,6.0,5.0,83.3,73.0,14.6,12.2,1,156.9,2.2,16.0,57.0,15.0,1.0,2.0,1.0,1.0,4,22,1.0,4.3,,GilbRe01
8,2.0,15.0,8.0,53.3,118.0,14.8,7.9,0,39.7,13.8,104.0,14.0,20.0,0.0,2.0,0.0,0.0,2,22,2.0,8.3,,HarmDu00
3,0.0,2.0,2.0,100.0,17.0,8.5,8.5,0,102.1,6.0,12.0,5.0,16.0,2.0,1.0,0.0,1.5,5,22,3.0,12.0,,HarrTr01
0,0.0,15.0,9.0,60.0,106.0,11.8,7.1,0,81.5,7.7,59.0,47.0,1.0,0.0,0.0,0.0,0.0,0,22,0.0,0.0,,HowaTr00
3,0.0,25.0,14.0,56.0,212.0,15.1,8.5,0,84.1,16.7,138.0,74.0,4.0,0.0,0.0,1.0,0.0,0,22,3.0,12.0,,JoneCh06
2,0.0,19.0,14.0,73.7,224.0,16.0,11.8,1,130.2,9.9,120.0,104.0,7.0,0.0,1.0,0.0,0.0,1,22,1.0,4.3,,McRaTo00
9,0.0,2.0,1.0,50.0,5.0,5.0,2.5,0,56.2,3.5,5.0,0.0,0.0,1.0,4.0,2.0,5.0,10,22,2.0,8.3,,OkafAl00
3,0.0,23.0,17.0,73.9,277.0,16.3,12.0,0,113.9,8.0,123.0,154.0,3.0,0.0,0.0,0.0,0.0,0,22,4.0,15.4,,PeteKe01
10,0.0,1.0,0.0,0.0,0.0,,0.0,0,39.6,-2.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,7,22,2.0,8.3,,PoexDo00
4,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3,22,0.0,0.0,,SaunKh00
6,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,4.0,2.0,0.0,3.5,10,22,3.0,12.0,,TuitSt00
1,0.0,1.0,0.0,0.0,0.0,,0.0,0,39.6,-2.0,0.0,0.0,5.0,1.0,1.0,0.0,4.0,6,22,3.0,12.0,,WalkDe03
0,0.0,10.0,10.0,100.0,134.0,13.4,13.4,1,152.1,6.5,65.0,69.0,5.0,0.0,0.0,0.0,0.0,0,21,0.0,0.0,,AikeWa00
5,0.0,7.0,7.0,100.0,106.0,15.1,15.1,1,158.3,-0.9,-6.0,112.0,10.0,4.0,2.0,0.0,3.5,10,21,2.0,8.7,,AttaJe00
0,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,6.0,0.0,0.0,3.0,9,21,2.0,8.7,,BlaiRo00
5,0.0,3.0,3.0,100.0,31.0,10.3,10.3,0,109.7,1.3,4.0,27.0,3.0,3.0,2.0,0.0,5.0,10,21,0.0,0.0,,CharTa00
4,0.0,2.0,2.0,100.0,34.0,17.0,17.0,0,118.7,1.5,3.0,31.0,13.0,5.0,4.0,1.0,1.0,10,21,8.0,27.6,,ChubBr00
5,2.0,52.0,26.0,50.0,317.0,12.2,6.1,3,72.4,10.4,198.0,119.0,0.0,0.0,0.0,0.0,0.0,0,21,2.0,8.7,,DeanJa00
0,0.0,3.0,2.0,66.7,36.0,18.0,12.0,0,107.6,6.7,20.0,16.0,5.0,2.0,1.0,0.0,2.0,5,21,3.0,12.5,,GaryRa00
0,0.0,10.0,8.0,80.0,48.0,6.0,4.8,1,120.0,2.0,25.0,23.0,22.0,3.0,1.0,1.0,1.0,4,21,2.0,8.7,,HollJu00
5,0.0,14.0,8.0,57.1,247.0,30.9,17.6,2,141.4,13.6,103.0,144.0,14.0,1.0,0.0,0.0,0.0,1,21,4.0,16.0,,JeffTo00
1,1.0,10.0,10.0,100.0,141.0,14.1,14.1,2,118.7,9.7,97.0,44.0,1.0,0.0,0.0,0.0,0.0,0,21,4.0,16.0,,KellKa02
4,1.0,30.0,18.0,60.0,212.0,11.8,7.1,0,67.6,9.4,126.0,86.0,0.0,0.0,0.0,0.0,0.0,0,21,2.0,8.7,,MitcTe00
15,0.0,1.0,0.0,0.0,0.0,,0.0,0,39.6,-1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2,21,1.0,4.5,,StepSh00
0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,1,118.7,1.0,1.0,0.0,2.0,5.0,5.0,1.0,4.0,15,21,0.0,0.0,,SweaJo00
1,0.0,2.0,2.0,100.0,14.0,7.0,7.0,0,95.8,1.0,2.0,12.0,4.0,1.0,0.0,0.0,0.0,1,21,1.0,4.5,,TakiSi00
3,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,2.0,4.0,0.0,2.0,8,21,1.0,4.5,,ThomSo00
6,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,20,2.0,9.1,,AtkiJo01
15,0.0,1.0,1.0,100.0,3.0,3.0,3.0,1,118.7,-3.0,-3.0,6.0,0.0,1.0,1.0,0.0,0.0,2,20,0.0,0.0,,BlacAn00
16,0.0,1.0,1.0,100.0,10.0,10.0,10.0,0,108.3,-8.0,-8.0,18.0,0.0,12.0,5.0,0.0,4.0,21,20,3.0,13.0,,CollMa00
3,2.0,7.0,4.0,57.1,19.0,4.8,2.7,0,22.6,5.0,17.0,2.0,9.0,1.0,0.0,0.0,1.0,2,20,0.0,0.0,,ConnRy00
0,0.0,13.0,6.0,46.2,67.0,11.2,5.2,0,62.0,9.5,54.0,13.0,2.0,1.0,0.0,0.0,0.0,1,20,1.0,4.8,,HookAm00
3,0.0,3.0,1.0,33.3,12.0,12.0,4.0,0,46.5,0.7,6.0,6.0,0.0,4.0,1.0,1.0,2.0,7,20,2.0,9.1,,JackBr04
1,0.0,5.0,3.0,60.0,44.0,14.7,8.8,0,88.7,8.4,6.0,38.0,7.0,0.0,0.0,0.0,0.0,0,20,2.0,9.1,,KillMi00
4,2.0,13.0,7.0,53.8,107.0,15.3,8.2,2,81.2,8.2,46.0,61.0,3.0,0.0,0.0,0.0,0.0,0,20,3.0,13.0,,ParkSt00
0,0.0,1.0,0.0,0.0,0.0,,0.0,0,39.6,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.5,2,19,0.0,0.0,,ChicAn00
3,0.0,20.0,15.0,75.0,124.0,8.3,6.2,0,90.4,4.5,61.0,63.0,8.0,1.0,0.0,0.0,0.0,1,19,3.0,13.6,,DawsDu00
3,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,1.0,8.0,4.0,1.0,4.5,18,19,1.0,5.0,,HendTr00
3,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4,19,1.0,5.0,,KerrZa00
16,1.0,3.0,2.0,66.7,-3.0,-1.5,-1.0,0,30.6,-4.7,-6.0,3.0,0.0,1.0,1.0,0.0,2.0,4,19,3.0,13.6,,LotuSt00
7,0.0,3.0,1.0,33.3,1.0,1.0,0.3,0,42.4,0.0,-4.0,5.0,0.0,2.0,0.0,1.0,0.0,2,19,1.0,5.0,,MaurJo00
7,0.0,3.0,3.0,100.0,17.0,5.7,5.7,0,90.3,0.7,2.0,15.0,43.0,3.0,3.0,1.0,3.0,9,19,0.0,0.0,,McPhPe00
2,2.0,25.0,19.0,76.0,212.0,11.2,8.5,3,107.0,10.2,142.0,70.0,1.0,0.0,0.0,0.0,0.0,0,19,1.0,5.0,,OruwAm00
6,2.0,15.0,9.0,60.0,222.0,24.7,14.8,1,86.8,17.3,198.0,24.0,0.0,0.0,0.0,0.0,0.0,0,19,1.0,5.0,,ThomTe00
5,0.0,27.0,14.0,51.9,219.0,15.6,8.1,1,91.4,16.3,188.0,31.0,0.0,0.0,0.0,0.0,0.0,0,19,1.0,5.0,,WebsKe00
4,0.0,11.0,9.0,81.8,80.0,8.9,7.3,0,97.0,0.1,-2.0,82.0,4.0,0.0,0.0,0.0,0.0,0,18,7.0,28.0,,AlShAz00
1,0.0,2.0,0.0,0.0,0.0,,0.0,0,39.6,-0.5,0.0,0.0,0.0,3.0,4.0,2.0,2.5,10,18,4.0,18.2,,AnsaEz00
4,0.0,13.0,9.0,69.2,87.0,9.7,6.7,1,113.3,6.7,44.0,43.0,8.0,0.0,0.0,0.0,0.0,0,18,5.0,21.7,,BurfVo00
1,0.0,1.0,1.0,100.0,16.0,16.0,16.0,0,118.7,4.0,4.0,12.0,0.0,5.0,3.0,0.0,4.0,12,18,0.0,0.0,,ClayAd00
3,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,2.0,1.0,0.0,2.0,5,18,2.0,10.0,,FoxxMo00
4,1.0,1.0,0.0,0.0,0.0,,0.0,0,0.0,-10.0,0.0,0.0,0.0,6.0,2.0,2.0,3.5,12,18,2.0,10.0,,HursMa00
0,0.0,3.0,3.0,100.0,44.0,14.7,14.7,0,118.7,11.0,33.0,11.0,2.0,0.0,0.0,0.0,0.0,0,18,2.0,10.0,,KalaPe00
0,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,1.0,5.3,,MataTy00
2,0.0,5.0,5.0,100.0,71.0,14.2,14.2,0,118.7,7.8,39.0,32.0,5.0,0.0,1.0,0.0,0.0,1,18,2.0,10.0,,ThomDe06
9,4.0,38.0,25.0,65.8,442.0,17.7,11.6,4,100.9,13.1,299.0,143.0,0.0,0.0,0.0,0.0,0.0,0,18,4.0,18.2,,TrufDe00
1,1.0,1.0,1.0,100.0,1.0,1.0,1.0,0,39.6,-6.0,-6.0,7.0,0.0,2.0,1.0,3.0,2.0,6,18,1.0,5.3,,TuttSh00
0,0.0,11.0,9.0,81.8,76.0,8.4,6.9,0,95.5,1.1,15.0,61.0,5.0,0.0,0.0,0.0,0.0,0,17,0.0,0.0,,AmadUg00
4,0.0,25.0,15.0,60.0,167.0,11.1,6.7,0,79.9,10.0,96.0,71.0,7.0,0.0,0.0,1.0,0.0,0,17,7.0,29.2,,BrowAn02
0,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,17,0.0,0.0,AP-2,GrayJ.00
2,0.0,18.0,12.0,66.7,156.0,13.0,8.7,0,93.7,11.3,105.0,51.0,2.0,1.0,0.0,0.0,0.0,1,17,3.0,15.0,,HamiAn01
5,1.0,26.0,17.0,65.4,237.0,13.9,9.1,3,117.0,11.0,133.0,104.0,1.0,0.0,0.0,0.0,0.0,0,17,3.0,15.0,,HowaXa00
5,0.0,2.0,2.0,100.0,13.0,6.5,6.5,0,93.7,-2.0,-4.0,17.0,0.0,1.0,0.0,0.0,0.0,1,17,3.0,15.0,,HuntMa00
0,0.0,1.0,1.0,100.0,3.0,3.0,3.0,0,79.2,-4.0,-4.0,7.0,2.0,7.0,2.0,0.0,1.0,10,17,3.0,15.0,,HydeKe01
3,0.0,18.0,10.0,55.6,152.0,15.2,8.4,1,102.1,12.9,98.0,54.0,6.0,0.0,1.0,0.0,0.0,1,17,0.0,0.0,,KingAk00
0,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,2.0,1.0,0.0,6.0,9,17,0.0,0.0,,SmooDa00
3,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,17,0.0,0.0,,TillJe00
0,0.0,4.0,3.0,75.0,37.0,12.3,9.3,0,103.1,12.8,34.0,3.0,2.0,0.0,0.0,0.0,1.0,1,17,0.0,0.0,,WattAr00
0,0.0,9.0,3.0,33.3,43.0,14.3,4.8,0,49.8,4.1,18.0,25.0,1.0,0.0,0.0,0.0,0.0,0,16,1.0,5.9,,ColeDy00
3,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3,16,4.0,20.0,,GotsAd00
3,0.0,3.0,2.0,66.7,17.0,8.5,5.7,0,81.2,4.7,5.0,12.0,5.0,0.0,0.0,1.0,0.0,0,16,0.0,0.0,,LangHa00
0,0.0,23.0,13.0,56.5,114.0,8.8,5.0,0,69.8,9.5,78.0,36.0,18.0,0.0,1.0,0.0,0.0,1,16,2.0,11.1,,RobiPa99
0,1.0,25.0,14.0,56.0,132.0,9.4,5.3,0,54.1,11.1,84.0,48.0,3.0,0.0,0.0,0.0,1.0,1,16,2.0,11.1,,SuttCa00
0,0.0,1.0,1.0,100.0,6.0,6.0,6.0,0,91.7,-3.0,-3.0,9.0,0.0,0.0,1.0,3.0,0.0,1,16,1.0,5.9,,UrbaBr00
0,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,3.0,3.0,0.0,2.0,8,15,2.0,11.8,,ArmsDo00
3,0.0,36.0,21.0,58.3,269.0,12.8,7.5,1,91.1,13.6,220.0,49.0,1.0,0.0,0.0,0.0,0.0,0,15,3.0,16.7,,AverAn00
2,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3,15,1.0,6.3,,DayxSh00
0,0.0,9.0,6.0,66.7,91.0,15.2,10.1,0,99.8,19.8,63.0,28.0,3.0,1.0,0.0,0.0,0.0,1,15,0.0,0.0,,FejeCl00
0,1.0,17.0,8.0,47.1,87.0,10.9,5.1,1,57.7,15.3,65.0,22.0,7.0,0.0,1.0,0.0,0.0,1,15,0.0,0.0,,FentRa00
1,0.0,9.0,5.0,55.6,49.0,9.8,5.4,1,108.1,11.7,27.0,22.0,2.0,0.0,0.0,0.0,0.0,0,15,1.0,6.3,,JameCr01
0,0.0,0.0,0.0,,0.0,,,0,,,0.0,0.0,0.0,3.0,1.0,0.0,1.0,5,15,0.0,0.0,,JohnDa10
0,0.0,7.0,5.0,71.4,48.0,9.6,6.9,0,90.2,5.9,11.0,37.0,3.0,1.0,0.0,0.0,0.0,1,15,3.0,16.7,,LongDa04
0,0.0,1.0,1.0,100.0,9.0,9.0,9.0,0,104.2,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0,15,2.0,11.8,,LongSt00
0,0.0,1.0,1.0,100.0,9.0,9.0,9.0,0,104.2,2.0,2.0,7.0,0.0,3.0,4.0,0.0,7.0,15,15,2.0,11.8,,MayoBe00
1,0.0,15.0,11.0,73.3,114.0,10.4,7.6,1,117.1,9.3,75.0,39.0,12.0,0.0,1.0,0.0,0.0,1,15,1.0,6.3,,MillRo03
3,0.0,5.0,3.0,60.0,58.0,19.3,11.6,1,140.0,13.2,21.0,37.0,1.0,0.0,1.0,0.0,0.0,1,15,1.0,6.3,,ReavJe00
1,0.0,3.0,3.0,100.0,14.0,4.7,4.7,0,86.1,0.7,2.0,12.0,24.0,0.0,3.0,0.0,1.0,4,15,2.0,11.8,,VanGAn00
3,2.0,21.0,15.0,71.4,197.0,13.1,9.4,1,77.0,10.2,125.0,72.0,1.0,0.0,0.0,0.0,0.0,0,15,1.0,6.3,,WillDa09
